DATASET,METHOD,FILE_WEIGHT,MUSIC_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial,v18,0.0,0.0,400,400,350,350,0.25527272727272726,0.22285714285714286,0.27428571428571424,0.9928,0.9989142857142856,0.7455064935064936,0.9958571428571428,0.7705415584415585
factorial,selected_tiny_residual,0.05,0.05,400,400,350,350,0.24763636363636365,0.22285714285714286,0.2628571428571429,0.9928,0.9989142857142856,0.7527532467532467,0.9958571428571428,0.7770636363636364
phone,v18,0.0,0.0,1200,1200,800,800,0.2582857142857143,0.16749999999999998,0.345,0.956603125,0.9840593750000001,0.7338571428571429,0.9703312500000001,0.7575045535714287
phone,selected_tiny_residual,0.05,0.05,1200,1200,800,800,0.20999999999999996,0.16749999999999998,0.25249999999999995,0.956603125,0.9840593750000001,0.78575,0.9703312500000001,0.804208125
yue,v18,0.0,0.0,124,124,108,124,0.1861413043478261,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.828448165030388,,
yue,selected_tiny_residual,0.05,0.05,124,124,108,124,0.1861413043478261,0.10208333333333333,0.17741935483870966,0.9837962962962963,,0.8332868747078073,,
