epoch,loss,selection,mean_objective,worst_objective,seconds,clean_voice_eer,clean_music_eer,clean_file_eer,clean_ads,paired_fast_voice_eer,paired_fast_music_eer,paired_fast_file_eer,paired_fast_ads
-1,,0.8055157922139206,0.821494744434782,0.7758405952323206,0.0,0.06698029043172729,0.2040257088081544,0.0901463448955182,0.8803230568234491,0.116839507801208,0.33802944783815003,0.15583737892539692,0.7973045746256149
0,0.5526614813134074,0.8196751384399603,0.8341149030499789,0.79285843273564,2.1221872037276626,0.07126055869728894,0.18209909620262207,0.0901463448955182,0.8860449869519965,0.11491141777360103,0.2996403862870479,0.15164227585074697,0.811304462633792
1,0.5380154404168328,0.8209025023893246,0.8344022526193081,0.7958315376764983,3.784000614657998,0.07126055869728894,0.18209909620262207,0.09398379417903799,0.8841262623102366,0.11448732956325325,0.2923081960966432,0.1512846220596168,0.813767764228548
2,0.535322777616481,0.8219664478744617,0.8364062124844804,0.7951497421701416,5.4334143521264195,0.07126055869728894,0.17598893771061813,0.0901463448955182,0.8878780344995977,0.11448732956325325,0.293530227795044,0.15164227585074697,0.8132223278234627
3,0.5311229790871342,0.8223639545601957,0.8372645176324021,0.7946914802832413,7.093714727088809,0.07083647048694121,0.17598893771061813,0.0866665494031286,0.889702749887862,0.11448732956325325,0.29475225949344475,0.15164227585074697,0.8128557183139424
4,0.5275199978301922,0.8204582585862712,0.8353197032750727,0.79285843273564,8.741901898756623,0.07083647048694121,0.18087706450422125,0.08702420319425877,0.888057484954216,0.11020706129769159,0.2996403862870479,0.15164227585074697,0.8122453339289738
5,0.5318063556527098,0.8194918336852003,0.8345731649368793,0.7914836470749392,10.399751010350883,0.06740437864207507,0.17598893771061813,0.0901463448955182,0.8886492705106405,0.11255923953564628,0.30330648138225036,0.15164227585074697,0.8106750697528222
6,0.5344845050324997,0.8202140418185602,0.8354314700848009,0.7919531036098272,12.043658420443535,0.06890838045933426,0.1796550328058205,0.08595124182086819,0.889346193155953,0.11020706129769159,0.30086241798544877,0.15235758343300732,0.8115210706283233
7,0.5313511233155926,0.8221478808491891,0.8367480371196229,0.7950333049183838,13.710878124460578,0.06698029043172729,0.1796550328058205,0.0866665494031286,0.8893741573703442,0.11063114950803937,0.2996403862870479,0.14816248035835736,0.813900414033099
8,0.5307175340130925,0.8206647473180687,0.8358841346477074,0.7924001708487398,15.334896372631192,0.06890838045933426,0.17843300110741972,0.08595124182086819,0.889712802665473,0.11020706129769159,0.30086241798544877,0.15164227585074697,0.8118787244194536
9,0.5297273114944497,0.8196750626387943,0.8349713707711925,0.7912676332500544,17.02846324816346,0.06890838045933426,0.18087706450422125,0.08559358802973802,0.8891584105419977,0.11213515132529855,0.3038825182486098,0.15164227585074697,0.8105870763349838
10,0.525110291937987,0.8201634356293044,0.8349187494693074,0.7927607099264413,18.693896648474038,0.06890838045933426,0.18454315959942363,0.08595124182086819,0.887879755117872,0.11641541959086021,0.30510454994701053,0.14852013414948753,0.810925484022981
11,0.5271614405016104,0.820076469484309,0.8355949476516702,0.7912564386020668,20.344652434810996,0.06270002216616563,0.1833211279010229,0.0821137925373484,0.8914067609277858,0.11641541959086021,0.30510454994701053,0.15092696826848662,0.8097220669634815
12,0.5246960849811634,0.821376653928035,0.8360550469652785,0.7941167811445831,21.982512678951025,0.0646281121937726,0.18209909620262207,0.08595124182086819,0.8894690277900248,0.11213515132529855,0.3020844496838495,0.14816248035835736,0.8128663946506067
13,0.5280163815865914,0.8226353607151049,0.8373716140001004,0.7952680331858276,23.613109479658306,0.06270002216616563,0.18454315959942363,0.0821137925373484,0.8910401514182655,0.10785488305973691,0.2984183545886472,0.14852013414948753,0.8146434499367148
14,0.5222233732541403,0.820760308838737,0.8355376395705352,0.7933166946225404,25.233467577025294,0.06505220040412033,0.1833211279010229,0.08559358802973802,0.8891964275340001,0.10978297308734386,0.2984183545886472,0.15164227585074697,0.8126967610805635
15,0.5267548204089204,0.8200499939305342,0.8351911444933632,0.791930714313852,26.850547869689763,0.06270002216616563,0.18087706450422125,0.08595124182086819,0.8902212553050664,0.11020706129769159,0.30330648138225036,0.15092696826848662,0.8115031591915433
16,0.5203839689493179,0.8226120109427756,0.8370889348728012,0.795726295072728,28.47129551600665,0.06270002216616563,0.18087706450422125,0.08595124182086819,0.8902212553050664,0.11213515132529855,0.2971963228902464,0.14852013414948753,0.8141540057931227
17,0.5226527241369089,0.8226064046352743,0.8369659734150854,0.7959386340441967,30.11848754249513,0.0646281121937726,0.18209909620262207,0.08595124182086819,0.8894690277900248,0.10827897127008464,0.2984183545886472,0.147447172776097,0.8150951129813404
18,0.5202178020651141,0.8238295493503119,0.8383481938264881,0.7968663524659849,31.773169874213636,0.06270002216616563,0.1754129008442587,0.08702420319425877,0.8913240237163599,0.11020706129769159,0.29475225949344475,0.14816248035835736,0.8154516697132497
19,0.5218244657541314,0.8202247033096213,0.8344031795012722,0.7938932475251268,33.458299168385565,0.0646281121937726,0.1833211279010229,0.0901463448955182,0.8870048667431795,0.10827897127008464,0.3020844496838495,0.14852013414948753,0.8134588037660845
20,0.5204459993789593,0.8209752291155055,0.8351967418173569,0.7945638483834958,35.18008604552597,0.06312411037651336,0.18087706450422125,0.0901463448955182,0.8880388861256718,0.11020706129769159,0.3020844496838495,0.147447172776097,0.8136096664472583
21,0.5235024789969126,0.819961552119273,0.8348022958803294,0.7924001708487398,36.90601333603263,0.06698029043172729,0.17721096940901895,0.0901463448955182,0.8883674786431898,0.10785488305973691,0.30086241798544877,0.15164227585074697,0.8123491600670445
22,0.519429225474596,0.8231559695049353,0.8372542498663785,0.7969734488336833,38.621921104379,0.0646281121937726,0.1833211279010229,0.08595124182086819,0.8891024182805045,0.10785488305973691,0.30086241798544877,0.14432503107483757,0.8160077824549992
23,0.5192910876745979,0.8218559180377362,0.8353178658483648,0.7968551578179973,40.3839020319283,0.0646281121937726,0.18634122816418391,0.0901463448955182,0.8860988366642312,0.11213515132529855,0.2959742911918456,0.147447172776097,0.8150570959893382
24,0.5195066593587399,0.8209732790356152,0.835314105951079,0.7943403147640395,42.14663614984602,0.06505220040412033,0.1796550328058205,0.0901463448955182,0.8880198776296707,0.11213515132529855,0.3020844496838495,0.14780482656722718,0.8130452215461719
25,0.514701317374905,0.8224230998805142,0.8374242353019856,0.7945638483834958,43.89760206732899,0.06312411037651336,0.17598893771061813,0.08595124182086819,0.8916028757010779,0.10785488305973691,0.3020844496838495,0.147447172776097,0.8140801020948494
26,0.5200382036467394,0.8227676136191175,0.8371462429539361,0.7960644448544543,45.64202754199505,0.0646281121937726,0.18087706450422125,0.08630889561199842,0.8896568104039799,0.10785488305973691,0.3038825182486098,0.1439673772837074,0.815280579271616
27,0.5124617709467808,0.8229118312491512,0.8374298326259795,0.7959498286921843,47.38660320173949,0.06505220040412033,0.1796550328058205,0.08595124182086819,0.8901174291669958,0.10592679303212996,0.2971963228902464,0.14816248035835736,0.8155745043473215
