epoch,loss,selection,music_holdout_file_eer,music_holdout_music_eer,voice_holdout_file_eer,voice_holdout_voice_eer,elapsed_seconds
0,0.6492954273223877,0.49368125502106114,0.375609756097561,0.3685008361036137,0.5420701215515142,0.5652885252505204,44.08168077468872
1,0.425163821041584,0.619649260915474,0.2878048780487805,0.23075312427396666,0.41101829827880054,0.4305183792730022,81.92609095573425
2,0.29294062179327013,0.6062505796228841,0.275609756097561,0.1931413689153026,0.4298831307474763,0.46602906706909486,124.24742937088013
3,0.22814882270991801,0.6404496332153885,0.26097560975609757,0.18178011192028476,0.39265446781413293,0.41839737059491455,178.1291058063507
4,0.18452720433473588,0.67541653260881,0.24878048780487805,0.16914820689477145,0.3365609724121139,0.3985454789586295,216.3559889793396
5,0.16404384914040565,0.6400589264562215,0.25365853658536586,0.1739468392988776,0.387312007191954,0.43536678274423724,263.3229458332062
6,0.13293266006559135,0.6528303560829456,0.24451219512195121,0.16851288287952365,0.35492480287678163,0.45082854866063216,309.87818336486816
7,0.13359970455616713,0.6566827049033401,0.23658536585365852,0.15905759793024915,0.3544238008727736,0.4455218674380522,369.97876715660095
