MODE,ROLE,FOLD,MUSIC_SCORE,AUTHORIZED_SELECTION,LOGO_MEAN,LOGO_WORST
dual,LOGO,suno,0.7470689702567486,,,
dual,LOGO,udio,0.7482089889254959,,,
dual,LOGO,musicgen,0.660862581075347,,,
dual,LOGO,audioldm,0.590080842320484,,,
dual,LOGO,musicldm,0.6642573385280119,,,
dual,LOGO,mubert,0.9078551472168493,,,
dual,SUMMARY,authorized+LOGO,0.6719937306037808,0.6890858843537415,0.719722311387156,0.590080842320484
