MODEL,N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
anchor,240,240,0.21666666666666667,240,0.11666666666666668,240,0.18333333333333335,,,0.8133333333333334,,False,
voice_mil_v53,240,240,0.21666666666666667,240,0.1333333333333333,240,0.18333333333333335,,,0.8099999999999999,,False,
