EPOCH,LOSS,BASE_LOSS,CONSISTENCY_LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER
0,0.8318610191345215,0.8141633868217468,0.35395219922065735,0.4457525510204081,0.5084948979591838,0.6
5,1.8838024139404297,1.7189759016036987,3.296529769897461,0.5446768707482994,0.4306462585034013,0.48
10,2.473172903060913,2.2942657470703125,3.578144073486328,0.599438775510204,0.34487244897959185,0.45625000000000004
15,1.1514272689819336,1.029496669769287,2.4386117458343506,0.6660034013605443,0.2792431972789115,0.38875000000000004
20,1.4919155836105347,1.3311079740524292,3.216151714324951,0.6816496598639457,0.28812925170068027,0.34857142857142853
25,0.6554710268974304,0.5538191199302673,2.0330376625061035,0.6870960884353743,0.2808078231292517,0.345
30,0.7045211791992188,0.5954281091690063,2.18186092376709,0.6976147959183674,0.2647704081632653,0.33999999999999997
35,0.6613181233406067,0.5617229342460632,1.9919036626815796,0.7128996598639457,0.2442006802721088,0.32999999999999996
40,0.5175923705101013,0.42732688784599304,1.8053094148635864,0.7256675170068028,0.24199829931972788,0.30666666666666664
45,0.4356524348258972,0.3612000346183777,1.4890482425689697,0.7337329931972789,0.2292006802721088,0.30333333333333334
50,0.41388803720474243,0.34460920095443726,1.385576605796814,0.7411904761904762,0.22095238095238093,0.29666666666666663
55,0.3906655013561249,0.32022032141685486,1.40890371799469,0.7565858843537415,0.2101615646258503,0.2766666666666666
60,0.3555890917778015,0.2948092818260193,1.2155964374542236,0.7527763605442177,0.21111394557823132,0.2833333333333333
65,0.3435492217540741,0.28598272800445557,1.1513299942016602,0.7543239795918366,0.21135204081632653,0.28
70,0.32665371894836426,0.2711784541606903,1.109505534172058,0.7619047619047619,0.19952380952380952,0.2766666666666666
75,0.31527000665664673,0.26244014501571655,1.056597113609314,0.7603443877551019,0.19931122448979594,0.28
80,0.30525192618370056,0.25530731678009033,0.9988921284675598,0.7625680272108843,0.19819727891156463,0.2766666666666666
85,0.29707929491996765,0.2488682121038437,0.9642215371131897,0.7651870748299321,0.1962925170068027,0.2733333333333333
90,0.2892504632472992,0.2425643652677536,0.9337219595909119,0.7643452380952381,0.19797619047619047,0.2733333333333333
95,0.2831670045852661,0.23768308758735657,0.9096784591674805,0.76546768707483,0.1957312925170068,0.2733333333333333
100,0.27724161744117737,0.2332150787115097,0.8805307149887085,0.7608035714285715,0.19839285714285718,0.28
