DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2_holdout,400,400,350,350,0.23818181818181816,0.3142857142857143,0.20571428571428574,0.9789714285714285,0.9887428571428571,0.7563376623376623,0.9838571428571428,0.7790896103896104
phone_factorial_1200_v1,1200,1200,800,800,0.19828571428571432,0.3175,0.09499999999999999,0.997053125,0.997625,0.8088571428571429,0.9973390625,0.8277053348214287
yue_cross_component_audit_v1,124,124,108,124,0.1861413043478261,0.3979166666666667,0.14516129032258063,0.9490740740740741,,0.7837976273959794,,
suno_vocals_v1,13,13,13,13,,,,,,,,
