DATASET,MODEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS,TARGET_EER,concurrent_vfmr,partial_overlap_vfmr,sequential_vfmr
factorial,seed04,0.23236363636363638,0.22285714285714286,0.2114285714285714,0.7758181818181819,0.43999999999999995,0.43999999999999995,0.28,0.19999999999999998
factorial,seed05_cell,0.22472727272727272,0.22285714285714286,0.23428571428571432,0.7727792207792208,0.43999999999999995,0.43999999999999995,0.28,0.24
factorial,ensemble_logit,0.22472727272727272,0.22285714285714286,0.22285714285714286,0.7762077922077922,0.43999999999999995,0.43999999999999995,0.28,0.24
phone,seed04,0.1782857142857143,0.16749999999999998,0.17000000000000004,0.8263571428571429,,,,
phone,seed05_cell,0.18000000000000002,0.16749999999999998,0.17000000000000004,0.8255,,,,
phone,ensemble_logit,0.1782857142857143,0.16749999999999998,0.16749999999999998,0.8271071428571429,,,,
yue,seed04,0.12228260869565216,0.10208333333333333,0.17741935483870966,0.8652162225338944,,,,
yue,seed05_cell,0.12771739130434784,0.10208333333333333,0.17741935483870966,0.8624988312295465,,,,
yue,ensemble_logit,0.12771739130434784,0.10208333333333333,0.17741935483870966,0.8624988312295465,,,,
