EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7513335996866226,0.7002603407204151,0.05107325786986621,0.74690867003367,0.7920770803270804,0.7017402597402598
1,0.32951097186654804,0.27085338726639746,0.05865758536849171,0.7316546717171717,0.7945560966810966,0.6687532467532468
2,0.21916983058676123,0.17684334080666303,0.04232648990117013,0.7414321338383838,0.796188943001443,0.6866753246753247
3,0.17688867745921016,0.13694162221625447,0.03994705514749512,0.7523942550505051,0.8103209776334777,0.6944675324675325
4,0.13658199531957507,0.10556063085794448,0.03102136448316742,0.7648421717171716,0.8100739538239538,0.7196103896103896
5,0.13264281050302087,0.10306819449178875,0.029574615600286052,0.7597588383838384,0.80676443001443,0.7127532467532468
6,0.11634351566433906,0.09123153918422759,0.025111976689368022,0.7614574915824917,0.811694203944204,0.7112207792207792
7,0.10421242629177868,0.08165925989393145,0.02255316597467754,0.7562005471380471,0.808037457912458,0.7043636363636363
8,0.09453647954855114,0.07280182925984263,0.02173464983861777,0.7552074915824917,0.803194203944204,0.7072207792207793
9,0.09591952156741172,0.07302048288751394,0.0228990385774523,0.7501464646464646,0.8052799422799422,0.695012987012987
10,0.0794101989781484,0.06122609572019428,0.01818410306907026,0.7514806397306397,0.8071690716690716,0.6957922077922077
11,0.08386671502608806,0.06644573734840378,0.017420977798537934,0.7500909090909091,0.8034545454545455,0.6967272727272728
12,0.07326494886307046,0.05648921267129481,0.01677573619668692,0.7485338804713805,0.8132755531505532,0.6837922077922077
13,0.07172159618232399,0.05490148648736067,0.016820109549166774,0.7503087121212122,0.8135524891774892,0.687064935064935
14,0.07343743610195816,0.05582007281598635,0.01761736336346985,0.7426536195286195,0.8033851611351611,0.6819220779220779
