METHOD,WEIGHT,dev_ADS,dev_FILE_EER,dev_DELTA,factorial_ADS,factorial_FILE_EER,factorial_DELTA,phone_ADS,phone_FILE_EER,phone_DELTA,yue_ADS,yue_FILE_EER,yue_DELTA,MIN_DELTA,MEAN_DELTA
logitgate0.5_or,0.1,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.00021428571428575016
logitgate0.5_or,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0009066205533597438
logitgate0.5_or,0.2,0.8071948051948051,0.1581818181818182,0.008545454545454523,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9005000000000001,0.08999999999999998,-0.0029285714285713915,0.8967296341748481,0.09578804347826086,0.0,-0.0029285714285713915,0.0006769480519480953
logitgate0.5_or,0.3,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.007636363636363552,0.0001614906832298757
logitgate0.5_or,0.4,0.8101038961038961,0.15236363636363637,0.011454545454545495,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.0038181818181817206,0.0020705815923207915
logitgate1_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate1_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.00094155844155841
logitgate1_or,0.05,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.0003035714285714308
logitgate1_or,0.075,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.00022727272727277037
logitgate1_or,0.1,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.00022727272727277037
logitgate1_or,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.00022727272727277037
logitgate1_or,0.2,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,0.0004366883116883602
logitgate1_or,0.3,0.8101038961038961,0.15236363636363637,0.011454545454545495,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.9005000000000001,0.08999999999999998,-0.0029285714285713915,0.8967296341748481,0.09578804347826086,0.0,-0.006727272727272693,0.00044967532467535265
logitgate1_or,0.4,0.7986493506493506,0.17527272727272727,0.0,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.8963571428571429,0.09828571428571427,-0.007071428571428617,0.8940122428705002,0.10122282608695654,-0.0027173913043478937,-0.007071428571428617,-0.004129023150762301
logitgate2_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate2_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
logitgate2_or,0.05,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,7.629870129868821e-05
logitgate2_or,0.075,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,-1.2987012986992452e-05
logitgate2_or,0.1,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.007636363636363552,-0.0011688311688311526
logitgate2_or,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.9005000000000001,0.08999999999999998,-0.0029285714285713915,0.8967296341748481,0.09578804347826086,0.0,-0.007636363636363552,-0.001686688311688278
logitgate2_or,0.2,0.7986493506493506,0.17527272727272727,0.0,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8996428571428572,0.0917142857142857,-0.003785714285714281,0.8940122428705002,0.10122282608695654,-0.0027173913043478937,-0.007636363636363552,-0.0035348673066064318
logitgate2_or,0.3,0.7901038961038961,0.19236363636363638,-0.008545454545454523,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8967142857142858,0.0975714285714286,-0.006714285714285673,0.8834823515661525,0.12228260869565216,-0.013247282608695565,-0.013247282608695565,-0.009035846626199828
logitgate2_or,0.4,0.7862857142857143,0.19999999999999998,-0.012363636363636354,0.804,0.19999999999999998,-0.015272727272727105,0.8934285714285715,0.10414285714285715,-0.010000000000000009,0.8702350689574567,0.14877717391304346,-0.026494565217391353,-0.026494565217391353,-0.016032732213438705
hard0.3_max,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
hard0.3_max,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,0.0,0.0
hard0.3_max,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,0.0,0.00030357142857140307
hard0.3_max,0.075,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,0.0,0.0
hard0.3_max,0.1,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0006793478260870012
hard0.3_max,0.15,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9005000000000001,0.08999999999999998,-0.0029285714285713915,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.0038181818181817206,0.0006744776962168686
hard0.3_max,0.2,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.8984285714285714,0.09414285714285715,-0.0050000000000001155,0.9099769167835436,0.06929347826086957,0.013247282608695565,-0.0050000000000001155,0.0032436388339920907
hard0.3_max,0.3,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.9005000000000001,0.08999999999999998,-0.0029285714285713915,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.007636363636363552,0.0032590256211180446
hard0.3_max,0.4,0.7977402597402597,0.1770909090909091,-0.0009090909090908594,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8984285714285714,0.09414285714285715,-0.0050000000000001155,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.007636363636363552,0.0006048048418972329
hard0.5_max,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.00094155844155841
hard0.5_max,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
hard0.5_max,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0005129870129869651
hard0.5_max,0.075,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
hard0.5_max,0.1,0.7986493506493506,0.17527272727272727,0.0,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9017142857142857,0.08757142857142859,-0.0017142857142857792,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,-0.001383116883116875
hard0.5_max,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.8992857142857142,0.09242857142857143,-0.004142857142857226,0.8967296341748481,0.09578804347826086,0.0,-0.006727272727272693,-0.0017629870129870218
hard0.5_max,0.2,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.8967142857142858,0.0975714285714286,-0.006714285714285673,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.006714285714285673,-0.0002719508752117017
hard0.5_max,0.3,0.7986493506493506,0.17527272727272727,0.0,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8942857142857144,0.10242857142857142,-0.00914285714285712,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00914285714285712,-0.0035154573687181945
hard0.5_max,0.4,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8087272727272727,0.19054545454545455,-0.010545454545454414,0.8925714285714286,0.10585714285714287,-0.010857142857142899,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.010857142857142899,-0.005853119706380527
hard0.7_max,0.01,0.7948311688311688,0.18290909090909088,-0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181818317,-0.0018961038961038679
hard0.7_max,0.025,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.004727272727272691,-0.0019090909090908603
hard0.7_max,0.05,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.004727272727272691,-0.002136363636363603
hard0.7_max,0.075,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8834823515661525,0.12228260869565216,-0.013247282608695565,-0.013247282608695565,-0.005220911561264752
hard0.7_max,0.1,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.9017142857142857,0.08757142857142859,-0.0017142857142857792,0.8807649602618046,0.12771739130434784,-0.01596467391304346,-0.01596467391304346,-0.0072833762704686555
hard0.7_max,0.15,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8078181818181818,0.19236363636363638,-0.011454545454545384,0.8963571428571429,0.09828571428571427,-0.007071428571428617,0.8702350689574567,0.14877717391304346,-0.026494565217391353,-0.026494565217391353,-0.012436952992659511
hard0.7_max,0.2,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8049090909090908,0.1981818181818182,-0.014363636363636356,0.8917142857142857,0.10757142857142854,-0.011714285714285788,0.8807649602618046,0.12771739130434784,-0.01596467391304346,-0.01596467391304346,-0.011692467179559574
hard0.7_max,0.3,0.7862857142857143,0.19999999999999998,-0.012363636363636354,0.804,0.19999999999999998,-0.015272727272727105,0.8817142857142857,0.12757142857142856,-0.021714285714285797,0.8515530037400654,0.1861413043478261,-0.045176630434782705,-0.045176630434782705,-0.02363181994635799
hard0.7_max,0.4,0.7824675324675324,0.20763636363636362,-0.016181818181818186,0.804,0.19999999999999998,-0.015272727272727105,0.8784285714285716,0.13414285714285712,-0.02499999999999991,0.8515530037400654,0.1861413043478261,-0.045176630434782705,-0.045176630434782705,-0.025407793972331977
