METHOD,WEIGHT,dev_ADS,dev_FILE_EER,dev_DELTA,factorial_ADS,factorial_FILE_EER,factorial_DELTA,phone_ADS,phone_FILE_EER,phone_DELTA,yue_ADS,yue_FILE_EER,yue_DELTA,MIN_DELTA,MEAN_DELTA
raw_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
raw_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
raw_or,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,0.0,0.0
raw_or,0.075,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,2.7755575615628914e-17
raw_or,0.1,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0008936335403727236
raw_or,0.15,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.001633893280632459
raw_or,0.2,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.9099769167835436,0.06929347826086957,0.013247282608695565,-0.007636363636363552,0.002566690782044051
raw_or,0.3,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8087272727272727,0.19054545454545455,-0.010545454545454414,0.8996428571428572,0.0917142857142857,-0.003785714285714281,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.010545454545454414,0.001362921725014149
raw_or,0.4,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8975714285714287,0.09585714285714288,-0.005857142857142783,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.007636363636363552,0.002299610036702454
raw_max,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
raw_max,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
raw_max,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,0.0,0.0
raw_max,0.075,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0004237012987012845
raw_max,0.1,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.00025564652738568894
raw_max,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0009066205533597438
raw_max,0.2,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9017142857142857,0.08757142857142859,-0.0017142857142857792,0.9099769167835436,0.06929347826086957,0.013247282608695565,-0.00290909090909075,0.003110521950875217
raw_max,0.3,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8992857142857142,0.09242857142857143,-0.004142857142857226,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.007636363636363552,0.002000908738001128
raw_max,0.4,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8996428571428572,0.0917142857142857,-0.003785714285714281,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.007636363636363552,0.0020901944522868643
product_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
product_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
product_or,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
product_or,0.075,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.00021428571428575016
product_or,0.1,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,2.7755575615628914e-17
product_or,0.15,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.0004415584415584928
product_or,0.2,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,0.0003035714285714308
product_or,0.3,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,-0.0005178571428570977
product_or,0.4,0.8024675324675324,0.16763636363636364,0.0038181818181818317,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.8984285714285714,0.09414285714285715,-0.0050000000000001155,0.8967296341748481,0.09578804347826086,0.0,-0.006727272727272693,-0.001977272727272744
min_max,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.00094155844155841
min_max,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.00094155844155841
min_max,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
min_max,0.075,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0004237012987012845
min_max,0.1,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9042857142857144,0.08242857142857143,0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0005129870129869651
min_max,0.15,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,0.0003035714285714308
min_max,0.2,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8154545454545454,0.1770909090909091,-0.0038181818181817206,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.8967296341748481,0.09578804347826086,0.0,-0.0038181818181817206,7.629870129868821e-05
min_max,0.3,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8087272727272727,0.19054545454545455,-0.010545454545454414,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.010545454545454414,-0.0021233766233766105
min_max,0.4,0.7939220779220779,0.1847272727272727,-0.004727272727272691,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8984285714285714,0.09414285714285715,-0.0050000000000001155,0.8967296341748481,0.09578804347826086,0.0,-0.007636363636363552,-0.00434090909090909
logitgate0.25_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate0.25_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate0.25_or,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,0.0,0.0
logitgate0.25_or,0.075,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,2.7755575615628914e-17
logitgate0.25_or,0.1,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0006793478260870012
logitgate0.25_or,0.15,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9046428571428571,0.08171428571428571,0.0012142857142856123,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.00290909090909075,0.0019374647092038622
logitgate0.25_or,0.2,0.8053766233766233,0.16181818181818186,0.006727272727272693,0.8116363636363636,0.1847272727272727,-0.007636363636363552,0.8996428571428572,0.0917142857142857,-0.003785714285714281,0.899447025479196,0.09035326086956524,0.0027173913043478937,-0.007636363636363552,-0.0004943534726143117
logitgate0.25_or,0.3,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8087272727272727,0.19054545454545455,-0.010545454545454414,0.901357142857143,0.08828571428571426,-0.002071428571428502,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.010545454545454414,0.0027460386081310517
logitgate0.25_or,0.4,0.8062857142857143,0.16000000000000003,0.007636363636363663,0.8125454545454545,0.18290909090909088,-0.006727272727272693,0.8996428571428572,0.0917142857142857,-0.003785714285714281,0.9126943080878915,0.06385869565217389,0.01596467391304346,-0.006727272727272693,0.003272012634105037
logitgate0.5_or,0.01,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate0.5_or,0.025,0.7986493506493506,0.17527272727272727,0.0,0.8192727272727272,0.16945454545454547,0.0,0.9025714285714286,0.08585714285714287,-0.0008571428571428896,0.8967296341748481,0.09578804347826086,0.0,-0.0008571428571428896,-0.0002142857142857224
logitgate0.5_or,0.05,0.7986493506493506,0.17527272727272727,0.0,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,-0.0007272727272726875
logitgate0.5_or,0.075,0.8015584415584415,0.16945454545454547,0.002909090909090861,0.8163636363636364,0.17527272727272727,-0.00290909090909075,0.9034285714285715,0.08414285714285716,0.0,0.8967296341748481,0.09578804347826086,0.0,-0.00290909090909075,2.7755575615628914e-17
