DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.3123636363636364,0.3142857142857143,0.2457142857142857,0.7072467532467532
phone_factorial_1200_v1,clean,0.28242857142857136,0.31000000000000005,0.355,0.6902857142857143
yue_cross_component_audit_v1,clean,0.281929347826087,0.26875000000000004,0.22580645161290325,0.7375433906030855
