DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.23054545454545455,0.2628571428571429,0.2457142857142857,0.7584415584415585
phone_factorial_1200_v1,clean,0.15585714285714286,0.275,0.07750000000000001,0.8438214285714285
yue_cross_component_audit_v1,clean,0.24456521739130432,0.37083333333333335,0.11290322580645162,0.7696797568957456
