DATASET,HEAD,TARGET,WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
dev,seed11,VOICE,0.1,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
dev,seed11,VOICE,0.15,400,400,350,350,0.21709090909090906,0.27428571428571424,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7817402597402597,0.9947428571428572,0.8030405194805195
dev,seed11,VOICE,0.2,400,400,350,350,0.21709090909090906,0.26857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.782883116883117,0.9947428571428572,0.8040690909090911
dev,seed11,MUSIC,0.0,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
dev,seed11,MUSIC,0.01,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
dev,seed11,MUSIC,0.025,400,400,350,350,0.21709090909090906,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7777402597402598,0.9947428571428572,0.7994405194805196
dev,seed11,MUSIC,0.05,400,400,350,350,0.21709090909090906,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7777402597402598,0.9947428571428572,0.7994405194805196
dev,seed11,MUSIC,0.075,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7760259740259741,0.9947428571428572,0.7978976623376625
dev,seed11,MUSIC,0.1,400,400,350,350,0.21709090909090906,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7760259740259741,0.9947428571428572,0.7978976623376625
dev,seed11,MUSIC,0.15,400,400,350,350,0.21709090909090906,0.2857142857142857,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7725974025974027,0.9947428571428572,0.7948119480519482
dev,seed11,MUSIC,0.2,400,400,350,350,0.21709090909090906,0.2857142857142857,0.2114285714285714,0.9962285714285715,0.993257142857143,0.770883116883117,0.9947428571428572,0.793269090909091
dev,seed11,ALL,0.0,400,400,350,350,0.21709090909090906,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7794545454545455,0.9947428571428572,0.8009833766233767
dev,seed11,ALL,0.01,400,400,350,350,0.2229090909090909,0.2857142857142857,0.18285714285714283,0.9962285714285715,0.993257142857143,0.7765454545454545,0.9947428571428572,0.7983651948051949
dev,seed11,ALL,0.025,400,400,350,350,0.22472727272727272,0.2857142857142857,0.1885714285714286,0.9962285714285715,0.993257142857143,0.773922077922078,0.9947428571428572,0.796004155844156
dev,seed11,ALL,0.05,400,400,350,350,0.21527272727272728,0.28,0.1885714285714286,0.9962285714285715,0.993257142857143,0.7797922077922078,0.9947428571428572,0.8012872727272727
dev,seed11,ALL,0.075,400,400,350,350,0.21527272727272728,0.2914285714285715,0.19428571428571428,0.9962285714285715,0.993257142857143,0.7757922077922077,0.9947428571428572,0.7976872727272727
dev,seed11,ALL,0.1,400,400,350,350,0.21527272727272728,0.2857142857142857,0.19428571428571428,0.9962285714285715,0.993257142857143,0.776935064935065,0.9947428571428572,0.7987158441558443
dev,seed11,ALL,0.15,400,400,350,350,0.21527272727272728,0.27428571428571424,0.20571428571428574,0.9962285714285715,0.993257142857143,0.7757922077922077,0.9947428571428572,0.7976872727272727
dev,seed11,ALL,0.2,400,400,350,350,0.20945454545454545,0.26857142857142857,0.2114285714285714,0.9962285714285715,0.993257142857143,0.7781298701298701,0.9947428571428572,0.7997911688311689
factorial,seed09,FILE,0.0,400,400,350,350,0.21709090909090906,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7851688311688312,0.9958571428571428,0.8062376623376624
factorial,seed09,FILE,0.01,400,400,350,350,0.22472727272727272,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7813506493506495,0.9958571428571428,0.8028012987012988
