WF,WV,MEAN_OVERALL_D,WORST_OVERALL_D,WORST_GROUP_D,MEAN_GROUP_D,WORST_COND_V_EER_D,MEAN_COND_V_EER_D
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.05,0.00041071428571426427,0.0,-0.006896551724137945,0.00019725621060437672,0.0,-0.0029166666666666646
0.0,0.1,-0.0005624999999999936,-0.003750000000000031,-0.006896551724137945,0.00022080088987764417,0.037500000000000006,0.00010416666666667254
0.0,0.15,0.000544642857142813,-0.003750000000000031,-0.013563218390804654,-8.769002595476391e-05,0.037500000000000006,-0.005312500000000012
0.0,0.2,0.002178571428571363,0.0,-0.013563218390804654,0.0011620318872821588,0.037500000000000006,-0.006979166666666675
0.0,0.25,0.002749999999999947,0.0,-0.013563218390804654,0.0017931034482758538,0.037500000000000006,-0.00864583333333334
0.0,0.3,0.0030000000000000304,0.0,-0.020344827586206926,0.0014936967000370764,0.037500000000000006,-0.010312500000000006
0.0,0.35,0.002714285714285697,0.0,-0.020344827586206926,0.0017695587690025937,0.037500000000000006,-0.008229166666666671
0.0,0.4,0.002553571428571405,0.0,-0.020344827586206926,0.0022575083426028936,0.037500000000000006,-0.007812500000000002
0.05,0.0,0.0016517504234895564,0.0009090909090908594,-0.01666666666666672,0.0012494044836260788,0.0,0.0
0.05,0.05,0.002062464709203876,0.0009090909090908594,-0.01666666666666672,0.0014466606942304591,0.0,-0.0029166666666666646
0.05,0.1,0.0010892504234895628,-0.0010326086956521374,-0.01666666666666672,0.0014702053735037265,0.037500000000000006,0.00010416666666667254
0.05,0.15,0.002196393280632425,-0.0010326086956521374,-0.013563218390804654,0.0011617144576713256,0.037500000000000006,-0.005312500000000012
0.05,0.2,0.003830321852060975,0.0027173913043478937,-0.013563218390804654,0.0024114363709082484,0.037500000000000006,-0.006979166666666675
0.05,0.25,0.004401750423489559,0.0027173913043478937,-0.013563218390804654,0.003042507931901947,0.037500000000000006,-0.00864583333333334
0.05,0.3,0.0046517504234895035,0.0027173913043478937,-0.020344827586206926,0.002743101183663166,0.037500000000000006,-0.010312500000000006
0.05,0.35,0.004366036137775253,0.0027173913043478937,-0.020344827586206926,0.0030189632526286866,0.037500000000000006,-0.008229166666666671
0.05,0.4,0.004205321852060989,0.0027173913043478937,-0.020344827586206926,0.0035069128262289868,0.037500000000000006,-0.007812500000000002
0.1,0.0,0.0007735036702428422,-0.0038181818181817206,-0.01666666666666672,0.004796400187003268,0.0,0.0
0.1,0.05,0.0011842179559571064,-0.0026753246753246085,-0.01666666666666672,0.004993656397607645,0.0,-0.0029166666666666646
0.1,0.1,0.0002110036702428486,-0.0038181818181817206,-0.01666666666666672,0.005017201076880912,0.037500000000000006,0.00010416666666667254
0.1,0.15,0.0013181465273856552,-0.0015324675324674963,-0.012666666666666715,0.004708710161048511,0.037500000000000006,-0.005312500000000012
0.1,0.2,0.0029520750988142053,-0.0003896103896103842,-0.008666666666666711,0.005958432074285433,0.037500000000000006,-0.006979166666666675
0.1,0.25,0.003523503670242789,-0.0003896103896103842,-0.008666666666666711,0.006589503635279132,0.037500000000000006,-0.00864583333333334
0.1,0.3,0.0037735036702427893,0.000753246753246728,-0.01478927203065139,0.006290096887040351,0.037500000000000006,-0.010312500000000006
0.1,0.35,0.003487789384528539,-0.0015324675324674963,-0.01478927203065139,0.006565958956005858,0.037500000000000006,-0.008229166666666671
0.1,0.4,0.0033270750988142195,-0.0015324675324674963,-0.01478927203065139,0.007053908529606158,0.037500000000000006,-0.007812500000000002
0.15,0.0,0.000522727272727258,-0.0038181818181817206,-0.0033333333333332993,0.005577734366303793,0.0,0.0
0.15,0.05,0.0009334415584415778,-0.0026753246753246085,-0.007333333333333303,0.0057749905769081625,0.0,-0.0029166666666666646
0.15,0.1,-3.977272727273551e-05,-0.0038181818181817206,-0.007333333333333303,0.005798535256181433,0.037500000000000006,0.00010416666666667254
0.15,0.15,0.0010673701298701266,-0.003750000000000031,-0.008007662835249119,0.005490044340349029,0.037500000000000006,-0.005312500000000012
0.15,0.2,0.0027012987012986767,-0.0003896103896103842,-0.008007662835249119,0.0067397662535859555,0.037500000000000006,-0.006979166666666675
0.15,0.25,0.0032727272727272605,-0.0003896103896103842,-0.008007662835249119,0.007370837814579654,0.037500000000000006,-0.00864583333333334
0.15,0.3,0.003522727272727205,0.0,-0.01478927203065139,0.007071431066340869,0.037500000000000006,-0.010312500000000006
0.15,0.35,0.003237012987012955,-0.0015324675324674963,-0.01478927203065139,0.007347293135306393,0.037500000000000006,-0.008229166666666671
0.15,0.4,0.003076298701298691,-0.0015324675324674963,-0.01478927203065139,0.00783524270890669,0.037500000000000006,-0.007812500000000002
0.2,0.0,0.002674477696216815,-0.0029090909090909722,-0.016666666666666607,0.0063682461764509495,0.0,0.0
0.2,0.05,0.003085191981931079,-0.00176623376623386,-0.02066666666666661,0.006565502387055323,0.0,-0.0029166666666666646
0.2,0.1,0.0021119776962168213,-0.0029090909090909722,-0.02066666666666661,0.00658904706632859,0.037500000000000006,0.00010416666666667254
0.2,0.15,0.003219120553359628,-0.0010326086956521374,-0.021333333333333315,0.006280556150496189,0.037500000000000006,-0.005312500000000012
0.2,0.2,0.004853049124788206,0.0005194805194803642,-0.021333333333333315,0.007530278063733115,0.037500000000000006,-0.006979166666666675
0.2,0.25,0.005424477696216762,0.0005194805194803642,-0.021333333333333315,0.008161349624726814,0.037500000000000006,-0.00864583333333334
0.2,0.3,0.005674477696216845,0.0016623376623376984,-0.021333333333333315,0.007861942876488025,0.037500000000000006,-0.010312500000000006
0.2,0.35,0.005388763410502512,-0.0006233766233767479,-0.021333333333333315,0.008137804945453554,0.037500000000000006,-0.008229166666666671
0.2,0.4,0.00522804912478822,-0.0006233766233767479,-0.021333333333333315,0.00862575451905385,0.037500000000000006,-0.007812500000000002
0.25,0.0,0.005328698475437599,0.0027173913043478937,-0.016666666666666607,0.009390974794819802,0.0,0.0
