EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,1.2365452259778977,0.7559456362090291,0.8023588048855906,0.7095324675324675
1,0.6117712659140427,0.7793466810966811,0.814329725829726,0.7443636363636363
2,0.41992450803518294,0.7731040313852814,0.8231171536796538,0.723090909090909
3,0.3020898872986436,0.7854531733147805,0.8284388141620286,0.7424675324675325
4,0.2539354904554784,0.7798400909606267,0.8198879741290456,0.7397922077922077
5,0.21066524252916377,0.7693959364048649,0.8181944702123273,0.7205974025974026
6,0.19135801503434777,0.7766125541125541,0.8208614718614718,0.7323636363636363
7,0.16148858388575416,0.776162968975469,0.8245077561327561,0.7278181818181818
8,0.14876596458877125,0.7768959492888063,0.8198698206555349,0.7339220779220779
9,0.12931389700000484,0.7629245516388374,0.819147804576376,0.7067012987012987
10,0.12062108456157147,0.7654512407235622,0.8191362476808906,0.7117662337662338
11,0.12040524516875545,0.7683546884662957,0.8220600262832407,0.7146493506493506
12,0.11428154747312268,0.7666960807050093,0.8171583951762523,0.7162337662337662
13,0.11208890724616746,0.7852847930839002,0.8202838718820862,0.7502857142857143
14,0.09160664299658189,0.7706458913110699,0.8123307436611008,0.728961038961039
15,0.08714540553434441,0.7739471822820037,0.8174008580705009,0.7304935064935065
16,0.08848406247949848,0.7757575564316637,0.8215930349412494,0.7299220779220779
17,0.07565320326636235,0.7705051471346114,0.8168025020614306,0.7242077922077923
18,0.07196166422994187,0.7728143874974231,0.8145638399299113,0.7310649350649351
