EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5383914155562719,0.48847061875462533,0.04992079780607795,0.7286215277777778,0.7881001984126984,0.6691428571428572
1,0.28214548008640605,0.2243251889149348,0.05782029098497393,0.7522761994949494,0.8015134379509378,0.7030389610389611
2,0.2049353809741636,0.1563012243186434,0.04863415651120401,0.7588683712121213,0.7973731060606061,0.7203636363636364
3,0.16879966216286024,0.12470408377982677,0.0440955783589355,0.7521680345117845,0.8079984066859066,0.6963376623376623
4,0.13871377045630168,0.1043467218237929,0.034367048697108354,0.7486338383838383,0.7965144300144299,0.7007532467532468
5,0.12211095440465336,0.08927719958514596,0.03283375457192354,0.7577174873737373,0.8137466630591631,0.7016883116883117
6,0.11890260013906906,0.08555944576362769,0.03334315431708698,0.7504661195286195,0.800724446849447,0.7002077922077922
7,0.10816502888128161,0.07863742597447708,0.029527603249238987,0.7291484638047139,0.7905047198172198,0.6677922077922078
8,0.09086618935031583,0.06648823638545583,0.024377952812807517,0.7437844065656566,0.811361020923521,0.6762077922077921
9,0.09691515880419563,0.06907721580766762,0.0278379430206923,0.7448788930976431,0.7967967472342473,0.692961038961039
10,0.08026440111276073,0.05856356561385716,0.021700835674261877,0.7591639309764311,0.8090031866281867,0.7093246753246754
11,0.08949035777035169,0.06441564940878501,0.02507470821233081,0.7607847222222222,0.8044265873015872,0.7171428571428571
12,0.0775691534364596,0.05617570751889919,0.02139344583182113,0.7348162878787879,0.8012689393939395,0.6683636363636364
13,0.07746505843801424,0.055078392287056584,0.022386666038249434,0.765561553030303,0.813071158008658,0.718051948051948
14,0.06580287935658513,0.047512465885064255,0.01829041339171284,0.7713009259259259,0.8151732804232804,0.7274285714285714
15,0.07192415604829633,0.05366110586320671,0.01826305022198532,0.7625956439393939,0.8204380411255411,0.7047532467532468
16,0.054298590706903876,0.04112819923106387,0.013170391528923794,0.7398396464646466,0.8038351370851373,0.6758441558441559
17,0.06435023472073953,0.04843768063389386,0.015912554122100915,0.7405205176767676,0.8082618145743146,0.6727792207792207
18,0.06325402826691667,0.046044394598032036,0.017209633769028527,0.7375653409090909,0.800429383116883,0.6747012987012987
19,0.05607811396879454,0.04119016668895104,0.014887947227258015,0.7506177398989899,0.8067419733044733,0.6944935064935065
20,0.06044195966050029,0.04510048460708155,0.015341475145506536,0.7533569023569024,0.8097527657527658,0.696961038961039
21,0.05025083609871217,0.03766663565932928,0.012584200434274542,0.7539946338383838,0.8167425144300146,0.6912467532467532
22,0.056893281865050084,0.04184269478754141,0.015050587325785608,0.7567989267676767,0.8115199314574314,0.7020779220779221
23,0.05361177032988053,0.03909947366215056,0.014512296741054868,0.7498892045454546,0.801700487012987,0.6980779220779221
24,0.04831217932115154,0.036410115080002775,0.01190206420290751,0.7569525462962963,0.8087622354497355,0.7051428571428571
