EPOCH,LOSS,SELECTION,MEAN_EER,WORST_EER
1,0.6542440712451935,0.497485119047619,0.4850297619047618,0.52
2,0.5947925537824631,0.5204251700680271,0.4391496598639456,0.52
3,0.5429717390537262,0.5518792517006803,0.4024914965986395,0.49375
4,0.5080701291561127,0.5527721088435376,0.40195578231292517,0.4925
5,0.48297528517246247,0.5525170068027212,0.4012159863945578,0.49374999999999997
6,0.4661636115312576,0.5583248299319729,0.3896003401360543,0.49374999999999997
7,0.4444351632595062,0.5678571428571428,0.3724107142857142,0.491875
8,0.4411736512184143,0.5723044217687074,0.3641411564625851,0.49124999999999996
9,0.43397354292869567,0.5641751700680272,0.3785246598639455,0.493125
10,0.4276414499282837,0.5635459183673469,0.3797831632653061,0.493125
11,0.4189438892602921,0.5810034013605443,0.3467431972789115,0.49124999999999996
12,0.412906689286232,0.5713180272108843,0.3648639455782313,0.49250000000000005
13,0.4072100554704666,0.5743622448979592,0.35752551020408163,0.49375
14,0.40853175938129427,0.5709863945578232,0.3642772108843538,0.49374999999999997
15,0.4055493017435074,0.5730357142857143,0.36080357142857133,0.493125
16,0.3974030227661133,0.5748044217687076,0.35664115646258504,0.49374999999999997
17,0.38641270744800565,0.5790136054421768,0.3494727891156463,0.4925
18,0.39062782484292985,0.5758843537414966,0.35385629251700684,0.494375
19,0.3887223044037819,0.5792687074829932,0.34708758503401366,0.494375
20,0.3896799348592758,0.5821343537414966,0.34510629251700686,0.490625
21,0.38240913873910903,0.5779081632653061,0.3529336734693877,0.49124999999999996
22,0.3847684193849564,0.579030612244898,0.3481887755102041,0.49374999999999997
23,0.39284737288951876,0.5839030612244898,0.3396938775510204,0.4925
24,0.38382790225744245,0.5807397959183673,0.34664540816326533,0.491875
25,0.37848364341259005,0.5826275510204082,0.34411989795918363,0.490625
26,0.3773776866197586,0.5743622448979591,0.3569005102040816,0.494375
27,0.37958190774917605,0.5828826530612246,0.34298469387755104,0.49125
28,0.36940064299106595,0.5766071428571429,0.35428571428571426,0.49250000000000005
29,0.3760960477590561,0.5799914965986395,0.3475170068027211,0.4925
30,0.3748620392680168,0.5790306122448979,0.34881377551020404,0.49312500000000004
31,0.3769185650348663,0.580374149659864,0.3467517006802721,0.49250000000000005
32,0.3724144649505615,0.5855952380952382,0.3375595238095238,0.49125
33,0.3656058766245842,0.5800170068027211,0.3487159863945578,0.49124999999999996
34,0.3710706963539124,0.5828316326530611,0.34308673469387757,0.49125
35,0.37329694879055025,0.584812925170068,0.34162414965986393,0.48875
36,0.37371733397245405,0.5852891156462585,0.338171768707483,0.49125
37,0.36605706334114074,0.5776445578231293,0.35221088435374154,0.4925
38,0.36665492045879367,0.5840561224489795,0.34188775510204084,0.49
39,0.37285287833213804,0.5831462585034013,0.33933248299319724,0.494375
40,0.36786300474405287,0.5830357142857143,0.34267857142857144,0.49124999999999996
41,0.3696779351234436,0.5823639455782312,0.3452721088435374,0.49
42,0.36306966859102247,0.5860714285714286,0.33598214285714284,0.491875
43,0.3683119546175003,0.581734693877551,0.34653061224489795,0.49
44,0.3608549270629883,0.5853571428571429,0.3386607142857142,0.490625
45,0.3655948405265808,0.5818792517006803,0.3437414965986395,0.4925
46,0.35934684550762175,0.5790986394557823,0.34930272108843535,0.49250000000000005
47,0.3629071749448776,0.5792261904761904,0.35092261904761907,0.49062500000000003
48,0.36593536514043806,0.5797023809523809,0.348720238095238,0.491875
49,0.3642231816649437,0.5808248299319727,0.34647534013605447,0.491875
50,0.36447904151678084,0.5814030612244898,0.3465688775510204,0.49062500000000003
51,0.35852568125724793,0.5787159863945579,0.35131802721088434,0.49125
52,0.36225137758255005,0.5849489795918368,0.33822704081632654,0.491875
53,0.3601560052633285,0.5860629251700681,0.336624149659864,0.49125
54,0.3605866641998291,0.5805357142857144,0.3476785714285714,0.49124999999999996
