DATASET,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
factorial_eval_1200_v2,1200,1200,1050,1050,0.25587878787878787,0.32571428571428573,0.23428571428571432,0.9843365079365081,0.9827428571428571,0.7366320346320347,0.9835396825396826,0.7613227994227996
phone_factorial_1200_v1,1200,1200,800,800,0.16414285714285715,0.265,0.135,0.99943125,0.99773125,0.8244285714285715,0.99858125,0.8418438392857144
yue_cross_component_audit_v1,124,124,108,124,0.1861413043478261,0.2875,0.14516129032258063,0.9513888888888888,,0.8058809607293128,,
suno_vocals_v1,13,13,13,13,,,,,,,,
