EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
-1,,,,0.7685940656565656,0.8156816378066378,0.7215064935064934
0,0.23900685298070312,0.17113411686569452,0.06787273564781936,0.7674636994949495,0.8273170093795095,0.7076103896103896
1,0.14579987647136053,0.10340057909085106,0.042399297180692276,0.761023042929293,0.8289292027417029,0.6931168831168831
2,0.10776907406840473,0.07536340341437608,0.03240567073965212,0.7649902146464647,0.8309674422799423,0.6990129870129871
3,0.0848293818163996,0.05805693112375836,0.026772450555585844,0.7668378577441077,0.8319874037999039,0.7016883116883117
4,0.07619610120891593,0.05227647845540196,0.023919622628260945,0.7778672138047138,0.8387993626743627,0.7169350649350649
5,0.06878739395124528,0.04641252390497053,0.02237486992405142,0.7694753787878787,0.8347429653679653,0.7042077922077923
6,0.05976809677920149,0.0408675086456351,0.018900588168894027,0.7670066287878787,0.8320911796536796,0.701922077922078
7,0.04612600398657378,0.03250985756533919,0.013616146476822934,0.7767945075757576,0.8371734307359308,0.7164155844155844
8,0.04579572594877876,0.03194436620971343,0.013851359702758031,0.7754258207070707,0.8348776154401154,0.7159740259740259
9,0.04743829106364865,0.032579099963011685,0.014859191219339152,0.7749185606060607,0.8342267316017317,0.7156103896103896
10,0.042744252748845614,0.030324266190368994,0.012419986786345224,0.7833645833333334,0.8393005952380953,0.7274285714285713
11,0.03640811080962885,0.02511925614786257,0.011288854657362634,0.7845899621212121,0.8404007034632035,0.7287792207792207
12,0.038576847366872245,0.026344528211455328,0.012232319110627879,0.7864043560606061,0.841561958874459,0.7312467532467533
13,0.03945654151398533,0.027298495720717863,0.012158045822211423,0.7921292087542089,0.8406480278980281,0.7436103896103896
14,0.03601548405664896,0.0251680363477426,0.01084744773305646,0.7845726010101011,0.8375088383838384,0.7316363636363636
15,0.033036650600561795,0.02332263390076696,0.009714016788837971,0.7800233585858586,0.8374233405483406,0.7226233766233766
16,0.03507589743831583,0.024472695498470177,0.010603201961287615,0.7843154461279462,0.8410464766714768,0.7275844155844156
17,0.03015796052135799,0.022503455534994523,0.007654504965329688,0.7771137415824916,0.8361495610870612,0.7180779220779221
18,0.027794772648630898,0.020203453501152883,0.00759131917109383,0.7771407828282828,0.8363854617604618,0.7178961038961039
19,0.027492394697716614,0.019520832412706416,0.0079715623051703,0.7863677398989899,0.8393848304473305,0.7333506493506494
20,0.029072952367855273,0.0220305206526585,0.007042431686231922,0.792167824074074,0.8403356481481481,0.744
21,0.030438846963969507,0.021520308967167997,0.00891853800465611,0.7813409090909091,0.8390974025974026,0.7235844155844156
22,0.03287321307083524,0.023619527097172976,0.009253685961364184,0.7854765361952862,0.8381738516113516,0.7327792207792208
23,0.02481052210109677,0.01790684232704128,0.006903679807610949,0.7862585227272727,0.841270292207792,0.7312467532467533
24,0.02579795387840568,0.019387369577840825,0.006410584194674193,0.771074494949495,0.832045093795094,0.7101038961038961
25,0.025985913790471386,0.01935803522167407,0.006627878565086094,0.7709917929292929,0.8334381313131313,0.7085454545454546
26,0.02181765064933764,0.015915022682097817,0.005902628018217887,0.7833090277777779,0.8357609126984128,0.7308571428571429
27,0.024623140452946245,0.018383559458235443,0.006239580910945708,0.7837400042087543,0.836804683742184,0.7306753246753247
28,0.022739279523859294,0.016667299276075936,0.006071980298072442,0.7655378787878788,0.8314393939393939,0.6996363636363636
29,0.02188111162368538,0.015510999380027594,0.006370112240028535,0.7794456018518519,0.8366054894179894,0.7222857142857142
30,0.022023549301889035,0.01609108393043607,0.005932465408099491,0.7816967592592592,0.8376792328042328,0.7257142857142856
