EPOCH,LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER
1,0.4645475377427771,0.6226360544217687,0.31660289115646256,0.438125
2,0.3092019840123806,0.6892517006802722,0.2646215986394558,0.35687499999999994
3,0.2199153535543604,0.6963945578231292,0.26283588435374144,0.344375
4,0.1652348818297082,0.7262096088435375,0.2375807823129252,0.31000000000000005
5,0.1280607482061741,0.7360778061224489,0.23355867346938775,0.2942857142857143
6,0.10460390697451348,0.7448596938775509,0.22456632653061223,0.2857142857142857
7,0.0773612869943076,0.7393941326530613,0.21835459183673467,0.3028571428571428
8,0.07678245961111277,0.7571130952380951,0.20577380952380953,0.28
9,0.07077984951753566,0.7395599489795919,0.20659438775510203,0.3142857142857143
10,0.061828006138192844,0.7549872448979592,0.19859693877551018,0.2914285714285715
11,0.05681197438389063,0.7579698129251702,0.1983460884353741,0.2857142857142857
12,0.050741519352936366,0.7646215986394558,0.18504251700680271,0.2857142857142857
13,0.04773182804359401,0.7662585034013606,0.1817687074829932,0.2857142857142857
14,0.04511478041952595,0.7643516156462586,0.1970110544217687,0.27428571428571424
15,0.045245954880807945,0.7677423469387755,0.19451530612244897,0.27
16,0.04166860531698516,0.7775722789115647,0.17628401360544219,0.26857142857142857
17,0.03585620927921635,0.7668686224489796,0.1805484693877551,0.2857142857142857
18,0.034350582299397345,0.7770748299319727,0.18251700680272107,0.2633333333333333
19,0.03694941029150752,0.7578231292517007,0.1872108843537415,0.29714285714285715
20,0.03512913630680835,0.7664583333333332,0.18708333333333335,0.28
21,0.031059111661693835,0.7821386054421768,0.17857993197278907,0.2571428571428571
22,0.027552795467620836,0.7775425170068027,0.17634353741496597,0.26857142857142857
23,0.02555796701926738,0.7934906462585034,0.1673044217687075,0.2457142857142857
24,0.02745460942040812,0.7729528061224491,0.17980867346938775,0.27428571428571424
25,0.024811770177466122,0.7611479591836734,0.18627551020408165,0.2914285714285715
26,0.0281447042176064,0.7757057823129252,0.1743027210884354,0.27428571428571424
27,0.022163382369747506,0.7699766156462585,0.1857610544217687,0.27428571428571424
28,0.02550650795703714,0.7784204931972789,0.1745875850340136,0.26857142857142857
29,0.01907228662364898,0.7749766156462585,0.17576105442176873,0.27428571428571424
30,0.02167473668901329,0.7787925170068029,0.173843537414966,0.26857142857142857
31,0.019142726810272546,0.7809268707482993,0.17528911564625851,0.2628571428571429
32,0.018174152525310266,0.7901445578231292,0.16256802721088434,0.2571428571428571
33,0.02108254084893641,0.7867602040816326,0.16362244897959186,0.2628571428571429
