axis,group,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
DATASET,asvspoof_voice_wav_dev_v1,176,176,176,0,0.21020671834625326,0.2556847545219638,,,,,,
DATASET,codec_mixed_dev_v4,600,600,600,600,0.2466666666666667,0.27,0.21333333333333337,,,0.7586666666666666,,
DATASET,echoes_fma_paired_v3,111,111,0,111,0.09009740259740262,,0.05405844155844157,,,,,
DATASET,external_mixed_v1,400,400,400,400,0.14166666666666666,0.18500000000000003,0.09999999999999999,,,0.8621666666666667,,
DATASET,external_mixed_v1_telephone_v1,400,400,400,400,0.14166666666666666,0.16000000000000003,0.13,,,0.8581666666666667,,
DATASET,factorial_eval_1200_v2,400,400,350,350,0.19236363636363638,0.2571428571428571,0.1657142857142857,0.9949714285714286,0.9992,0.8026753246753247,0.9970857142857144,0.8221163636363636
DATASET,mixfake_music_dev_v1,1600,1600,1600,1600,0.12749999999999997,0.17000000000000004,0.125,,,0.8647500000000001,,
DATASET,multigen_voice_v2,90,90,90,0,0.06666666666666665,0.125,,,,,,
DATASET,source_disjoint_mixed_v1,200,200,200,200,0.24,0.27,0.12,,,0.79,,
DATASET,source_disjoint_mixed_v1_telephone_v1,200,200,200,200,0.31999999999999995,0.28,0.18999999999999997,,,0.727,,
DATASET,source_disjoint_music_v1,400,400,0,400,0.04500000000000002,,0.05500000000000002,,,,,
CHANNEL_V57,clean,120,120,120,120,0.1611111111111111,0.2333333333333333,0.06666666666666665,,,0.8527777777777779,,
CHANNEL_V57,clean_flac,66,66,58,58,0.20869565217391303,0.2068965517241379,0.20714285714285713,0.9870689655172413,1.0,0.7921300064253588,0.9935344827586207,0.8122704540586849
CHANNEL_V57,common_flac16k,511,511,0,511,0.06262254901960784,,0.054794730392156876,,,,,
CHANNEL_V57,flac16k,600,600,600,600,0.18555555555555553,0.19999999999999998,0.10666666666666669,,,0.8352222222222223,,
CHANNEL_V57,g711_ulaw,120,120,120,120,0.19999999999999998,0.2833333333333333,0.15000000000000002,,,0.7983333333333333,,
CHANNEL_V57,g722_wb,120,120,120,120,0.1611111111111111,0.2666666666666667,0.09999999999999999,,,0.8361111111111111,,
CHANNEL_V57,mp3_64k,67,67,58,59,0.18219461697722567,0.2068965517241379,0.13563218390804596,1.0,1.0,0.8268337259941457,1.0,0.8441503533947311
CHANNEL_V57,noisy_flac,66,66,58,58,0.1492063492063492,0.1724137931034483,0.10357142857142855,0.9849137931034483,1.0,0.8598426382047071,0.9924568965517242,0.8731040640394089
CHANNEL_V57,ogg_48k,67,67,59,58,0.23861283643892336,0.339080459770115,0.06904761904761902,1.0,1.0,0.7921632041122297,1.0,0.8129468837010068
CHANNEL_V57,opus_nb_8k,120,120,120,120,0.33333333333333337,0.2666666666666667,0.31666666666666665,,,0.6849999999999999,,
CHANNEL_V57,stereo_wav,67,67,59,58,0.22474747474747475,0.30517241379310345,0.20714285714285716,1.0,1.0,0.7644489227247848,1.0,0.7880040304523064
CHANNEL_V57,telephone8k,600,600,600,600,0.19444444444444448,0.19999999999999998,0.16000000000000003,,,0.8147777777777778,,
CHANNEL_V57,telephone_flac,67,67,58,59,0.19574468085106386,0.24137931034482762,0.1359447004608295,1.0,1.0,0.8130683873672536,1.0,0.8317615486305282
CHANNEL_V57,transcode_g711_opus,120,120,120,120,0.30000000000000004,0.25,0.3666666666666667,,,0.69,,
CHANNEL_V57,unknown,90,90,90,0,0.06666666666666665,0.125,,,,,,
CHANNEL_V57,wav,176,176,176,0,0.21020671834625326,0.2556847545219638,,,,,,
