ALPHA,SEED,SELECTION,pure_source_disjoint,mixed_source_disjoint
0.01,20260902,0.99990625,1.0,0.999875
0.01,20260903,0.999909375,1.0,0.9998791666666667
0.01,20260904,0.99989375,1.0,0.9998583333333333
0.003,20260902,0.9999031250000001,1.0,0.9998708333333334
0.003,20260903,0.9999156250000001,1.0,0.9998875
0.003,20260904,0.9998968749999999,1.0,0.9998625
0.001,20260902,0.9999218750000001,1.0,0.9998958333333333
0.001,20260903,0.999909375,1.0,0.9998791666666667
0.001,20260904,0.99990625,1.0,0.999875
