MEMBER,DATASET,N,VOICE_EER,MUSIC_EER,FILE_EER,ADS
0,factorial_eval_1200_v2_holdout,400,0.19999999999999998,0.2114285714285714,0.19236363636363638,0.8003896103896104
0,phone_factorial_1200_v1,1200,0.17500000000000002,0.13249999999999998,0.14242857142857146,0.8540357142857142
0,yue_cross_component_audit_v1,124,0.25,0.08064516129032259,0.12228260869565216,0.8646651472650771
0,suno_vocals_v1,13,,,,
0,suno_vocals_codec_stress_v1,65,,,,
