EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,MEAN_FILE_EER,MEAN_MUSIC_EER
0,0.3045035077033169,0.7651530612244899,0.6877444083694084,0.6268831168831169,0.2650606060606061,0.16683673469387755
2,0.0750518024207629,0.7867219387755102,0.6845159331409332,0.6458888888888888,0.2753553391053391,0.16941326530612244
4,0.05572662991965472,0.7801275510204082,0.6984684343434343,0.6287272727272727,0.26912554112554116,0.15403061224489797
6,0.042081477135643856,0.7917091836734694,0.6966537698412698,0.6457142857142857,0.2682738095238095,0.14801020408163265
8,0.03632420308373791,0.776998299319728,0.705934613997114,0.6186493506493507,0.24783658008658005,0.14314625850340137
10,0.028078597889962663,0.7841921768707483,0.7056226551226551,0.6234025974025974,0.26005844155844154,0.13447278911564625
12,0.025819041760405524,0.812062074829932,0.714023088023088,0.6603333333333333,0.2492478354978355,0.13016156462585035
14,0.022835674469498565,0.810642006802721,0.7144349747474746,0.6478181818181817,0.2500995670995671,0.12728741496598642
16,0.024490252417286463,0.8097576530612245,0.7081353715728715,0.6461038961038961,0.2564090909090909,0.12334183673469389
18,0.016749365101537534,0.7850170068027211,0.7011126443001442,0.6384675324675324,0.26019805194805196,0.1385374149659864
20,0.014696578437018836,0.7905654761904761,0.7122483465608465,0.6491428571428571,0.24769841269841272,0.13886904761904764
22,0.011377315569855757,0.8134863945578231,0.7182685786435786,0.6471948051948052,0.2523593073593074,0.1101700680272109
24,0.009457254669277146,0.7974489795918367,0.7185654761904763,0.6451428571428571,0.24107142857142858,0.1193877551020408
26,0.013919126568648745,0.7896896258503401,0.7083117183742184,0.6384675324675324,0.2595829725829726,0.1291921768707483
28,0.006544505244901853,0.8120408163265306,0.7154476310726311,0.6693246753246753,0.2493448773448774,0.12448979591836735
30,0.00704681033709097,0.8212287414965986,0.7120654461279461,0.6365454545454545,0.25930447330447326,0.11182823129251702
32,0.004079327172230202,0.811611394557823,0.7154746572871572,0.6523896103896103,0.25379004329004334,0.1139200680272109
34,0.0033434345828096193,0.8046938775510205,0.7207609126984127,0.6428571428571429,0.24339285714285713,0.11632653061224489
36,0.002535158337431395,0.8315008503401361,0.7254784451659452,0.6756623376623376,0.2402597402597403,0.1084268707482993
38,0.0030238827322798235,0.8133078231292517,0.7180154220779219,0.6424675324675324,0.249245670995671,0.11052721088435376
40,0.002382891215298018,0.8011011904761904,0.7162743506493506,0.6418961038961039,0.2505551948051948,0.11779761904761907
42,0.0008476910199288851,0.807015306122449,0.7184638347763347,0.6413246753246753,0.2479361471861472,0.11168367346938776
44,0.0007531872574411341,0.7985204081632653,0.7152558321308321,0.6378961038961038,0.25128932178932184,0.11724489795918368
46,0.0006911622533014892,0.8020238095238095,0.7168521825396824,0.6445714285714286,0.24839285714285714,0.11595238095238096
48,0.0011536381089330683,0.8006632653061225,0.7149345238095238,0.6428571428571429,0.2521428571428571,0.1129591836734694
