EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,LOSS_COMPONENT,LOSS_FILE,LOSS_LOCAL,LOSS_PRESENCE,LOSS_GLOBAL_PRESENCE,LOSS_COMPONENT_CONSISTENCY,LOSS_CHANNEL_CONSISTENCY
95,0.050613194704055786,0.7882048611111111,0.8174097222222222,0.759,0.01252689678221941,0.013250553980469704,0.028087779879570007,0.1192418560385704,0.04368530958890915,0.004099355544894934,0.0031777224503457546
100,0.04649914801120758,0.7820462962962962,0.8162037037037037,0.7478888888888888,0.01151871308684349,0.01207653060555458,0.023181773722171783,0.1139942854642868,0.040317222476005554,0.0035345936194062233,0.003569406922906637
105,0.043176375329494476,0.7827621527777778,0.8175243055555557,0.748,0.009990080259740353,0.011319546960294247,0.02225683629512787,0.10878749191761017,0.03762791305780411,0.002796636428683996,0.00346873770467937
110,0.0395573154091835,0.7845763888888888,0.8171527777777777,0.752,0.008887283504009247,0.010534228757023811,0.018227234482765198,0.10371267795562744,0.03526138514280319,0.002841205568984151,0.0034582491498440504
115,0.03694453835487366,0.7807777777777778,0.8145555555555556,0.747,0.007684108801186085,0.010091830976307392,0.01771804876625538,0.09836602210998535,0.03353399783372879,0.0019002901390194893,0.003293481655418873
120,0.03488601744174957,0.7816215277777778,0.8139097222222222,0.7493333333333333,0.007339696399867535,0.009602331556379795,0.015194335952401161,0.09462226927280426,0.03168821334838867,0.0020531020127236843,0.0034431912936270237
125,0.032395683228969574,0.7739444444444444,0.8112222222222223,0.7366666666666666,0.006235477048903704,0.008908872492611408,0.014220403507351875,0.09052596986293793,0.030478497967123985,0.001521881902590394,0.0033279936760663986
130,0.03073187917470932,0.7799317129629629,0.814974537037037,0.7448888888888888,0.005847124382853508,0.008648937568068504,0.012797018513083458,0.08702262490987778,0.028717584908008575,0.0014293954009190202,0.0035225513856858015
135,0.02919531986117363,0.7724600694444445,0.8102534722222222,0.7346666666666667,0.005452090874314308,0.008467013016343117,0.011351218447089195,0.08316682279109955,0.027979295700788498,0.0013686665333807468,0.003567914944142103
140,0.02814536727964878,0.7745856481481481,0.8087268518518519,0.7404444444444445,0.00502548273652792,0.008576477877795696,0.012043378315865993,0.07887089997529984,0.02660110592842102,0.0010662582935765386,0.0033622230403125286
145,0.02656647562980652,0.7715208333333333,0.8107083333333334,0.7323333333333333,0.004611534997820854,0.007887282408773899,0.010571183636784554,0.07622817903757095,0.026228519156575203,0.0010686892783269286,0.003031111089512706
150,0.025540901347994804,0.7755052083333334,0.8113437500000001,0.7396666666666666,0.004250898025929928,0.007830602116882801,0.010158943012356758,0.07376640290021896,0.025133373215794563,0.0008208780200220644,0.00371655635535717
155,0.02459249272942543,0.770021412037037,0.8045983796296295,0.7354444444444445,0.0041115786880254745,0.007504081353545189,0.008999606594443321,0.0715169906616211,0.025009484961628914,0.0009487104834988713,0.0034556060563772917
160,0.023481475189328194,0.7693211805555555,0.8103090277777777,0.7283333333333334,0.003756520338356495,0.007638210896402597,0.007974986918270588,0.06876485049724579,0.02398250252008438,0.0007681793649680912,0.0034866202622652054
165,0.022313259541988373,0.7743038194444445,0.8099409722222223,0.7386666666666667,0.0033701693173497915,0.007394050247967243,0.00787606742233038,0.06544927507638931,0.02306436374783516,0.0005280068144202232,0.003565614577382803
170,0.021500609815120697,0.7745503472222222,0.8101006944444444,0.739,0.0033456836827099323,0.0070098284631967545,0.007321580313146114,0.06329505145549774,0.02216905914247036,0.0006096098222769797,0.0033119209110736847
175,0.020967671647667885,0.7716724537037037,0.8082337962962963,0.7351111111111112,0.003154588397592306,0.007102814968675375,0.0072568003088235855,0.060932815074920654,0.02205035835504532,0.0006379577098414302,0.0034066939260810614
180,0.019448908045887947,0.7737031249999999,0.8077395833333334,0.7396666666666666,0.0026217647828161716,0.006622254382818937,0.006083177402615547,0.05864325165748596,0.021324893459677696,0.0004222660500090569,0.003496825462207198
185,0.018845755606889725,0.7678802083333334,0.8087604166666669,0.727,0.0025300681591033936,0.0067354715429246426,0.005709357094019651,0.05593690648674965,0.02086717262864113,0.00031724112341180444,0.0035487995482981205
190,0.018165836110711098,0.7751921296296296,0.8088287037037037,0.7415555555555555,0.0023625469766557217,0.006502126809209585,0.005337503273040056,0.054351676255464554,0.02043399028480053,0.00037084612995386124,0.003249598667025566
195,0.017696024850010872,0.7677343750000001,0.8041354166666667,0.7313333333333334,0.002312346361577511,0.006461317650973797,0.0052979495376348495,0.05190110579133034,0.020289108157157898,0.0003925994969904423,0.003307534381747246
200,0.017414424568414688,0.7681666666666667,0.8059999999999999,0.7303333333333333,0.0022232169285416603,0.006453225389122963,0.005150883458554745,0.05159030854701996,0.01958884485065937,0.00034929963294416666,0.002798296045511961
205,0.016950782388448715,0.764421875,0.8001770833333333,0.7286666666666667,0.0021388765890151262,0.00656588701531291,0.004816439002752304,0.04907552897930145,0.019756825640797615,0.00023240604787133634,0.003369234036654234
210,0.0168220866471529,0.7651006944444445,0.8052013888888889,0.725,0.002277144230902195,0.0065880329348146915,0.004474685061722994,0.04817143455147743,0.019376926124095917,0.00037029667873866856,0.003480601590126753
215,0.0169402826577425,0.7725491898148147,0.8083206018518517,0.7367777777777778,0.0024593472480773926,0.006982253864407539,0.004914852790534496,0.04562650993466377,0.019447453320026398,0.00046750009641982615,0.003292246488854289
220,0.016937393695116043,0.7698385416666667,0.8006770833333334,0.739,0.0023787315003573895,0.006572728510946035,0.005563460290431976,0.04660840332508087,0.019267810508608818,0.00033933116355910897,0.0035026720724999905
