EPOCH,LOSS,SELECTION,MEAN_VOICE_EER,WORST_VOICE_EER,WORST_GENERATOR_EER
0,0.8172067771939671,0.6552413753201738,0.32036309523809525,0.42000000000000004,0.4235880398671096
2,0.42954018931178484,0.6868635335313507,0.2722916666666667,0.4,0.415016611295681
4,0.341444668962675,0.6863382316267032,0.2627857142857143,0.4228571428571428,0.4639867109634552
6,0.30142902451403003,0.7046878784181071,0.2499970238095238,0.37142857142857144,0.4639867109634552
8,0.2742986065499923,0.6904857010017642,0.2570238095238095,0.4285714285714286,0.4870431893687708
10,0.24989644240807085,0.6974132492122119,0.24933928571428568,0.41714285714285715,0.4666666666666667
12,0.2400025957647492,0.7045491926934059,0.24584523809523806,0.39428571428571424,0.466843853820598
14,0.21459892085369894,0.7009498833481443,0.2508630952380952,0.4057142857142857,0.46112956810631234
16,0.2056677803835448,0.7035893263828596,0.2400654761904762,0.4285714285714286,0.45
