axis,group,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
DATASET,asvspoof_voice_wav_dev_v1,176,176,176,0,0.07958656330749356,0.11369509043927647,,,,,,
DATASET,codec_mixed_dev_v4,600,600,600,600,0.23222222222222225,0.19333333333333336,0.21333333333333337,,,0.7812222222222223,,
DATASET,echoes_fma_paired_v3,111,111,0,111,0.12613636363636366,,0.10811688311688314,,,,,
DATASET,external_mixed_v1,400,400,400,400,0.19999999999999998,0.16000000000000003,0.15000000000000002,,,0.8230000000000001,,
DATASET,external_mixed_v1_telephone_v1,400,400,400,400,0.19999999999999998,0.17000000000000004,0.14,,,0.8240000000000001,,
DATASET,factorial_eval_1200_v2,400,400,350,350,0.24,0.32571428571428573,0.20571428571428574,0.9955428571428571,0.9929142857142857,0.7531428571428571,0.9942285714285715,0.7772514285714286
DATASET,mixfake_music_dev_v1,1600,1600,1600,1600,0.125,0.06625000000000002,0.18125000000000002,,,0.869875,,
DATASET,multigen_voice_v2,90,90,90,0,0.1333333333333333,0.2333333333333333,,,,,,
DATASET,source_disjoint_mixed_v1,200,200,200,200,0.19999999999999998,0.19999999999999998,0.12,,,0.8240000000000001,,
DATASET,source_disjoint_mixed_v1_telephone_v1,200,200,200,200,0.24,0.18999999999999997,0.21999999999999997,,,0.776,,
DATASET,source_disjoint_music_v1,400,400,0,400,0.04500000000000002,,0.04500000000000002,,,,,
CHANNEL_V57,clean,120,120,120,120,0.1333333333333333,0.16666666666666663,0.09999999999999999,,,0.8700000000000001,,
CHANNEL_V57,clean_flac,66,66,58,58,0.2554347826086957,0.3793103448275862,0.24166666666666664,1.0,0.9956896551724138,0.7239205397301349,0.9978448275862069,0.7513129685157421
CHANNEL_V57,common_flac16k,511,511,0,511,0.06653645833333333,,0.054794730392156876,,,,,
CHANNEL_V57,flac16k,600,600,600,600,0.19999999999999998,0.17666666666666664,0.13,,,0.8256666666666667,,
CHANNEL_V57,g711_ulaw,120,120,120,120,0.2333333333333333,0.16666666666666663,0.18333333333333335,,,0.795,,
CHANNEL_V57,g722_wb,120,120,120,120,0.1388888888888889,0.15000000000000002,0.11666666666666668,,,0.8655555555555556,,
CHANNEL_V57,mp3_64k,67,67,58,59,0.24948240165631472,0.27586206896551724,0.16954022988505746,0.9923371647509578,1.0,0.769224316413222,0.9961685823754789,0.7919187430094476
CHANNEL_V57,noisy_flac,66,66,58,58,0.2873015873015873,0.31034482758620685,0.17261904761904762,0.9913793103448276,1.0,0.7424945265462507,0.9956896551724138,0.767814039408867
CHANNEL_V57,ogg_48k,67,67,59,58,0.23861283643892336,0.37298850574712644,0.20714285714285716,1.0,1.0,0.7439530234882559,1.0,0.7695577211394303
CHANNEL_V57,opus_nb_8k,120,120,120,120,0.2944444444444444,0.16666666666666663,0.31666666666666665,,,0.7244444444444444,,
CHANNEL_V57,stereo_wav,67,67,59,58,0.22474747474747475,0.30517241379310345,0.20714285714285716,0.9957627118644068,1.0,0.7644489227247848,0.9978813559322034,0.7877921660455267
CHANNEL_V57,telephone8k,600,600,600,600,0.21999999999999997,0.18333333333333335,0.17333333333333334,,,0.8013333333333333,,
CHANNEL_V57,telephone_flac,67,67,58,59,0.2526595744680851,0.31034482758620685,0.18605990783410142,1.0,0.9957627118644068,0.7557832748984857,0.9978813559322034,0.7799930830018574
CHANNEL_V57,transcode_g711_opus,120,120,120,120,0.33333333333333337,0.21666666666666667,0.2666666666666667,,,0.71,,
CHANNEL_V57,unknown,90,90,90,0,0.1333333333333333,0.2333333333333333,,,,,,
