axis,group,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
DATASET,asvspoof_voice_wav_dev_v1,176,176,176,0,0.1760981912144703,0.18746770025839793,,,,,,
DATASET,codec_mixed_dev_v4,600,600,600,600,0.3866666666666667,0.2666666666666667,0.37,,,0.6423333333333333,,
DATASET,echoes_fma_paired_v3,111,111,0,111,0.23425324675324674,,0.23425324675324674,,,,,
DATASET,external_mixed_v1,400,400,400,400,0.20999999999999996,0.18000000000000002,0.19499999999999998,,,0.8005,,
DATASET,external_mixed_v1_telephone_v1,400,400,400,400,0.24,0.17500000000000002,0.235,,,0.7745,,
DATASET,factorial_eval_1200_v2,400,400,350,350,0.2781818181818182,0.32571428571428573,0.29714285714285715,0.9765142857142857,0.9969714285714286,0.7066233766233766,0.9867428571428571,0.7346353246753247
DATASET,mixfake_music_dev_v1,1600,1600,1600,1600,0.22750000000000004,0.13,0.32625000000000004,,,0.762375,,
DATASET,multigen_voice_v2,90,90,90,0,0.19166666666666668,0.19999999999999998,,,,,,
DATASET,source_disjoint_mixed_v1,200,200,200,200,0.24,0.27,0.19999999999999998,,,0.766,,
DATASET,source_disjoint_mixed_v1_telephone_v1,200,200,200,200,0.26,0.27,0.26,,,0.738,,
DATASET,source_disjoint_music_v1,400,400,0,400,0.06999999999999998,,0.060000000000000026,,,,,
CHANNEL_V57,clean,120,120,120,120,0.33333333333333337,0.2833333333333333,0.2666666666666667,,,0.6966666666666667,,
CHANNEL_V57,clean_flac,66,66,58,58,0.3021739130434783,0.4137931034482759,0.39642857142857146,1.0,1.0,0.6472258513600342,1.0,0.6825032662240308
CHANNEL_V57,common_flac16k,511,511,0,511,0.14090073529411767,,0.1213311887254902,,,,,
CHANNEL_V57,flac16k,600,600,600,600,0.21999999999999997,0.18999999999999997,0.19999999999999998,,,0.792,,
CHANNEL_V57,g711_ulaw,120,120,120,120,0.4,0.25,0.3666666666666667,,,0.64,,
CHANNEL_V57,g722_wb,120,120,120,120,0.3666666666666667,0.2833333333333333,0.31666666666666665,,,0.6649999999999999,,
CHANNEL_V57,mp3_64k,67,67,58,59,0.19306418219461696,0.31034482758620685,0.271264367816092,0.9846743295019157,1.0,0.7600196330406226,0.9923371647509578,0.7832513862116561
CHANNEL_V57,noisy_flac,66,66,58,58,0.33333333333333337,0.24137931034482762,0.24166666666666667,0.978448275862069,1.0,0.7125574712643679,0.9892241379310345,0.7402241379310346
CHANNEL_V57,ogg_48k,67,67,59,58,0.2841614906832298,0.40689655172413797,0.17261904761904762,0.9703389830508474,1.0,0.7247542300278432,0.9851694915254237,0.7507957561776013
CHANNEL_V57,opus_nb_8k,120,120,120,120,0.4,0.25,0.4666666666666667,,,0.61,,
CHANNEL_V57,stereo_wav,67,67,59,58,0.3257575757575758,0.271264367816092,0.2928571428571428,0.9936440677966102,1.0,0.6950111957008509,0.9968220338983051,0.7251922795205963
CHANNEL_V57,telephone8k,600,600,600,600,0.2411111111111111,0.20333333333333337,0.2466666666666667,,,0.7647777777777778,,
CHANNEL_V57,telephone_flac,67,67,58,59,0.298936170212766,0.31034482758620685,0.32200460829493094,0.9808429118773947,0.9915254237288136,0.6918615668878965,0.9861841678031041,0.7212938269794174
CHANNEL_V57,transcode_g711_opus,120,120,120,120,0.4666666666666667,0.2666666666666667,0.44999999999999996,,,0.5783333333333334,,
CHANNEL_V57,unknown,90,90,90,0,0.19166666666666668,0.19999999999999998,,,,,,
CHANNEL_V57,wav,176,176,176,0,0.1760981912144703,0.18746770025839793,,,,,,
CHANNEL_V57,wav16k,1600,1600,1600,1600,0.22750000000000004,0.13,0.32625000000000004,,,0.762375,,
LAYOUT_V57,concurrent,1900,1900,1900,1900,0.26140350877192986,0.1757894736842105,0.33894736842105266,,,0.7324561403508771,,
LAYOUT_V57,music_only,50,50,0,50,0.24,,0.24,,,,,
LAYOUT_V57,partial_overlap,300,300,300,300,0.3466666666666667,0.28,0.31333333333333335,,,0.6766666666666666,,
LAYOUT_V57,sequential,900,900,900,900,0.26222222222222225,0.20666666666666667,0.28222222222222226,,,0.7428888888888889,,
LAYOUT_V57,simultaneous,600,600,600,600,0.24,0.21999999999999997,0.21999999999999997,,,0.77,,
LAYOUT_V57,source_disjoint,400,400,0,400,0.06999999999999998,,0.060000000000000026,,,,,
