STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_ADS,WORST_ADS,MIN_DELTA,MEAN_DELTA,MAX_MUSIC_EER,ROBUST_SELECTION
phone_soft_router,0.075,0.3,0.8313918600197527,0.7630649350649351,0.004838709677419395,0.006327188940092247,0.19999999999999998,1.5992955047621074
mixed_hard_router,0.025,0.15,0.8312847171626099,0.7664935064935066,0.004838709677419395,0.006220046082949386,0.1885714285714286,1.6026169333335358
mixed_hard_router,0.025,0.4,0.8312847171626099,0.7664935064935066,0.004838709677419395,0.006220046082949386,0.1885714285714286,1.6026169333335358
phone_soft_router,0.4,0.05,0.8312847171626099,0.7664935064935066,0.004838709677419395,0.006220046082949386,0.1885714285714286,1.6026169333335358
phone_hard_router,0.4,0.05,0.8312847171626099,0.7664935064935066,0.004838709677419395,0.006220046082949386,0.1885714285714286,1.6026169333335358
mixed_hard_router,0.05,0.15,0.8312132885911813,0.7647792207792208,0.004838709677419395,0.006148617511520775,0.19428571428571428,1.6008312190478216
mixed_hard_router,0.05,0.2,0.8312132885911813,0.7647792207792208,0.004838709677419395,0.006148617511520775,0.19428571428571428,1.6008312190478216
mixed_hard_router,0.05,0.25,0.8312132885911813,0.7647792207792208,0.004838709677419395,0.006148617511520775,0.19428571428571428,1.6008312190478216
mixed_hard_router,0.05,0.3,0.8312132885911813,0.7647792207792208,0.004838709677419395,0.006148617511520775,0.19428571428571428,1.6008312190478216
mixed_hard_router,0.5,0.075,0.8312132885911813,0.7647792207792208,0.004838709677419395,0.006148617511520775,0.19428571428571428,1.6008312190478216
phone_soft_router,0.075,0.25,0.8311418600197528,0.7630649350649351,0.004838709677419395,0.006077188940092237,0.19999999999999998,1.5990455047621073
phone_hard_router,0.075,0.25,0.8311418600197528,0.7630649350649351,0.004838709677419395,0.006077188940092237,0.19999999999999998,1.5990455047621073
mixed_hard_router,0.15,0.1,0.8311418600197528,0.7630649350649351,0.004838709677419395,0.006077188940092237,0.19999999999999998,1.5990455047621073
mixed_hard_router,0.3,0.1,0.8311418600197528,0.7630649350649351,0.004838709677419395,0.006077188940092237,0.19999999999999998,1.5990455047621073
mixed_hard_router,0.075,0.25,0.8309632885911813,0.7647792207792208,0.004838709677419395,0.005898617511520765,0.19428571428571428,1.6005812190478215
fixed_soft_moe,0.1,0.1,0.8308918600197527,0.7630649350649351,0.004838709677419395,0.005827188940092228,0.19999999999999998,1.5987955047621072
phone_soft_router,0.1,0.1,0.8308918600197527,0.7630649350649351,0.004838709677419395,0.005827188940092228,0.19999999999999998,1.5987955047621072
phone_hard_router,0.1,0.1,0.8308918600197527,0.7630649350649351,0.004838709677419395,0.005827188940092228,0.19999999999999998,1.5987955047621072
mixed_hard_router,0.1,0.1,0.8308918600197527,0.7630649350649351,0.004838709677419395,0.005827188940092228,0.19999999999999998,1.5987955047621072
mixed_hard_router,0.075,0.1,0.8306418600197527,0.7630649350649351,0.004838709677419395,0.005577188940092219,0.19999999999999998,1.5985455047621073
phone_soft_router,0.1,0.075,0.8303918600197527,0.7630649350649351,0.004838709677419395,0.005327188940092209,0.19999999999999998,1.5982955047621072
phone_hard_router,0.1,0.075,0.8303918600197527,0.7630649350649351,0.004838709677419395,0.005327188940092209,0.19999999999999998,1.5982955047621072
mixed_hard_router,0.5,0.05,0.8303918600197527,0.7630649350649351,0.004838709677419395,0.005327188940092209,0.19999999999999998,1.5982955047621072
mixed_hard_router,0.05,0.1,0.8301418600197529,0.7630649350649351,0.004838709677419395,0.0050771889400922365,0.19999999999999998,1.5980455047621074
phone_soft_router,0.1,0.05,0.8301418600197529,0.7630649350649351,0.004838709677419395,0.0050771889400922365,0.19999999999999998,1.5980455047621074
phone_hard_router,0.1,0.05,0.8301418600197529,0.7630649350649351,0.004838709677419395,0.0050771889400922365,0.19999999999999998,1.5980455047621074
fixed_soft_moe,1.0,1.0,0.8387305696971721,0.7750649350649351,0.0045000000000000595,0.013665898617511552,0.16000000000000003,1.6182955047621075
mixed_hard_router,0.025,0.5,0.8332190489598449,0.7682077922077922,0.0045000000000000595,0.008154377880184397,0.18285714285714283,1.605926841167637
mixed_hard_router,0.0,0.2,0.8304632885911812,0.7647792207792208,0.0045000000000000595,0.005398617511520783,0.19428571428571428,1.5997425093704023
mixed_hard_router,0.025,0.1,0.8304632885911812,0.7647792207792208,0.0045000000000000595,0.005398617511520783,0.19428571428571428,1.5997425093704023
mixed_hard_router,0.0,0.25,0.8302132885911814,0.7647792207792208,0.003750000000000142,0.00514861751152081,0.19428571428571428,1.5987425093704024
mixed_hard_router,0.0,0.3,0.8302132885911814,0.7647792207792208,0.003750000000000142,0.00514861751152081,0.19428571428571428,1.5987425093704024
mixed_hard_router,0.0,0.15,0.8296418600197528,0.7630649350649351,0.003750000000000142,0.004577188940092254,0.19999999999999998,1.5964567950846882
mixed_hard_router,0.5,0.025,0.8311833346741307,0.7613506493506494,0.0034285714285715585,0.006118663594470146,0.20571428571428574,1.5959625554533519
phone_soft_router,0.075,0.1,0.8303204314483242,0.7613506493506494,0.0034285714285715585,0.005255760368663672,0.20571428571428574,1.5950996522275451
phone_hard_router,0.075,0.1,0.8303204314483242,0.7613506493506494,0.0034285714285715585,0.005255760368663672,0.20571428571428574,1.5950996522275451
mixed_hard_router,0.1,0.075,0.8300704314483243,0.7613506493506494,0.0034285714285715585,0.005005760368663663,0.20571428571428574,1.5948496522275453
fixed_soft_moe,0.075,0.075,0.8298204314483243,0.7613506493506494,0.0034285714285715585,0.004755760368663653,0.20571428571428574,1.5945996522275454
phone_soft_router,0.075,0.075,0.8298204314483243,0.7613506493506494,0.0034285714285715585,0.004755760368663653,0.20571428571428574,1.5945996522275454
phone_hard_router,0.075,0.075,0.8298204314483243,0.7613506493506494,0.0034285714285715585,0.004755760368663653,0.20571428571428574,1.5945996522275454
mixed_hard_router,0.075,0.075,0.8298204314483243,0.7613506493506494,0.0034285714285715585,0.004755760368663653,0.20571428571428574,1.5945996522275454
phone_soft_router,0.075,0.05,0.8295704314483242,0.7613506493506494,0.0034285714285715585,0.0045057603686636805,0.20571428571428574,1.594349652227545
phone_hard_router,0.075,0.05,0.8295704314483242,0.7613506493506494,0.0034285714285715585,0.0045057603686636805,0.20571428571428574,1.594349652227545
mixed_hard_router,0.5,0.0,0.8293204314483242,0.7613506493506494,0.0034285714285715585,0.004255760368663671,0.20571428571428574,1.5940996522275452
mixed_hard_router,0.0,0.5,0.8311061457340384,0.7682077922077922,0.0030000000000001137,0.00604147465437795,0.18285714285714283,1.6023139379418307
phone_soft_router,0.15,0.025,0.8318976203884164,0.7664935064935066,0.0022500000000000853,0.0068329493087558495,0.1885714285714286,1.6006411268819232
phone_hard_router,0.15,0.025,0.8318976203884164,0.7664935064935066,0.0022500000000000853,0.0068329493087558495,0.1885714285714286,1.6006411268819232
phone_soft_router,0.2,0.025,0.8318976203884164,0.7664935064935066,0.0022500000000000853,0.0068329493087558495,0.1885714285714286,1.6006411268819232
phone_hard_router,0.2,0.025,0.8318976203884164,0.7664935064935066,0.0022500000000000853,0.0068329493087558495,0.1885714285714286,1.6006411268819232
phone_soft_router,0.25,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_hard_router,0.25,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_soft_router,0.3,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_hard_router,0.3,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_soft_router,0.5,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_hard_router,0.5,0.025,0.8313261918169879,0.7647792207792208,0.0022500000000000853,0.006261520737327257,0.19428571428571428,1.5983554125962087
phone_soft_router,0.4,0.025,0.83028471716261,0.7664935064935066,0.0022500000000000853,0.005220046082949385,0.1885714285714286,1.5990282236561166
phone_hard_router,0.4,0.025,0.83028471716261,0.7664935064935066,0.0022500000000000853,0.005220046082949385,0.1885714285714286,1.5990282236561166
mixed_hard_router,0.0,0.1,0.8291418600197528,0.7630649350649351,0.0022500000000000853,0.004077188940092236,0.19999999999999998,1.594456795084688
phone_soft_router,0.1,0.025,0.8291418600197528,0.7630649350649351,0.0022500000000000853,0.004077188940092236,0.19999999999999998,1.594456795084688
phone_hard_router,0.1,0.025,0.8291418600197528,0.7630649350649351,0.0022500000000000853,0.004077188940092236,0.19999999999999998,1.594456795084688
phone_soft_router,0.075,0.025,0.8285704314483242,0.7613506493506494,0.0022500000000000853,0.0035057603686636796,0.20571428571428574,1.5921710807989737
phone_hard_router,0.075,0.025,0.8285704314483242,0.7613506493506494,0.0022500000000000853,0.0035057603686636796,0.20571428571428574,1.5921710807989737
mixed_hard_router,0.15,0.0,0.8292490028768956,0.7596363636363637,0.0017142857142857792,0.0041843317972350596,0.2114285714285714,1.590599652227545
mixed_hard_router,0.4,0.0,0.8292490028768956,0.7596363636363637,0.0017142857142857792,0.0041843317972350596,0.2114285714285714,1.590599652227545
mixed_hard_router,0.4,0.025,0.8292490028768956,0.7596363636363637,0.0017142857142857792,0.0041843317972350596,0.2114285714285714,1.590599652227545
phone_soft_router,0.2,0.0,0.8311476203884164,0.7664935064935066,0.0,0.006082949308755821,0.1885714285714286,1.597641126881923
phone_hard_router,0.2,0.0,0.8311476203884164,0.7664935064935066,0.0,0.006082949308755821,0.1885714285714286,1.597641126881923
phone_hard_router,0.5,0.0,0.8311476203884164,0.7664935064935066,0.0,0.006082949308755821,0.1885714285714286,1.597641126881923
phone_soft_router,0.05,0.5,0.8306718139368034,0.7664935064935066,0.0,0.005607142857142922,0.1885714285714286,1.59716532043031
phone_hard_router,0.05,0.5,0.8306718139368034,0.7664935064935066,0.0,0.005607142857142922,0.1885714285714286,1.59716532043031
phone_soft_router,0.15,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_hard_router,0.15,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_soft_router,0.25,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_hard_router,0.25,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_soft_router,0.3,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_hard_router,0.3,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_soft_router,0.5,0.0,0.8305761918169878,0.7647792207792208,0.0,0.005511520737327229,0.19428571428571428,1.5953554125962086
phone_soft_router,0.05,0.3,0.8303503853653749,0.7647792207792208,0.0,0.005285714285714338,0.19428571428571428,1.5951296061445956
phone_hard_router,0.05,0.3,0.8303503853653749,0.7647792207792208,0.0,0.005285714285714338,0.19428571428571428,1.5951296061445956
phone_soft_router,0.0,0.5,0.8301003853653749,0.7647792207792208,0.0,0.005035714285714328,0.19428571428571428,1.5948796061445956
phone_hard_router,0.0,0.5,0.8301003853653749,0.7647792207792208,0.0,0.005035714285714328,0.19428571428571428,1.5948796061445956
phone_soft_router,0.05,0.4,0.8301003853653749,0.7647792207792208,0.0,0.005035714285714328,0.19428571428571428,1.5948796061445956
phone_hard_router,0.05,0.4,0.8301003853653749,0.7647792207792208,0.0,0.005035714285714328,0.19428571428571428,1.5948796061445956
phone_soft_router,0.05,0.15,0.8297075282225177,0.7613506493506494,0.0,0.004642857142857208,0.20571428571428574,1.5910581775731671
phone_hard_router,0.05,0.15,0.8297075282225177,0.7613506493506494,0.0,0.004642857142857208,0.20571428571428574,1.5910581775731671
phone_soft_router,0.05,0.25,0.8295289567939462,0.7630649350649351,0.0,0.004464285714285772,0.19999999999999998,1.5925938918588813
phone_hard_router,0.05,0.25,0.8295289567939462,0.7630649350649351,0.0,0.004464285714285772,0.19999999999999998,1.5925938918588813
mixed_hard_router,0.4,0.075,0.8295289567939462,0.7630649350649351,0.0,0.004464285714285772,0.19999999999999998,1.5925938918588813
phone_soft_router,0.05,0.2,0.8294575282225178,0.7613506493506494,0.0,0.004392857142857236,0.20571428571428574,1.5908081775731673
phone_hard_router,0.05,0.2,0.8294575282225178,0.7613506493506494,0.0,0.004392857142857236,0.20571428571428574,1.5908081775731673
mixed_hard_router,0.25,0.075,0.8292789567939463,0.7630649350649351,0.0,0.004214285714285763,0.19999999999999998,1.5923438918588815
mixed_hard_router,0.3,0.075,0.8292789567939463,0.7630649350649351,0.0,0.004214285714285763,0.19999999999999998,1.5923438918588815
mixed_hard_router,0.2,0.075,0.8290289567939463,0.7630649350649351,0.0,0.0039642857142857535,0.19999999999999998,1.5920938918588814
mixed_hard_router,0.25,0.05,0.8290289567939463,0.7630649350649351,0.0,0.0039642857142857535,0.19999999999999998,1.5920938918588814
mixed_hard_router,0.4,0.05,0.8290289567939463,0.7630649350649351,0.0,0.0039642857142857535,0.19999999999999998,1.5920938918588814
phone_soft_router,0.4,0.0,0.8289632885911814,0.7647792207792208,0.0,0.0038986175115207633,0.19428571428571428,1.593742509370402
phone_hard_router,0.4,0.0,0.8289632885911814,0.7647792207792208,0.0,0.0038986175115207633,0.19428571428571428,1.593742509370402
phone_soft_router,0.0,0.4,0.8289575282225178,0.7613506493506494,0.0,0.0038928571428572165,0.20571428571428574,1.5903081775731671
phone_hard_router,0.0,0.4,0.8289575282225178,0.7613506493506494,0.0,0.0038928571428572165,0.20571428571428574,1.5903081775731671
mixed_hard_router,0.1,0.05,0.8287789567939462,0.7630649350649351,0.0,0.003714285714285744,0.19999999999999998,1.5918438918588813
mixed_hard_router,0.3,0.05,0.8287789567939462,0.7630649350649351,0.0,0.003714285714285744,0.19999999999999998,1.5918438918588813
mixed_hard_router,0.15,0.05,0.8287075282225178,0.7613506493506494,0.0,0.0036428571428572067,0.20571428571428574,1.5900581775731673
mixed_hard_router,0.15,0.075,0.8287075282225178,0.7613506493506494,0.0,0.0036428571428572067,0.20571428571428574,1.5900581775731673
phone_soft_router,0.0,0.3,0.8286360996510892,0.7596363636363637,0.0,0.003571428571428633,0.2114285714285714,1.5882724632874528
phone_hard_router,0.0,0.3,0.8286360996510892,0.7596363636363637,0.0,0.003571428571428633,0.2114285714285714,1.5882724632874528
phone_soft_router,0.0,0.15,0.8285646710796605,0.7579220779220779,0.0,0.0035000000000000218,0.21714285714285717,1.5864867490017383
phone_hard_router,0.0,0.15,0.8285646710796605,0.7579220779220779,0.0,0.0035000000000000218,0.21714285714285717,1.5864867490017383
mixed_hard_router,0.2,0.05,0.8285289567939463,0.7630649350649351,0.0,0.0034642857142857717,0.19999999999999998,1.5915938918588814
mixed_hard_router,0.1,0.0,0.8284275743054671,0.7579220779220779,0.0,0.003362903225806494,0.21714285714285717,1.586349652227545
phone_soft_router,0.1,0.0,0.8283918600197527,0.7630649350649351,0.0,0.0033271889400922072,0.19999999999999998,1.5914567950846878
phone_hard_router,0.1,0.0,0.8283918600197527,0.7630649350649351,0.0,0.0033271889400922072,0.19999999999999998,1.5914567950846878
mixed_hard_router,0.0,0.4,0.828350385365375,0.7647792207792208,0.0,0.003285714285714336,0.19428571428571428,1.5931296061445956
phone_soft_router,0.0,0.2,0.8283146710796606,0.7579220779220779,0.0,0.0032500000000000493,0.21714285714285717,1.5862367490017384
phone_hard_router,0.0,0.2,0.8283146710796606,0.7579220779220779,0.0,0.0032500000000000493,0.21714285714285717,1.5862367490017384
mixed_hard_router,0.075,0.05,0.8282075282225178,0.7613506493506494,0.0,0.003142857142857188,0.20571428571428574,1.589558177573167
phone_soft_router,0.05,0.1,0.8281360996510893,0.7596363636363637,0.0,0.003071428571428614,0.2114285714285714,1.587772463287453
phone_hard_router,0.05,0.1,0.8281360996510893,0.7596363636363637,0.0,0.003071428571428614,0.2114285714285714,1.587772463287453
mixed_hard_router,0.025,0.075,0.8280289567939464,0.7630649350649351,0.0,0.0029642857142857895,0.19999999999999998,1.5910938918588815
mixed_hard_router,0.05,0.075,0.8279575282225178,0.7613506493506494,0.0,0.0028928571428572156,0.20571428571428574,1.5893081775731672
phone_soft_router,0.075,0.0,0.8278204314483242,0.7613506493506494,0.0,0.002755760368663651,0.20571428571428574,1.5891710807989736
phone_hard_router,0.075,0.0,0.8278204314483242,0.7613506493506494,0.0,0.002755760368663651,0.20571428571428574,1.5891710807989736
phone_soft_router,0.0,0.25,0.8278146710796607,0.7579220779220779,0.0,0.00275000000000003,0.21714285714285717,1.5857367490017387
phone_hard_router,0.0,0.25,0.8278146710796607,0.7579220779220779,0.0,0.00275000000000003,0.21714285714285717,1.5857367490017387
phone_soft_router,0.05,0.075,0.8276360996510892,0.7596363636363637,0.0,0.0025714285714285947,0.2114285714285714,1.5872724632874529
phone_hard_router,0.05,0.075,0.8276360996510892,0.7596363636363637,0.0,0.0025714285714285947,0.2114285714285714,1.5872724632874529
mixed_hard_router,0.15,0.025,0.8276360996510892,0.7596363636363637,0.0,0.0025714285714285947,0.2114285714285714,1.5872724632874529
mixed_hard_router,0.25,0.0,0.8276360996510892,0.7596363636363637,0.0,0.0025714285714285947,0.2114285714285714,1.5872724632874529
fixed_soft_moe,0.05,0.05,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
phone_soft_router,0.05,0.05,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
phone_hard_router,0.05,0.05,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.05,0.05,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.075,0.0,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.075,0.025,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.1,0.025,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.2,0.0,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.2,0.025,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.25,0.025,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.3,0.0,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.3,0.025,0.8273860996510892,0.7596363636363637,0.0,0.0023214285714286222,0.2114285714285714,1.587022463287453
mixed_hard_router,0.0,0.075,0.8267075282225177,0.7613506493506494,0.0,0.0016428571428572052,0.20571428571428574,1.588058177573167
phone_soft_router,0.05,0.025,0.8263860996510891,0.7596363636363637,0.0,0.0013214285714286216,0.2114285714285714,1.5860224632874527
phone_hard_router,0.05,0.025,0.8263860996510891,0.7596363636363637,0.0,0.0013214285714286216,0.2114285714285714,1.5860224632874527
mixed_hard_router,0.05,0.025,0.8263146710796606,0.7579220779220779,0.0,0.0012500000000000473,0.21714285714285717,1.5842367490017386
mixed_hard_router,0.025,0.0,0.8258146710796606,0.7579220779220779,0.0,0.0007500000000000284,0.21714285714285717,1.5837367490017384
fixed_soft_moe,0.0,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
phone_soft_router,0.0,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
phone_hard_router,0.0,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
mixed_hard_router,0.0,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
phone_soft_router,0.05,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
phone_hard_router,0.05,0.0,0.8250646710796605,0.7579220779220779,0.0,0.0,0.21714285714285717,1.5829867490017384
phone_soft_router,0.0,0.1,0.826993242508232,0.7562077922077922,-0.0017142857142856682,0.0019285714285714646,0.22285714285714286,1.5814867490017384
phone_hard_router,0.0,0.1,0.826993242508232,0.7562077922077922,-0.0017142857142856682,0.0019285714285714646,0.22285714285714286,1.5814867490017384
phone_soft_router,0.0,0.05,0.826493242508232,0.7562077922077922,-0.0017142857142856682,0.0014285714285714457,0.22285714285714286,1.5809867490017386
phone_soft_router,0.0,0.075,0.826493242508232,0.7562077922077922,-0.0017142857142856682,0.0014285714285714457,0.22285714285714286,1.5809867490017386
phone_hard_router,0.0,0.075,0.826493242508232,0.7562077922077922,-0.0017142857142856682,0.0014285714285714457,0.22285714285714286,1.5809867490017386
phone_hard_router,0.0,0.05,0.826243242508232,0.7562077922077922,-0.0017142857142856682,0.0011785714285714732,0.22285714285714286,1.5807367490017383
mixed_hard_router,0.05,0.0,0.825743242508232,0.7562077922077922,-0.0017142857142856682,0.0006785714285714913,0.22285714285714286,1.5802367490017386
phone_soft_router,0.0,0.025,0.825243242508232,0.7562077922077922,-0.0017142857142856682,0.00017857142857147235,0.22285714285714286,1.5797367490017384
phone_hard_router,0.0,0.025,0.825243242508232,0.7562077922077922,-0.0017142857142856682,0.00017857142857147235,0.22285714285714286,1.5797367490017384
phone_soft_router,0.025,0.5,0.8284874821395684,0.7647792207792208,-0.004838709677419395,0.0034228110599078634,0.19428571428571428,1.5884279932413699
phone_hard_router,0.025,0.5,0.8284874821395684,0.7647792207792208,-0.004838709677419395,0.0034228110599078634,0.19428571428571428,1.5884279932413699
phone_soft_router,0.025,0.3,0.8281660535681398,0.7630649350649351,-0.004838709677419395,0.003101382488479317,0.19999999999999998,1.5863922789556555
phone_hard_router,0.025,0.3,0.8281660535681398,0.7630649350649351,-0.004838709677419395,0.003101382488479317,0.19999999999999998,1.5863922789556555
phone_soft_router,0.025,0.15,0.8280946249967113,0.7613506493506494,-0.004838709677419395,0.003029953917050743,0.20571428571428574,1.5846065646699414
phone_hard_router,0.025,0.15,0.8280946249967113,0.7613506493506494,-0.004838709677419395,0.003029953917050743,0.20571428571428574,1.5846065646699414
phone_soft_router,0.025,0.4,0.8279160535681398,0.7630649350649351,-0.004838709677419395,0.0028513824884793073,0.19999999999999998,1.5861422789556556
phone_hard_router,0.025,0.4,0.8279160535681398,0.7630649350649351,-0.004838709677419395,0.0028513824884793073,0.19999999999999998,1.5861422789556556
phone_soft_router,0.025,0.2,0.8278446249967114,0.7613506493506494,-0.004838709677419395,0.0027799539170507703,0.20571428571428574,1.5843565646699416
phone_hard_router,0.025,0.2,0.8278446249967114,0.7613506493506494,-0.004838709677419395,0.0027799539170507703,0.20571428571428574,1.5843565646699416
phone_soft_router,0.025,0.25,0.8273446249967114,0.7613506493506494,-0.004838709677419395,0.0022799539170507512,0.20571428571428574,1.5838565646699414
phone_hard_router,0.025,0.25,0.8273446249967114,0.7613506493506494,-0.004838709677419395,0.0022799539170507512,0.20571428571428574,1.5838565646699414
phone_soft_router,0.025,0.1,0.8265231964252827,0.7596363636363637,-0.004838709677419395,0.0014585253456221488,0.2114285714285714,1.5813208503842269
phone_hard_router,0.025,0.1,0.8265231964252827,0.7596363636363637,-0.004838709677419395,0.0014585253456221488,0.2114285714285714,1.5813208503842269
phone_soft_router,0.025,0.05,0.8260231964252828,0.7596363636363637,-0.004838709677419395,0.0009585253456221299,0.2114285714285714,1.5808208503842271
phone_soft_router,0.025,0.075,0.8260231964252828,0.7596363636363637,-0.004838709677419395,0.0009585253456221299,0.2114285714285714,1.5808208503842271
phone_hard_router,0.025,0.075,0.8260231964252828,0.7596363636363637,-0.004838709677419395,0.0009585253456221299,0.2114285714285714,1.5808208503842271
phone_hard_router,0.025,0.05,0.8257731964252827,0.7596363636363637,-0.004838709677419395,0.0007085253456221574,0.2114285714285714,1.5805708503842268
mixed_hard_router,0.025,0.05,0.8250231964252827,0.7596363636363637,-0.004838709677419395,-4.147465437783401e-05,0.2114285714285714,1.5798208503842268
fixed_soft_moe,0.025,0.025,0.8247731964252827,0.7596363636363637,-0.004838709677419395,-0.0002914746543778435,0.2114285714285714,1.579570850384227
phone_soft_router,0.025,0.025,0.8247731964252827,0.7596363636363637,-0.004838709677419395,-0.0002914746543778435,0.2114285714285714,1.579570850384227
phone_hard_router,0.025,0.025,0.8247731964252827,0.7596363636363637,-0.004838709677419395,-0.0002914746543778435,0.2114285714285714,1.579570850384227
mixed_hard_router,0.025,0.025,0.8247731964252827,0.7596363636363637,-0.004838709677419395,-0.0002914746543778435,0.2114285714285714,1.579570850384227
phone_soft_router,0.025,0.0,0.8245946249967112,0.7613506493506494,-0.004838709677419395,-0.0004700460829492788,0.20571428571428574,1.5811065646699412
phone_hard_router,0.025,0.0,0.8245946249967112,0.7613506493506494,-0.004838709677419395,-0.0004700460829492788,0.20571428571428574,1.5811065646699412
mixed_hard_router,0.0,0.05,0.8242731964252826,0.7596363636363637,-0.004838709677419395,-0.0007914746543778625,0.2114285714285714,1.5790708503842268
mixed_hard_router,0.0,0.025,0.8234517678538541,0.7579220779220779,-0.004838709677419395,-0.001612903225806465,0.21714285714285717,1.5765351360985127
