STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_ADS,WORST_ADS,MIN_DELTA,MEAN_DELTA,MAX_MUSIC_EER,ROBUST_SELECTION
mixed_hard_router,0.1,0.15,0.8339690489598449,0.7682077922077922,0.006750000000000034,0.008904377880184389,0.18285714285714283,1.6089268411676372
mixed_hard_router,0.1,0.2,0.8333976203884164,0.7664935064935066,0.006750000000000034,0.008332949308755833,0.1885714285714286,1.606641126881923
mixed_hard_router,0.1,0.25,0.8337190489598449,0.7682077922077922,0.006000000000000005,0.00865437788018438,0.18285714285714283,1.607926841167637
mixed_hard_router,0.1,0.3,0.8337190489598449,0.7682077922077922,0.006000000000000005,0.00865437788018438,0.18285714285714283,1.607926841167637
mixed_hard_router,0.05,0.5,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
mixed_hard_router,0.075,0.5,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
phone_soft_router,0.15,0.075,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
phone_hard_router,0.15,0.075,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
phone_soft_router,0.2,0.075,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
phone_hard_router,0.2,0.075,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
phone_soft_router,0.25,0.075,0.8331476203884164,0.7664935064935066,0.006000000000000005,0.008082949308755824,0.1885714285714286,1.6056411268819228
