DATASET,STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_EXPERT_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,ADS_DELTA_VS_ANCHOR
factorial,mixed_hard_router,0.05,0.075,0.06175,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.05,0.075,0.0524375,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.05,0.075,0.06350806451612903,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.05,0.1,0.05853581546649464,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_soft_router,0.05,0.1,0.09971966644873222,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.05,0.1,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.1,0.058375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,phone_hard_router,0.05,0.1,0.1,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_hard_router,0.05,0.1,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.1,0.07350000000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.05,0.1,0.05487499999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.05,0.1,0.07701612903225807,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.15,0.06707163093298928,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.05,0.15,0.14943933289746444,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_soft_router,0.05,0.15,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.15,0.06675,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.05,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_hard_router,0.05,0.15,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.15,0.09699999999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.05,0.15,0.059750000000000004,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.05,0.15,0.10403225806451613,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.2,0.07560744639948393,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.05,0.2,0.19915899934619666,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.05,0.2,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.2,0.07512500000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.05,0.2,0.2,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_hard_router,0.05,0.2,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.2,0.12050000000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.05,0.2,0.06462500000000002,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.05,0.2,0.1310483870967742,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.25,0.08414326186597855,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_soft_router,0.05,0.25,0.2488786657949289,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.05,0.25,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.25,0.08350000000000002,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_hard_router,0.05,0.25,0.25,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.05,0.25,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.25,0.144,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.05,0.25,0.0695,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.05,0.25,0.15806451612903225,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.3,0.0926790773324732,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.05,0.3,0.2985983322436611,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_soft_router,0.05,0.3,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.3,0.091875,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_hard_router,0.05,0.3,0.29999999999999993,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_hard_router,0.05,0.3,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.3,0.1675,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,mixed_hard_router,0.05,0.3,0.074375,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.05,0.3,0.18508064516129027,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.4,0.10975070826546247,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_soft_router,0.05,0.4,0.3980376651411256,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.05,0.4,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.4,0.10862499999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19428571428571428,0.9928,0.9989142857142856,0.7647792207792208,0.9958571428571428,0.787887012987013,0.006857142857142895
phone,phone_hard_router,0.05,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.05,0.4,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.4,0.2145,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.05,0.4,0.08412500000000002,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.05,0.4,0.23911290322580642,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.05,0.5,0.12682233919845173,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.05,0.5,0.49747699803858997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.05,0.5,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_hard_router,0.05,0.5,0.12537500000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.05,0.5,0.5,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.05,0.5,0.05,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,mixed_hard_router,0.05,0.5,0.2615,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.05,0.5,0.09387499999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.05,0.5,0.29314516129032253,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.075,0.0,0.062196276800258035,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.075,0.0,0.0004205003269016742,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_soft_router,0.075,0.0,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.0,0.06243749999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.075,0.0,0.0,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_hard_router,0.075,0.0,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.0,0.039749999999999994,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.075,0.0,0.0676875,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.075,0.0,0.034475806451612905,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.075,0.025,0.06646418453350536,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.075,0.025,0.025280333551267783,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.075,0.025,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.025,0.06662499999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.075,0.025,0.025,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_hard_router,0.075,0.025,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.025,0.051500000000000004,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.075,0.025,0.07012499999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.075,0.025,0.047983870967741954,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.075,0.05,0.07073209226675267,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.075,0.05,0.0501401667756339,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_soft_router,0.075,0.05,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.05,0.07081249999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.075,0.05,0.05,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_hard_router,0.075,0.05,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.05,0.06324999999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.075,0.05,0.07256249999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.075,0.05,0.06149193548387097,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.075,0.075,0.07499999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.075,0.075,0.07499999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.075,0.075,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.075,0.07499999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.075,0.075,0.07499999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_hard_router,0.075,0.075,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.075,0.07499999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.075,0.075,0.07499999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.075,0.075,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.075,0.1,0.07926790773324732,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_soft_router,0.075,0.1,0.09985983322436612,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.075,0.1,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.1,0.07918749999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,phone_hard_router,0.075,0.1,0.1,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_hard_router,0.075,0.1,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.1,0.08675,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.075,0.1,0.07743749999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.075,0.1,0.08850806451612901,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.075,0.15,0.08780372319974195,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_soft_router,0.075,0.15,0.14957949967309833,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_soft_router,0.075,0.15,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.15,0.08756249999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_hard_router,0.075,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_hard_router,0.075,0.15,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.15,0.11024999999999999,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.075,0.15,0.0823125,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.075,0.15,0.11552419354838708,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.075,0.2,0.09633953866623657,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_soft_router,0.075,0.2,0.19929916612183055,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.075,0.2,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_hard_router,0.075,0.2,0.09593749999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,phone_hard_router,0.075,0.2,0.2,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_hard_router,0.075,0.2,0.07499999999999997,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,mixed_hard_router,0.075,0.2,0.13375,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.075,0.2,0.08718749999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.075,0.2,0.14254032258064514,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.075,0.25,0.10487535413273123,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
