DATASET,STRATEGY,NONPHONE_WEIGHT,PHONE_WEIGHT,MEAN_EXPERT_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE,ADS_DELTA_VS_ANCHOR
phone,phone_soft_router,0.15,0.025,0.02570083387816945,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.15,0.025,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.025,0.12906249999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.15,0.025,0.024999999999999994,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_hard_router,0.15,0.025,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.025,0.09124999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.15,0.025,0.1378125,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,mixed_hard_router,0.15,0.025,0.08245967741935485,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.15,0.05,0.13292836906701072,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.15,0.05,0.05056066710253557,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_soft_router,0.15,0.05,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.05,0.13324999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.15,0.05,0.05,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_hard_router,0.15,0.05,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.05,0.10300000000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.15,0.05,0.14024999999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,mixed_hard_router,0.15,0.05,0.09596774193548391,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.15,0.075,0.13719627680025806,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.15,0.075,0.07542050032690167,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.15,0.075,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.075,0.13743749999999996,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.15,0.075,0.07499999999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_hard_router,0.15,0.075,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.075,0.11474999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.20571428571428574,0.9928,0.9989142857142856,0.7613506493506494,0.9958571428571428,0.7848012987012988,0.0034285714285715585
phone,mixed_hard_router,0.15,0.075,0.14268749999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,mixed_hard_router,0.15,0.075,0.10947580645161287,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.15,0.1,0.14146418453350534,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.15,0.1,0.1002803335512678,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.15,0.1,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.1,0.14162499999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.15,0.1,0.1,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_hard_router,0.15,0.1,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.1,0.12649999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.15,0.1,0.14512499999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.15,0.1,0.12298387096774194,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.15,0.15,0.14999999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.15,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_soft_router,0.15,0.15,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.15,0.14999999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.15,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,phone_hard_router,0.15,0.15,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.15,0.14999999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,mixed_hard_router,0.15,0.15,0.14999999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07250000000000001,0.956603125,0.9840593750000001,0.8709642857142857,0.9703312500000001,0.8809009821428573,0.010500000000000065
yue,mixed_hard_router,0.15,0.15,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.15,0.2,0.15853581546649465,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.15,0.2,0.19971966644873224,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_soft_router,0.15,0.2,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.2,0.15837499999999996,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.15,0.2,0.2,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07499999999999998,0.956603125,0.9840593750000001,0.8702142857142858,0.9703312500000001,0.8802259821428573,0.009750000000000147
yue,phone_hard_router,0.15,0.2,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.2,0.1735,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.15,0.2,0.15487499999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.15,0.2,0.17701612903225802,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.15,0.25,0.1670716309329893,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.15,0.25,0.24943933289746445,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.15,0.25,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.25,0.16674999999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.15,0.25,0.25,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.15,0.25,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.25,0.19699999999999995,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.15,0.25,0.15975,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.15,0.25,0.2040322580645161,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.15,0.3,0.1756074463994839,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.15,0.3,0.29915899934619666,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_soft_router,0.15,0.3,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.3,0.17512499999999995,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.15,0.3,0.29999999999999993,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,phone_hard_router,0.15,0.3,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.3,0.22049999999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.15,0.3,0.164625,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,mixed_hard_router,0.15,0.3,0.23104838709677417,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_soft_router,0.15,0.4,0.19267907733247314,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_soft_router,0.15,0.4,0.3985983322436611,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.15,0.4,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.4,0.19187499999999993,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,phone_hard_router,0.15,0.4,0.4,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.15,0.4,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.4,0.2675,400,400,350,350,0.26472727272727276,0.22285714285714286,0.18285714285714283,0.9928,0.9989142857142856,0.7682077922077922,0.9958571428571428,0.7909727272727273,0.010285714285714342
phone,mixed_hard_router,0.15,0.4,0.17437499999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.15,0.4,0.2850806451612903,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.15,0.5,0.20975070826546247,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1714285714285714,0.9928,0.9989142857142856,0.7716363636363637,0.9958571428571428,0.7940584415584416,0.01371428571428579
phone,phone_soft_router,0.15,0.5,0.49803766514112546,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_soft_router,0.15,0.5,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.15,0.5,0.20862499999999998,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1714285714285714,0.9928,0.9989142857142856,0.7716363636363637,0.9958571428571428,0.7940584415584416,0.01371428571428579
phone,phone_hard_router,0.15,0.5,0.5,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07999999999999999,0.956603125,0.9840593750000001,0.8687142857142858,0.9703312500000001,0.8788759821428572,0.00825000000000009
yue,phone_hard_router,0.15,0.5,0.14999999999999994,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.15,0.5,0.3145,400,400,350,350,0.26472727272727276,0.22285714285714286,0.17714285714285716,0.9928,0.9989142857142856,0.7699220779220779,0.9958571428571428,0.7925155844155845,0.01200000000000001
phone,mixed_hard_router,0.15,0.5,0.18412499999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.07750000000000001,0.956603125,0.9840593750000001,0.8694642857142858,0.9703312500000001,0.8795509821428573,0.009000000000000119
yue,mixed_hard_router,0.15,0.5,0.3391129032258065,124,124,108,124,0.14877717391304346,0.10208333333333333,0.14516129032258063,0.9837962962962963,,0.8616463592800374,,,0.004838709677419395
factorial,phone_soft_router,0.2,0.0,0.16585673813402146,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.2,0.0,0.0011213342050711312,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_soft_router,0.2,0.0,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.2,0.0,0.1665,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.2,0.0,0.0,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.10750000000000001,0.956603125,0.9840593750000001,0.8604642857142857,0.9703312500000001,0.8714509821428572,0.0
yue,phone_hard_router,0.2,0.0,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.2,0.0,0.106,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.2,0.0,0.18049999999999997,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.2,0.0,0.09193548387096773,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.2,0.025,0.17012464586726878,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.2,0.025,0.025981167429437235,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_soft_router,0.2,0.025,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.2,0.025,0.1706875,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.2,0.025,0.024999999999999994,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.09999999999999999,0.956603125,0.9840593750000001,0.8627142857142858,0.9703312500000001,0.8734759821428573,0.0022500000000000853
yue,phone_hard_router,0.2,0.025,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.2,0.025,0.11775000000000001,400,400,350,350,0.26472727272727276,0.22285714285714286,0.2114285714285714,0.9928,0.9989142857142856,0.7596363636363637,0.9958571428571428,0.7832584415584416,0.0017142857142857792
phone,mixed_hard_router,0.2,0.025,0.18293749999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.2,0.025,0.10544354838709676,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.2,0.05,0.17439255360051611,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.2,0.05,0.050841000653803335,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_soft_router,0.2,0.05,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.2,0.05,0.17487499999999997,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.2,0.05,0.04999999999999999,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,phone_hard_router,0.2,0.05,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.2,0.05,0.1295,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.2,0.05,0.18537499999999998,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08999999999999998,0.956603125,0.9840593750000001,0.8657142857142858,0.9703312500000001,0.8761759821428573,0.005250000000000088
yue,mixed_hard_router,0.2,0.05,0.11895161290322583,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.2,0.075,0.17866046133376337,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.2,0.075,0.07570083387816946,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_soft_router,0.2,0.075,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.2,0.075,0.1790625,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_hard_router,0.2,0.075,0.075,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08750000000000001,0.956603125,0.9840593750000001,0.8664642857142857,0.9703312500000001,0.8768509821428572,0.006000000000000005
yue,phone_hard_router,0.2,0.075,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,mixed_hard_router,0.2,0.075,0.14125,400,400,350,350,0.26472727272727276,0.22285714285714286,0.19999999999999998,0.9928,0.9989142857142856,0.7630649350649351,0.9958571428571428,0.7863441558441558,0.005142857142857227
phone,mixed_hard_router,0.2,0.075,0.1878125,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08499999999999999,0.956603125,0.9840593750000001,0.8672142857142857,0.9703312500000001,0.8775259821428573,0.006750000000000034
yue,mixed_hard_router,0.2,0.075,0.13245967741935483,124,124,108,124,0.14877717391304346,0.10208333333333333,0.16129032258064513,0.9837962962962963,,0.856807649602618,,,0.0
factorial,phone_soft_router,0.2,0.1,0.18292836906701074,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
phone,phone_soft_router,0.2,0.1,0.10056066710253558,1200,1200,800,800,0.14757142857142858,0.16749999999999998,0.08250000000000002,0.956603125,0.9840593750000001,0.8679642857142857,0.9703312500000001,0.8782009821428572,0.007500000000000062
yue,phone_soft_router,0.2,0.1,0.2,124,124,108,124,0.14877717391304346,0.10208333333333333,0.12903225806451613,0.9837962962962963,,0.8664850689574568,,,0.00967741935483879
factorial,phone_hard_router,0.2,0.1,0.18325000000000002,400,400,350,350,0.26472727272727276,0.22285714285714286,0.1885714285714286,0.9928,0.9989142857142856,0.7664935064935066,0.9958571428571428,0.7894298701298702,0.008571428571428674
