expert_weight,eer
0.0,0.2333333333333333
0.01,0.2333333333333333
0.02,0.23222222222222225
0.03,0.23222222222222225
0.04,0.2333333333333333
0.05,0.2333333333333333
0.06,0.2333333333333333
0.07,0.2333333333333333
0.08,0.2333333333333333
0.09,0.2333333333333333
0.1,0.2333333333333333
0.11,0.2333333333333333
0.12,0.2333333333333333
0.13,0.2333333333333333
0.14,0.2333333333333333
0.15,0.2333333333333333
0.16,0.23888888888888887
0.17,0.24
0.18,0.24
0.19,0.24
0.2,0.23444444444444443
0.21,0.2333333333333333
0.22,0.23444444444444443
0.23,0.23888888888888887
0.24,0.23888888888888887
0.25,0.2277777777777778
0.26,0.2277777777777778
0.27,0.22666666666666668
0.28,0.22666666666666668
0.29,0.2333333333333333
0.3,0.2333333333333333
0.31,0.2333333333333333
0.32,0.2333333333333333
0.33,0.2333333333333333
0.34,0.2277777777777778
0.35000000000000003,0.22666666666666668
0.36,0.22555555555555556
0.37,0.22555555555555556
0.38,0.22555555555555556
0.39,0.21999999999999997
0.4,0.21999999999999997
0.41000000000000003,0.21999999999999997
0.42,0.21999999999999997
0.43,0.21999999999999997
0.44,0.22555555555555556
0.45,0.21999999999999997
0.46,0.21444444444444444
0.47000000000000003,0.21333333333333337
0.48,0.21333333333333337
0.49,0.21333333333333337
0.5,0.21333333333333337
0.51,0.21333333333333337
0.52,0.21444444444444444
0.53,0.21999999999999997
0.54,0.21999999999999997
0.55,0.22555555555555556
0.56,0.22666666666666668
0.5700000000000001,0.22666666666666668
0.58,0.2211111111111111
0.59,0.21999999999999997
0.6,0.22555555555555556
0.61,0.22666666666666668
0.62,0.2333333333333333
0.63,0.2333333333333333
0.64,0.22666666666666668
0.65,0.23222222222222225
0.66,0.2333333333333333
0.67,0.2333333333333333
0.68,0.2333333333333333
0.6900000000000001,0.2333333333333333
0.7000000000000001,0.2333333333333333
0.71,0.2333333333333333
0.72,0.24
0.73,0.24
0.74,0.24
0.75,0.24
0.76,0.2411111111111111
0.77,0.24777777777777782
0.78,0.2533333333333333
0.79,0.2611111111111111
0.8,0.2611111111111111
0.81,0.2666666666666667
0.8200000000000001,0.2733333333333333
0.8300000000000001,0.27444444444444444
0.84,0.28
0.85,0.28111111111111114
0.86,0.28555555555555556
0.87,0.2866666666666666
0.88,0.2922222222222222
0.89,0.29888888888888887
0.9,0.30000000000000004
0.91,0.30666666666666664
0.92,0.31222222222222223
0.93,0.31444444444444447
0.9400000000000001,0.3211111111111111
0.9500000000000001,0.32666666666666666
0.96,0.3277777777777778
0.97,0.3322222222222222
0.98,0.33999999999999997
0.99,0.33999999999999997
1.0,0.34555555555555556
