STRENGTH,SEED,BEST_EPOCH,SELECTION
0.1,20260905,2,0.8492474489795918
0.1,20260906,11,0.8502891156462585
0.1,20260907,2,0.8492474489795918
0.25,20260905,0,0.8492474489795918
0.25,20260906,0,0.8459821428571428
0.25,20260907,0,0.8492474489795918
0.5,20260905,1,0.84734268707483
0.5,20260906,1,0.8485926870748299
0.5,20260907,1,0.8476105442176871
1.0,20260905,0,0.8476105442176871
1.0,20260906,0,0.8474617346938775
1.0,20260907,0,0.847372448979592
