axis,group,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
DATASET,asvspoof_voice_wav_dev_v1,176,176,176,0,0.18746770025839793,0.22157622739018085,,,,,,
DATASET,codec_mixed_dev_v4,600,600,600,600,0.38,0.2633333333333333,0.3833333333333333,,,0.6423333333333334,,
DATASET,echoes_fma_paired_v3,111,111,0,111,0.25227272727272726,,0.21623376623376622,,,,,
DATASET,external_mixed_v1,400,400,400,400,0.22833333333333333,0.18500000000000003,0.18000000000000002,,,0.7948333333333334,,
DATASET,external_mixed_v1_telephone_v1,400,400,400,400,0.24,0.18500000000000003,0.22999999999999998,,,0.774,,
DATASET,factorial_eval_1200_v2,400,400,350,350,0.28181818181818186,0.31999999999999995,0.28,0.9864,0.9962285714285715,0.7110909090909091,0.9913142857142858,0.7391132467532469
DATASET,mixfake_music_dev_v1,1600,1600,1600,1600,0.2295833333333333,0.13249999999999998,0.33375,,,0.7585833333333334,,
DATASET,multigen_voice_v2,90,90,90,0,0.19166666666666668,0.2333333333333333,,,,,,
DATASET,source_disjoint_mixed_v1,200,200,200,200,0.25666666666666665,0.28,0.19999999999999998,,,0.7556666666666667,,
DATASET,source_disjoint_mixed_v1_telephone_v1,200,200,200,200,0.29666666666666663,0.27,0.27,,,0.7166666666666667,,
DATASET,source_disjoint_music_v1,400,400,0,400,0.06499999999999997,,0.060000000000000026,,,,,
CHANNEL_V57,clean,120,120,120,120,0.3666666666666667,0.25,0.30000000000000004,,,0.6766666666666666,,
CHANNEL_V57,clean_flac,66,66,58,58,0.2554347826086957,0.31034482758620685,0.430952380952381,1.0,1.0,0.6809279288926965,1.0,0.7128351360034269
CHANNEL_V57,common_flac16k,511,511,0,511,0.13698682598039214,,0.11741727941176472,,,,,
CHANNEL_V57,flac16k,600,600,600,600,0.22666666666666668,0.20999999999999996,0.18666666666666665,,,0.7886666666666666,,
CHANNEL_V57,g711_ulaw,120,120,120,120,0.3666666666666667,0.25,0.41666666666666663,,,0.6416666666666667,,
CHANNEL_V57,g722_wb,120,120,120,120,0.39444444444444443,0.25,0.30000000000000004,,,0.6627777777777778,,
CHANNEL_V57,mp3_64k,67,67,58,59,0.19306418219461696,0.31034482758620685,0.271264367816092,0.9942528735632183,0.9936440677966102,0.7600196330406226,0.9939484706799142,0.7834125168045517
CHANNEL_V57,noisy_flac,66,66,58,58,0.33333333333333337,0.27586206896551724,0.24166666666666667,0.9741379310344828,1.0,0.7056609195402299,0.9870689655172413,0.7338017241379311
