WEIGHT,AXES,dev_ADS,dev_DELTA,factorial_ADS,factorial_DELTA,phone_ADS,phone_DELTA,yue_ADS,yue_DELTA,MIN_DELTA,MEAN_DELTA
0.125,file+voice+music,0.7615324675324676,0.007246753246753279,0.7832207792207792,0.005714285714285672,0.8674285714285714,0.04332142857142851,0.8715982935951379,0.020225426601215513,0.005714285714285672,0.019126973533420744
0.1,file+voice+music,0.7632467532467533,0.008961038961038947,0.7832207792207792,0.005714285714285672,0.8640714285714286,0.039964285714285674,0.8664850689574568,0.015112201963534466,0.005714285714285672,0.01743795308828619
0.15,file+voice+music,0.7615324675324676,0.007246753246753279,0.7805454545454544,0.0030389610389609523,0.8726071428571428,0.04849999999999988,0.8715982935951379,0.020225426601215513,0.0030389610389609523,0.019752785221732405
0.2,file+voice+music,0.7717922077922077,0.01750649350649336,0.7790649350649351,0.0015584415584416478,0.8814642857142857,0.05735714285714277,0.8715982935951379,0.020225426601215513,0.0015584415584416478,0.024161876130823323
0.05,file+voice+music,0.7588571428571429,0.00457142857142856,0.7783116883116884,0.0008051948051949198,0.8483214285714286,0.024214285714285633,0.8589289679756896,0.007556100981767289,0.0008051948051949198,0.0092867525181691
0.0,file+voice+music,0.7542857142857143,0.0,0.7775064935064935,0.0,0.8241071428571429,0.0,0.8513728669939223,0.0,0.0,0.0
0.025,file+voice+music,0.7594285714285715,0.005142857142857116,0.7765974025974027,-0.0009090909090907484,0.8370714285714286,0.01296428571428565,0.8589289679756896,0.007556100981767289,-0.0009090909090907484,0.006188538232454827
0.075,file+voice+music,0.7542857142857143,0.0,0.7756363636363637,-0.0018701298701297997,0.8561785714285715,0.03207142857142853,0.8589289679756896,0.007556100981767289,-0.0018701298701297997,0.009439349920766504
