fw,vw,mw,dev,factorial,phone,yue,min,mean
0.125,0.2,0.1,0.008961038961038947,0.008000000000000007,0.04232142857142862,0.020225426601215513,0.008000000000000007,0.019876973533420772
0.1,0.2,0.1,0.008961038961038947,0.008000000000000007,0.04146428571428573,0.009695535296867841,0.008000000000000007,0.01703021499304813
0.125,0.2,0.15,0.007246753246753279,0.008000000000000007,0.04607142857142854,0.020225426601215513,0.007246753246753279,0.020385902104849335
0.125,0.2,0.125,0.007246753246753279,0.008000000000000007,0.04382142857142857,0.020225426601215513,0.007246753246753279,0.01982340210484934
0.1,0.2,0.15,0.007246753246753279,0.008000000000000007,0.04521428571428565,0.009695535296867841,0.007246753246753279,0.017539143564476695
0.1,0.2,0.125,0.007246753246753279,0.008000000000000007,0.04296428571428568,0.009695535296867841,0.007246753246753279,0.0169766435644767
0.125,0.15,0.15,0.007246753246753279,0.006857142857142895,0.045571428571428485,0.020225426601215513,0.006857142857142895,0.019975187819135043
0.125,0.15,0.1,0.008961038961038947,0.006857142857142895,0.041821428571428454,0.020225426601215513,0.006857142857142895,0.019466259247706452
0.125,0.15,0.125,0.007246753246753279,0.006857142857142895,0.04332142857142851,0.020225426601215513,0.006857142857142895,0.01941268781913505
0.1,0.15,0.15,0.007246753246753279,0.006857142857142895,0.044714285714285595,0.009695535296867841,0.006857142857142895,0.017128429278762403
0.1,0.15,0.1,0.008961038961038947,0.006857142857142895,0.040964285714285564,0.009695535296867841,0.006857142857142895,0.016619500707333812
0.1,0.15,0.125,0.007246753246753279,0.006857142857142895,0.04246428571428562,0.009695535296867841,0.006857142857142895,0.01656592927876241
0.125,0.2,0.2,0.008961038961038947,0.006285714285714339,0.049071428571428544,0.020225426601215513,0.006285714285714339,0.021135902104849336
0.1,0.2,0.2,0.008961038961038947,0.006285714285714339,0.048214285714285654,0.009695535296867841,0.006285714285714339,0.018289143564476695
0.125,0.2,0.05,0.010675324675324727,0.006285714285714339,0.03707142857142853,0.015386716923796229,0.006285714285714339,0.017354796114065957
0.125,0.2,0.075,0.007246753246753279,0.006285714285714339,0.03857142857142848,0.015386716923796229,0.006285714285714339,0.01687265325692308
0.125,0.1,0.15,0.007246753246753279,0.005714285714285672,0.044571428571428484,0.025642093267882138,0.005714285714285672,0.020793640200087393
0.125,0.1,0.1,0.008961038961038947,0.005714285714285672,0.040821428571428564,0.025642093267882138,0.005714285714285672,0.02028471162865883
0.125,0.1,0.125,0.007246753246753279,0.005714285714285672,0.04232142857142851,0.025642093267882138,0.005714285714285672,0.0202311402000874
0.125,0.125,0.15,0.007246753246753279,0.005714285714285672,0.045571428571428485,0.020225426601215513,0.005714285714285672,0.019689473533420737
0.125,0.125,0.1,0.008961038961038947,0.005714285714285672,0.041821428571428454,0.020225426601215513,0.005714285714285672,0.019180544961992146
0.125,0.125,0.125,0.007246753246753279,0.005714285714285672,0.04332142857142851,0.020225426601215513,0.005714285714285672,0.019126973533420744
0.1,0.1,0.15,0.007246753246753279,0.005714285714285672,0.043714285714285595,0.015112201963534466,0.005714285714285672,0.017946881659714753
0.1,0.1,0.1,0.008961038961038947,0.005714285714285672,0.039964285714285674,0.015112201963534466,0.005714285714285672,0.01743795308828619
0.1,0.1,0.125,0.007246753246753279,0.005714285714285672,0.04146428571428562,0.015112201963534466,0.005714285714285672,0.01738438165971476
0.1,0.125,0.15,0.007246753246753279,0.005714285714285672,0.044714285714285595,0.009695535296867841,0.005714285714285672,0.016842714993048097
0.1,0.125,0.1,0.008961038961038947,0.005714285714285672,0.040964285714285564,0.009695535296867841,0.005714285714285672,0.016333786421619506
0.1,0.125,0.125,0.007246753246753279,0.005714285714285672,0.04246428571428562,0.009695535296867841,0.005714285714285672,0.016280214993048103
0.125,0.15,0.2,0.008961038961038947,0.005142857142857227,0.04857142857142849,0.020225426601215513,0.005142857142857227,0.020725187819135044
0.1,0.15,0.2,0.008961038961038947,0.005142857142857227,0.0477142857142856,0.009695535296867841,0.005142857142857227,0.017878429278762403
0.125,0.15,0.05,0.010675324675324727,0.005142857142857227,0.03657142857142848,0.015386716923796229,0.005142857142857227,0.016944081828351665
0.125,0.15,0.075,0.007246753246753279,0.005142857142857227,0.038071428571428534,0.015386716923796229,0.005142857142857227,0.016461938971208817
0.05,0.2,0.2,0.005142857142857005,0.0053766233766234794,0.038214285714285645,0.006978143992519947,0.005142857142857005,0.01392797755657152
0.05,0.2,0.1,0.005142857142857005,0.007090909090909148,0.03146428571428572,0.006978143992519947,0.005142857142857005,0.012669048985142956
0.05,0.15,0.1,0.005142857142857005,0.0059480519480519245,0.030964285714285555,0.006978143992519947,0.005142857142857005,0.012258334699428608
0.0,0.1,0.1,0.005142857142857005,0.005714285714285672,0.018750000000000044,0.009677419354838679,0.005142857142857005,0.00982114055299535
0.1,0.2,0.05,0.010675324675324727,0.006285714285714339,0.03621428571428564,0.004856825619448446,0.004856825619448446,0.014508037573693289
0.1,0.15,0.05,0.010675324675324727,0.005142857142857227,0.03571428571428559,0.004856825619448446,0.004856825619448446,0.014097323287978997
0.1,0.2,0.075,0.007246753246753279,0.006285714285714339,0.03771428571428559,0.004856825619448446,0.004856825619448446,0.014025894716550413
0.1,0.15,0.075,0.007246753246753279,0.005142857142857227,0.037214285714285644,0.004856825619448446,0.004856825619448446,0.013615180430836149
0.05,0.1,0.1,0.005142857142857005,0.004805194805194812,0.029964285714285666,0.012394810659186573,0.004805194805194812,0.013076787080381014
0.05,0.125,0.1,0.005142857142857005,0.004805194805194812,0.030964285714285555,0.006978143992519947,0.004805194805194812,0.01197262041371433
0.125,0.2,0.0,0.007246753246753279,0.004571428571428671,0.02657142857142858,0.010548007246376834,0.004571428571428671,0.01223440440899684
0.125,0.075,0.1,0.0055324675324675,0.00457142857142856,0.040821428571428564,0.025642093267882138,0.00457142857142856,0.01914185448580169
0.1,0.075,0.1,0.0055324675324675,0.00457142857142856,0.039964285714285674,0.015112201963534466,0.00457142857142856,0.01629509594542905
0.0,0.2,0.2,0.005142857142857005,0.006285714285714339,0.026999999999999913,0.004260752688172054,0.004260752688172054,0.010672331029185828
0.0,0.15,0.2,0.005142857142857005,0.005142857142857227,0.026499999999999968,0.004260752688172054,0.004260752688172054,0.010261616743471563
0.0,0.2,0.1,0.005142857142857005,0.008000000000000007,0.02024999999999988,0.004260752688172054,0.004260752688172054,0.009413402457757236
0.0,0.15,0.1,0.005142857142857005,0.006857142857142895,0.019749999999999934,0.004260752688172054,0.004260752688172054,0.009002688172042972
0.0,0.125,0.1,0.005142857142857005,0.005714285714285672,0.019749999999999934,0.004260752688172054,0.004260752688172054,0.008716973886328666
0.05,0.15,0.2,0.005142857142857005,0.004233766233766256,0.03771428571428559,0.006978143992519947,0.004233766233766256,0.0135172632708572
0.15,0.2,0.15,0.007246753246753279,0.0041818181818181754,0.04899999999999993,0.020225426601215513,0.0041818181818181754,0.020163499507446725
0.15,0.2,0.1,0.008961038961038947,0.0041818181818181754,0.04525000000000001,0.020225426601215513,0.0041818181818181754,0.019654570936018162
0.15,0.2,0.125,0.007246753246753279,0.0041818181818181754,0.04674999999999996,0.020225426601215513,0.0041818181818181754,0.01960099950744673
0.125,0.1,0.2,0.008961038961038947,0.0040000000000000036,0.04757142857142849,0.025642093267882138,0.0040000000000000036,0.021543640200087394
0.125,0.125,0.2,0.008961038961038947,0.0040000000000000036,0.04857142857142849,0.020225426601215513,0.0040000000000000036,0.020439473533420738
0.1,0.1,0.2,0.008961038961038947,0.0040000000000000036,0.0467142857142856,0.015112201963534466,0.0040000000000000036,0.018696881659714754
0.125,0.1,0.05,0.010675324675324727,0.0040000000000000036,0.035571428571428476,0.020803383590462854,0.0040000000000000036,0.017762534209304015
0.1,0.125,0.2,0.008961038961038947,0.0040000000000000036,0.0477142857142856,0.009695535296867841,0.0040000000000000036,0.017592714993048097
0.125,0.1,0.075,0.007246753246753279,0.0040000000000000036,0.03707142857142842,0.020803383590462854,0.0040000000000000036,0.01728039135216114
0.125,0.125,0.05,0.010675324675324727,0.0040000000000000036,0.03657142857142848,0.015386716923796229,0.0040000000000000036,0.01665836754263736
0.125,0.125,0.075,0.007246753246753279,0.0040000000000000036,0.038071428571428534,0.015386716923796229,0.0040000000000000036,0.01617622468549451
0.1,0.1,0.05,0.010675324675324727,0.0040000000000000036,0.034714285714285587,0.010273492286115071,0.0040000000000000036,0.014915775668931347
0.1,0.1,0.075,0.007246753246753279,0.0040000000000000036,0.03621428571428553,0.010273492286115071,0.0040000000000000036,0.014433632811788472
0.1,0.125,0.05,0.010675324675324727,0.0040000000000000036,0.03571428571428559,0.004856825619448446,0.0040000000000000036,0.013811609002264691
