fw,vw,mw,dev,factorial,phone,yue,min,mean
0.1,0.125,0.075,0.007246753246753279,0.0040000000000000036,0.037214285714285644,0.004856825619448446,0.0040000000000000036,0.013329466145121843
0.0,0.1,0.2,0.005142857142857005,0.0040000000000000036,0.025499999999999967,0.009677419354838679,0.0040000000000000036,0.011080069124423914
0.0,0.125,0.2,0.005142857142857005,0.0040000000000000036,0.026499999999999968,0.004260752688172054,0.0040000000000000036,0.009975902457757257
0.0,0.1,0.05,0.006857142857142784,0.0040000000000000036,0.013499999999999956,0.004838709677419395,0.0040000000000000036,0.007298963133640535
0.125,0.075,0.15,0.0038181818181818317,0.00457142857142856,0.044571428571428484,0.025642093267882138,0.0038181818181818317,0.019650783057230253
0.125,0.075,0.125,0.0038181818181818317,0.00457142857142856,0.04232142857142851,0.025642093267882138,0.0038181818181818317,0.01908828305723026
0.1,0.075,0.15,0.0038181818181818317,0.00457142857142856,0.043714285714285595,0.015112201963534466,0.0038181818181818317,0.016804024516857613
0.1,0.075,0.125,0.0038181818181818317,0.00457142857142856,0.04146428571428562,0.015112201963534466,0.0038181818181818317,0.01624152451685762
0.125,0.15,0.0,0.007246753246753279,0.0034285714285715585,0.026071428571428523,0.010548007246376834,0.0034285714285715585,0.011823690123282549
0.125,0.05,0.15,0.004961038961038944,0.0034285714285714475,0.04407142857142854,0.025642093267882138,0.0034285714285714475,0.019525783057230267
0.125,0.05,0.1,0.006675324675324612,0.0034285714285714475,0.04032142857142862,0.025642093267882138,0.0034285714285714475,0.019016854485801704
0.125,0.05,0.125,0.004961038961038944,0.0034285714285714475,0.041821428571428565,0.025642093267882138,0.0034285714285714475,0.018963283057230274
0.125,0.0,0.15,0.0038181818181818317,0.0034285714285714475,0.04157142857142848,0.025642093267882138,0.0034285714285714475,0.018615068771515975
0.125,0.0,0.1,0.0055324675324675,0.0034285714285714475,0.03782142857142845,0.025642093267882138,0.0034285714285714475,0.018106140200087384
0.125,0.0,0.125,0.0038181818181818317,0.0034285714285714475,0.03932142857142851,0.025642093267882138,0.0034285714285714475,0.01805256877151598
0.1,0.05,0.15,0.004961038961038944,0.0034285714285714475,0.04321428571428565,0.015112201963534466,0.0034285714285714475,0.016679024516857627
0.1,0.05,0.1,0.006675324675324612,0.0034285714285714475,0.03946428571428573,0.015112201963534466,0.0034285714285714475,0.016170095945429064
0.1,0.05,0.125,0.004961038961038944,0.0034285714285714475,0.040964285714285675,0.015112201963534466,0.0034285714285714475,0.016116524516857633
0.1,0.0,0.15,0.0038181818181818317,0.0034285714285714475,0.04071428571428559,0.015112201963534466,0.0034285714285714475,0.015768310231143334
0.1,0.0,0.1,0.0055324675324675,0.0034285714285714475,0.03696428571428556,0.015112201963534466,0.0034285714285714475,0.015259381659714744
0.1,0.0,0.125,0.0038181818181818317,0.0034285714285714475,0.03846428571428562,0.015112201963534466,0.0034285714285714475,0.01520581023114334
0.05,0.1,0.15,0.0034285714285713365,0.004805194805194812,0.033714285714285586,0.012394810659186573,0.0034285714285713365,0.013585715651809577
0.05,0.2,0.15,0.0034285714285713365,0.007090909090909148,0.03521428571428564,0.006978143992519947,0.0034285714285713365,0.013177977556571518
0.05,0.1,0.125,0.0034285714285713365,0.004805194805194812,0.03146428571428561,0.012394810659186573,0.0034285714285713365,0.013023215651809583
0.05,0.15,0.15,0.0034285714285713365,0.0059480519480519245,0.034714285714285587,0.006978143992519947,0.0034285714285713365,0.012767263270857199
0.05,0.2,0.125,0.0034285714285713365,0.007090909090909148,0.03296428571428567,0.006978143992519947,0.0034285714285713365,0.012615477556571525
0.05,0.125,0.15,0.0034285714285713365,0.004805194805194812,0.034714285714285587,0.006978143992519947,0.0034285714285713365,0.01248154898514292
0.05,0.15,0.125,0.0034285714285713365,0.0059480519480519245,0.03246428571428561,0.006978143992519947,0.0034285714285713365,0.012204763270857205
0.05,0.125,0.125,0.0034285714285713365,0.004805194805194812,0.03246428571428561,0.006978143992519947,0.0034285714285713365,0.011919048985142927
0.0,0.1,0.15,0.0034285714285713365,0.005714285714285672,0.022499999999999964,0.009677419354838679,0.0034285714285713365,0.010330069124423913
0.0,0.2,0.15,0.0034285714285713365,0.008000000000000007,0.02399999999999991,0.004260752688172054,0.0034285714285713365,0.009922331029185827
0.0,0.1,0.125,0.0034285714285713365,0.005714285714285672,0.02024999999999999,0.009677419354838679,0.0034285714285713365,0.00976756912442392
0.0,0.15,0.15,0.0034285714285713365,0.006857142857142895,0.023499999999999965,0.004260752688172054,0.0034285714285713365,0.009511616743471563
0.0,0.2,0.125,0.0034285714285713365,0.008000000000000007,0.021749999999999936,0.004260752688172054,0.0034285714285713365,0.009359831029185833
0.0,0.125,0.15,0.0034285714285713365,0.005714285714285672,0.023499999999999965,0.004260752688172054,0.0034285714285713365,0.009225902457757257
0.0,0.15,0.125,0.0034285714285713365,0.006857142857142895,0.02124999999999999,0.004260752688172054,0.0034285714285713365,0.008949116743471569
0.0,0.125,0.125,0.0034285714285713365,0.005714285714285672,0.02124999999999999,0.004260752688172054,0.0034285714285713365,0.008663402457757263
0.0,0.1,0.075,0.0034285714285713365,0.0040000000000000036,0.014999999999999902,0.004838709677419395,0.0034285714285713365,0.006816820276497659
0.2,0.2,0.15,0.01579220779220769,0.003272727272727316,0.05435714285714277,0.020225426601215513,0.003272727272727316,0.023411876130823323
0.2,0.2,0.1,0.01750649350649336,0.003272727272727316,0.05060714285714285,0.020225426601215513,0.003272727272727316,0.02290294755939476
0.2,0.2,0.125,0.01579220779220769,0.003272727272727316,0.052107142857142796,0.020225426601215513,0.003272727272727316,0.02284937613082333
0.075,0.2,0.15,0.0034285714285713365,0.003272727272727316,0.04107142857142854,0.006978143992519947,0.003272727272727316,0.013687717816311784
0.075,0.2,0.1,0.005142857142857005,0.003272727272727316,0.037321428571428505,0.006978143992519947,0.003272727272727316,0.013178789244883193
0.075,0.2,0.125,0.0034285714285713365,0.003272727272727316,0.03882142857142856,0.006978143992519947,0.003272727272727316,0.01312521781631179
0.05,0.1,0.2,0.005142857142857005,0.003090909090909144,0.03671428571428559,0.012394810659186573,0.003090909090909144,0.014335715651809577
0.05,0.125,0.2,0.005142857142857005,0.003090909090909144,0.03771428571428559,0.006978143992519947,0.003090909090909144,0.013231548985142921
0.05,0.1,0.05,0.006857142857142784,0.003090909090909144,0.024714285714285578,0.007556100981767289,0.003090909090909144,0.010554609661026199
0.05,0.1,0.075,0.0034285714285713365,0.003090909090909144,0.026214285714285523,0.007556100981767289,0.003090909090909144,0.010072466803883323
0.15,0.15,0.15,0.007246753246753279,0.0030389610389609523,0.04849999999999988,0.020225426601215513,0.0030389610389609523,0.019752785221732405
0.15,0.15,0.1,0.008961038961038947,0.0030389610389609523,0.044749999999999845,0.020225426601215513,0.0030389610389609523,0.019243856650303814
0.15,0.15,0.125,0.007246753246753279,0.0030389610389609523,0.0462499999999999,0.020225426601215513,0.0030389610389609523,0.01919028522173241
0.125,0.075,0.2,0.0055324675324675,0.0028571428571428914,0.04757142857142849,0.025642093267882138,0.0028571428571428914,0.020400783057230254
0.1,0.075,0.2,0.0055324675324675,0.0028571428571428914,0.0467142857142856,0.015112201963534466,0.0028571428571428914,0.017554024516857614
0.125,0.075,0.05,0.007246753246753168,0.0028571428571428914,0.035571428571428476,0.020803383590462854,0.0028571428571428914,0.016619677066446847
0.125,0.075,0.075,0.0038181818181818317,0.0028571428571428914,0.03707142857142842,0.020803383590462854,0.0028571428571428914,0.016137534209304
0.1,0.075,0.05,0.007246753246753168,0.0028571428571428914,0.034714285714285587,0.010273492286115071,0.0028571428571428914,0.01377291852607418
0.1,0.075,0.075,0.0038181818181818317,0.0028571428571428914,0.03621428571428553,0.010273492286115071,0.0028571428571428914,0.013290775668931332
0.0,0.075,0.05,0.0034285714285714475,0.0028571428571428914,0.013499999999999956,0.004838709677419395,0.0028571428571428914,0.006156105990783423
0.0,0.05,0.1,0.0028571428571427804,0.0034285714285714475,0.018249999999999877,0.009677419354838679,0.0028571428571427804,0.008553283410138196
0.05,0.05,0.1,0.0028571428571427804,0.002519480519480588,0.02946428571428572,0.012394810659186573,0.002519480519480588,0.011808929937523915
0.15,0.2,0.2,0.008961038961038947,0.002467532467532507,0.051999999999999935,0.020225426601215513,0.002467532467532507,0.020913499507446726
0.15,0.2,0.05,0.010675324675324727,0.002467532467532507,0.039999999999999925,0.015386716923796229,0.002467532467532507,0.017132393516663347
0.15,0.2,0.075,0.007246753246753279,0.002467532467532507,0.04149999999999987,0.015386716923796229,0.002467532467532507,0.01665025065952047
0.125,0.1,0.0,0.007246753246753279,0.0022857142857142243,0.025071428571428522,0.01596467391304346,0.0022857142857142243,0.012642142504234871
0.125,0.125,0.0,0.007246753246753279,0.0022857142857142243,0.026071428571428523,0.010548007246376834,0.0022857142857142243,0.011537975837568215
0.1,0.1,0.0,0.007246753246753279,0.0022857142857142243,0.024214285714285633,0.005434782608695676,0.0022857142857142243,0.009795383963862203
0.05,0.2,0.05,0.006857142857142784,0.0053766233766234794,0.026214285714285634,0.0021394343151006634,0.0021394343151006634,0.01014687156578814
0.05,0.15,0.05,0.006857142857142784,0.004233766233766256,0.02571428571428558,0.0021394343151006634,0.0021394343151006634,0.00973615728007382
0.05,0.2,0.075,0.0034285714285713365,0.0053766233766234794,0.02771428571428558,0.0021394343151006634,0.0021394343151006634,0.009664728708645265
0.05,0.125,0.05,0.006857142857142784,0.003090909090909144,0.02571428571428558,0.0021394343151006634,0.0021394343151006634,0.009450442994359542
0.05,0.15,0.075,0.0034285714285713365,0.004233766233766256,0.027214285714285635,0.0021394343151006634,0.0021394343151006634,0.009254014422930973
0.05,0.125,0.075,0.0034285714285713365,0.003090909090909144,0.027214285714285635,0.0021394343151006634,0.0021394343151006634,0.008968300137216695
0.2,0.15,0.15,0.01579220779220769,0.002129870129870204,0.053857142857142826,0.020225426601215513,0.002129870129870204,0.023001161845109058
0.2,0.15,0.1,0.01750649350649336,0.002129870129870204,0.050107142857142906,0.020225426601215513,0.002129870129870204,0.022492233273680495
0.2,0.15,0.125,0.01579220779220769,0.002129870129870204,0.05160714285714285,0.020225426601215513,0.002129870129870204,0.022438661845109065
0.075,0.15,0.15,0.0034285714285713365,0.002129870129870204,0.04057142857142848,0.006978143992519947,0.002129870129870204,0.013277003530597492
0.075,0.15,0.1,0.005142857142857005,0.002129870129870204,0.03682142857142856,0.006978143992519947,0.002129870129870204,0.012768074959168929
0.075,0.15,0.125,0.0034285714285713365,0.002129870129870204,0.038321428571428506,0.006978143992519947,0.002129870129870204,0.012714503530597498
0.05,0.075,0.05,0.0034285714285714475,0.001948051948052032,0.024714285714285578,0.007556100981767289,0.001948051948052032,0.009411752518169086
0.15,0.1,0.15,0.007246753246753279,0.0018961038961038401,0.047499999999999876,0.025642093267882138,0.0018961038961038401,0.020571237602684783
0.15,0.1,0.1,0.008961038961038947,0.0018961038961038401,0.043749999999999956,0.025642093267882138,0.0018961038961038401,0.02006230903125622
0.15,0.1,0.125,0.007246753246753279,0.0018961038961038401,0.0452499999999999,0.025642093267882138,0.0018961038961038401,0.02000873760268479
0.15,0.125,0.15,0.007246753246753279,0.0018961038961038401,0.04849999999999988,0.020225426601215513,0.0018961038961038401,0.019467070936018127
0.15,0.125,0.1,0.008961038961038947,0.0018961038961038401,0.044749999999999845,0.020225426601215513,0.0018961038961038401,0.018958142364589536
0.15,0.125,0.125,0.007246753246753279,0.0018961038961038401,0.0462499999999999,0.020225426601215513,0.0018961038961038401,0.018904570936018134
0.125,0.05,0.2,0.006675324675324612,0.0017142857142857792,0.04707142857142854,0.025642093267882138,0.0017142857142857792,0.020275783057230268
0.125,0.0,0.2,0.0055324675324675,0.0017142857142857792,0.044571428571428484,0.025642093267882138,0.0017142857142857792,0.019365068771515975
0.1,0.05,0.2,0.006675324675324612,0.0017142857142857792,0.04621428571428565,0.015112201963534466,0.0017142857142857792,0.017429024516857627
0.1,0.0,0.2,0.0055324675324675,0.0017142857142857792,0.043714285714285595,0.015112201963534466,0.0017142857142857792,0.016518310231143335
0.125,0.05,0.05,0.00838961038961028,0.0017142857142857792,0.03507142857142853,0.020803383590462854,0.0017142857142857792,0.01649467706644686
0.125,0.05,0.075,0.004961038961038944,0.0017142857142857792,0.03657142857142848,0.020803383590462854,0.0017142857142857792,0.016012534209304013
0.125,0.0,0.05,0.007246753246753168,0.0017142857142857792,0.032571428571428473,0.020803383590462854,0.0017142857142857792,0.015583962780732569
0.125,0.0,0.075,0.0038181818181818317,0.0017142857142857792,0.03407142857142853,0.020803383590462854,0.0017142857142857792,0.015101819923589749
0.1,0.05,0.05,0.00838961038961028,0.0017142857142857792,0.03421428571428564,0.010273492286115071,0.0017142857142857792,0.013647918526074193
0.1,0.05,0.075,0.004961038961038944,0.0017142857142857792,0.03571428571428559,0.010273492286115071,0.0017142857142857792,0.013165775668931345
0.1,0.0,0.05,0.007246753246753168,0.0017142857142857792,0.031714285714285584,0.010273492286115071,0.0017142857142857792,0.0127372042403599
0.1,0.0,0.075,0.0038181818181818317,0.0017142857142857792,0.03321428571428564,0.010273492286115071,0.0017142857142857792,0.01225506138321708
0.0,0.05,0.2,0.0028571428571427804,0.0017142857142857792,0.02499999999999991,0.009677419354838679,0.0017142857142857792,0.009812211981566787
0.0,0.05,0.05,0.00457142857142856,0.0017142857142857792,0.0129999999999999,0.004838709677419395,0.0017142857142857792,0.006031105990783409
0.0,0.0,0.05,0.0034285714285714475,0.0017142857142857792,0.010499999999999954,0.004838709677419395,0.0017142857142857792,0.005120391705069144
0.05,0.075,0.2,0.0017142857142856682,0.001948051948052032,0.03671428571428559,0.012394810659186573,0.0017142857142856682,0.013192858508952465
0.05,0.075,0.1,0.0017142857142856682,0.0036623376623377,0.029964285714285666,0.012394810659186573,0.0017142857142856682,0.011933929937523902
0.05,0.0,0.1,0.0017142857142856682,0.002519480519480588,0.026964285714285552,0.012394810659186573,0.0017142857142856682,0.010898215651809595
0.0,0.075,0.2,0.0017142857142856682,0.0028571428571428914,0.025499999999999967,0.009677419354838679,0.0017142857142856682,0.009937211981566801
0.0,0.0,0.2,0.0017142857142856682,0.0017142857142857792,0.022499999999999964,0.009677419354838679,0.0017142857142856682,0.008901497695852523
0.0,0.075,0.1,0.0017142857142856682,0.00457142857142856,0.018750000000000044,0.009677419354838679,0.0017142857142856682,0.008678283410138238
0.0,0.0,0.1,0.0017142857142856682,0.0034285714285714475,0.01574999999999993,0.009677419354838679,0.0017142857142856682,0.007642569124423931
0.2,0.2,0.2,0.01750649350649336,0.0015584415584416478,0.05735714285714277,0.020225426601215513,0.0015584415584416478,0.024161876130823323
0.2,0.2,0.05,0.01922077922077914,0.0015584415584416478,0.04535714285714276,0.015386716923796229,0.0015584415584416478,0.020380770140039944
0.2,0.2,0.075,0.01579220779220769,0.0015584415584416478,0.04685714285714271,0.015386716923796229,0.0015584415584416478,0.01989862728289707
0.075,0.2,0.2,0.005142857142857005,0.0015584415584416478,0.04407142857142854,0.006978143992519947,0.0015584415584416478,0.014437717816311785
0.075,0.2,0.05,0.006857142857142784,0.0015584415584416478,0.03207142857142853,0.0021394343151006634,0.0015584415584416478,0.010656611825528406
0.075,0.2,0.075,0.0034285714285713365,0.0015584415584416478,0.033571428571428585,0.0021394343151006634,0.0015584415584416478,0.010174468968385558
0.05,0.1,0.0,0.0034285714285713365,0.001376623376623476,0.014214285714285624,0.0027173913043478937,0.001376623376623476,0.0054342179559570825
0.15,0.15,0.2,0.008961038961038947,0.001324675324675284,0.05149999999999988,0.020225426601215513,0.001324675324675284,0.020502785221732406
0.15,0.15,0.05,0.010675324675324727,0.001324675324675284,0.03949999999999987,0.015386716923796229,0.001324675324675284,0.016721679230949027
0.15,0.15,0.075,0.007246753246753279,0.001324675324675284,0.040999999999999925,0.015386716923796229,0.001324675324675284,0.01623953637380618
0.05,0.05,0.15,0.0011428571428571122,0.002519480519480588,0.03321428571428564,0.012394810659186573,0.0011428571428571122,0.012317858508952478
0.05,0.05,0.125,0.0011428571428571122,0.002519480519480588,0.030964285714285666,0.012394810659186573,0.0011428571428571122,0.011755358508952485
0.125,0.075,0.0,0.0038181818181818317,0.0011428571428571122,0.025071428571428522,0.01596467391304346,0.0011428571428571122,0.011499285361377731
0.0,0.05,0.15,0.0011428571428571122,0.0034285714285714475,0.02199999999999991,0.009677419354838679,0.0011428571428571122,0.009062211981566787
0.1,0.075,0.0,0.0038181818181818317,0.0011428571428571122,0.024214285714285633,0.005434782608695676,0.0011428571428571122,0.008652526821005063
0.0,0.05,0.125,0.0011428571428571122,0.0034285714285714475,0.019749999999999934,0.009677419354838679,0.0011428571428571122,0.008499711981566793
0.0,0.05,0.075,0.0011428571428571122,0.0017142857142857792,0.014499999999999957,0.004838709677419395,0.0011428571428571122,0.005548963133640561
0.2,0.1,0.15,0.01579220779220769,0.0009870129870129807,0.052857142857142825,0.025642093267882138,0.0009870129870129807,0.02381961422606141
0.2,0.1,0.1,0.01750649350649336,0.0009870129870129807,0.049107142857142794,0.025642093267882138,0.0009870129870129807,0.023310685654632818
0.2,0.1,0.125,0.01579220779220769,0.0009870129870129807,0.05060714285714285,0.025642093267882138,0.0009870129870129807,0.023257114226061415
0.2,0.125,0.15,0.01579220779220769,0.0009870129870129807,0.053857142857142826,0.020225426601215513,0.0009870129870129807,0.022715447559394752
0.2,0.125,0.1,0.01750649350649336,0.0009870129870129807,0.050107142857142906,0.020225426601215513,0.0009870129870129807,0.02220651898796619
0.2,0.125,0.125,0.01579220779220769,0.0009870129870129807,0.05160714285714285,0.020225426601215513,0.0009870129870129807,0.02215294755939476
0.075,0.1,0.15,0.0034285714285713365,0.0009870129870129807,0.03957142857142848,0.012394810659186573,0.0009870129870129807,0.014095455911549842
0.075,0.1,0.1,0.005142857142857005,0.0009870129870129807,0.03582142857142845,0.012394810659186573,0.0009870129870129807,0.013586527340121252
0.075,0.1,0.125,0.0034285714285713365,0.0009870129870129807,0.037321428571428505,0.012394810659186573,0.0009870129870129807,0.013532955911549849
0.075,0.125,0.15,0.0034285714285713365,0.0009870129870129807,0.04057142857142848,0.006978143992519947,0.0009870129870129807,0.012991289244883186
0.075,0.125,0.1,0.005142857142857005,0.0009870129870129807,0.03682142857142856,0.006978143992519947,0.0009870129870129807,0.012482360673454623
0.075,0.125,0.125,0.0034285714285713365,0.0009870129870129807,0.038321428571428506,0.006978143992519947,0.0009870129870129807,0.012428789244883193
0.05,0.05,0.2,0.0028571428571427804,0.0008051948051949198,0.03621428571428564,0.012394810659186573,0.0008051948051949198,0.013067858508952479
0.05,0.0,0.2,0.0017142857142856682,0.0008051948051949198,0.033714285714285586,0.012394810659186573,0.0008051948051949198,0.012157144223238187
0.05,0.05,0.05,0.00457142857142856,0.0008051948051949198,0.024214285714285633,0.007556100981767289,0.0008051948051949198,0.0092867525181691
0.05,0.05,0.075,0.0011428571428571122,0.0008051948051949198,0.02571428571428558,0.007556100981767289,0.0008051948051949198,0.008804609661026225
0.05,0.0,0.05,0.0034285714285714475,0.0008051948051949198,0.021714285714285575,0.007556100981767289,0.0008051948051949198,0.008376038232454808
