DATASET,METHOD,GROUP,VALUE,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
phone,v18,ALL,ALL,1200,1200.0,800.0,800.0,0.2582857142857143,0.16749999999999998,0.345,0.956603125,0.9840593750000001,0.7338571428571429,0.9703312500000001,0.7575045535714287
phone,v18,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.32166666666666666,0.21999999999999997,0.41500000000000004,,,0.6706666666666667,,
phone,v18,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.255,,0.28,,,,,
phone,v18,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.050000000000000024,0.06499999999999997,,,,,,
phone,v18,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.1902857142857143,0.08999999999999998,0.30000000000000004,0.9617,0.9845000000000002,0.7968571428571428,0.9731000000000001,0.8144814285714286
phone,v18,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.1902857142857143,0.06999999999999998,0.27,0.9618,0.9813000000000001,0.8098571428571428,0.97155,0.8260264285714286
phone,v18,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.44685714285714284,0.24,0.36,0.9662,0.9826500000000001,0.6205714285714286,0.9744250000000001,0.6559567857142857
phone,v18,CHANNEL,resample8k,300,300.0,200.0,200.0,0.19999999999999998,0.050000000000000024,0.35,0.94465,0.9887999999999999,0.7850000000000001,0.966725,0.8031725000000001
phone,v18,CONDITION,simultaneous,400,400.0,400.0,400.0,0.32166666666666666,0.21999999999999997,0.41500000000000004,,,0.6706666666666667,,
phone,v18,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.255,,0.28,,,,,
phone,v18,CONDITION,speech_only,400,400.0,400.0,0.0,0.050000000000000024,0.06499999999999997,,,,,,
phone,v18,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.24,,,,,,
phone,v18,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.19999999999999998,,,,,,
phone,v18,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.35,,,,,
phone,v18,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.49,,,,,
phone,v18,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.31999999999999995,,,,,,,
phone,v18,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.37,,,,,,,
phone,v18,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.30000000000000004,,,,,,,
phone,v18_inv4_conservative,ALL,ALL,1200,1200.0,800.0,800.0,0.17171428571428568,0.14500000000000002,0.23250000000000004,0.956603125,0.9840593750000001,0.8153928571428571,0.9703312500000001,0.8308866964285715
phone,v18_inv4_conservative,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.22166666666666668,0.19999999999999998,0.29500000000000004,,,0.7606666666666667,,
phone,v18_inv4_conservative,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.08999999999999998,,0.17000000000000004,,,,,
phone,v18_inv4_conservative,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.04500000000000002,0.03500000000000002,,,,,,
phone,v18_inv4_conservative,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.11314285714285716,0.08999999999999998,0.24,0.9617,0.9845000000000002,0.8534285714285714,0.9731000000000001,0.8653957142857143
phone,v18_inv4_conservative,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.10342857142857143,0.060000000000000026,0.21999999999999997,0.9618,0.9813000000000001,0.8702857142857143,0.97155,0.8804121428571429
phone,v18_inv4_conservative,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.3902857142857143,0.20999999999999996,0.20999999999999996,0.9662,0.9826500000000001,0.6998571428571428,0.9744250000000001,0.7273139285714285
phone,v18_inv4_conservative,CHANNEL,resample8k,300,300.0,200.0,200.0,0.12971428571428573,0.050000000000000024,0.22999999999999998,0.94465,0.9887999999999999,0.8561428571428572,0.966725,0.8672010714285714
phone,v18_inv4_conservative,CONDITION,simultaneous,400,400.0,400.0,400.0,0.22166666666666668,0.19999999999999998,0.29500000000000004,,,0.7606666666666667,,
phone,v18_inv4_conservative,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.08999999999999998,,0.17000000000000004,,,,,
phone,v18_inv4_conservative,CONDITION,speech_only,400,400.0,400.0,0.0,0.04500000000000002,0.03500000000000002,,,,,,
phone,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.22999999999999998,,,,,,
phone,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.18000000000000002,,,,,,
phone,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.27,,,,,
phone,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.36,,,,,
phone,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.32999999999999996,,,,,,,
phone,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.21999999999999997,,,,,,,
phone,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.18000000000000002,,,,,,,
phone,v18_inv4_scalar_w30,ALL,ALL,1200,1200.0,800.0,800.0,0.13242857142857145,0.135,0.10999999999999999,0.956603125,0.9840593750000001,0.8737857142857143,0.9703312500000001,0.8834402678571429
phone,v18_inv4_scalar_w30,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.20833333333333331,0.19999999999999998,0.16500000000000004,,,0.8063333333333333,,
phone,v18_inv4_scalar_w30,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.060000000000000026,,0.050000000000000024,,,,,
phone,v18_inv4_scalar_w30,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
phone,v18_inv4_scalar_w30,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.0965714285714286,0.08999999999999998,0.08999999999999998,0.9617,0.9845000000000002,0.9067142857142857,0.9731000000000001,0.9133528571428572
phone,v18_inv4_scalar_w30,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.0897142857142857,0.06999999999999998,0.09999999999999999,0.9618,0.9813000000000001,0.9111428571428571,0.97155,0.9171835714285714
phone,v18_inv4_scalar_w30,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.23314285714285715,0.20999999999999996,0.12,0.9662,0.9826500000000001,0.8054285714285715,0.9744250000000001,0.8223282142857143
phone,v18_inv4_scalar_w30,CHANNEL,resample8k,300,300.0,200.0,200.0,0.11314285714285716,0.060000000000000026,0.08999999999999998,0.94465,0.9887999999999999,0.9044285714285715,0.966725,0.9106582142857143
phone,v18_inv4_scalar_w30,CONDITION,simultaneous,400,400.0,400.0,400.0,0.20833333333333331,0.19999999999999998,0.16500000000000004,,,0.8063333333333333,,
phone,v18_inv4_scalar_w30,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.060000000000000026,,0.050000000000000024,,,,,
phone,v18_inv4_scalar_w30,CONDITION,speech_only,400,400.0,400.0,0.0,0.04000000000000002,0.04000000000000002,,,,,,
phone,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.21999999999999997,,,,,,
phone,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.17000000000000004,,,,,,
phone,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.16000000000000003,,,,,
phone,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.16000000000000003,,,,,
phone,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.33999999999999997,,,,,,,
phone,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.16000000000000003,,,,,,,
phone,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.09999999999999999,,,,,,,
phone,v18_inv4_local_maximin,ALL,ALL,1200,1200.0,800.0,800.0,0.11171428571428571,0.15249999999999997,0.06499999999999997,0.956603125,0.9840593750000001,0.8941428571428571,0.9703312500000001,0.9017616964285715
phone,v18_inv4_local_maximin,AUDIO_TYPE,mixed,400,400.0,400.0,400.0,0.18166666666666667,0.20999999999999996,0.09499999999999999,,,0.8386666666666667,,
phone,v18_inv4_local_maximin,AUDIO_TYPE,music,400,400.0,0.0,400.0,0.04500000000000002,,0.04500000000000002,,,,,
phone,v18_inv4_local_maximin,AUDIO_TYPE,voice,400,400.0,400.0,0.0,0.12,0.04500000000000002,,,,,,
phone,v18_inv4_local_maximin,CHANNEL,g711_ulaw,300,300.0,200.0,200.0,0.11314285714285716,0.08999999999999998,0.04000000000000002,0.9617,0.9845000000000002,0.9134285714285715,0.9731000000000001,0.9193957142857143
phone,v18_inv4_local_maximin,CHANNEL,g726_24k,300,300.0,200.0,200.0,0.11028571428571426,0.060000000000000026,0.07999999999999999,0.9618,0.9813000000000001,0.9088571428571428,0.97155,0.9151264285714286
phone,v18_inv4_local_maximin,CHANNEL,opus_nb_8k,300,300.0,200.0,200.0,0.12685714285714284,0.20999999999999996,0.06999999999999998,0.9662,0.9826500000000001,0.8735714285714287,0.9744250000000001,0.8836567857142859
phone,v18_inv4_local_maximin,CHANNEL,resample8k,300,300.0,200.0,200.0,0.12685714285714284,0.050000000000000024,0.060000000000000026,0.94465,0.9887999999999999,0.9085714285714286,0.966725,0.9143867857142858
phone,v18_inv4_local_maximin,CONDITION,simultaneous,400,400.0,400.0,400.0,0.18166666666666667,0.20999999999999996,0.09499999999999999,,,0.8386666666666667,,
phone,v18_inv4_local_maximin,CONDITION,source_disjoint,400,400.0,0.0,400.0,0.04500000000000002,,0.04500000000000002,,,,,
phone,v18_inv4_local_maximin,CONDITION,speech_only,400,400.0,400.0,0.0,0.12,0.04500000000000002,,,,,,
phone,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,0,200,,,,,0.22999999999999998,,,,,,
phone,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,1,200,,,,,0.18000000000000002,,,,,,
phone,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,0,200,,,,,,0.10999999999999999,,,,,
phone,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,1,200,,,,,,0.07999999999999999,,,,,
phone,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,fake_voice_real_music,200,,,,0.33999999999999997,,,,,,,
phone,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,real_voice_fake_music,200,,,,0.08999999999999998,,,,,,,
phone,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,both_fake,200,,,,0.050000000000000024,,,,,,,
yue,v18,ALL,ALL,124,124.0,108.0,124.0,0.1861413043478261,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.828448165030388,,
yue,v18,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.21130952380952384,0.10208333333333333,0.20370370370370372,,,0.8128174603174603,,
yue,v18,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.3541666666666667,0.25,0.375,,,0.6604166666666667,,
yue,v18,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v18,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.125,0.0,0.125,,,0.8999999999999999,,
yue,v18,MIX_MODE,sequential,32,32.0,32.0,32.0,0.020833333333333315,0.0625,0.0625,,,0.9583333333333334,,
yue,v18,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.1861413043478261,0.10208333333333333,0.19354838709677422,0.9837962962962963,,0.828448165030388,,
yue,v18,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v18,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v18,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.20833333333333337,,,,,
yue,v18,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.20416666666666666,,,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v18,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.07499999999999998,,,,,,,
yue,v18_inv4_conservative,ALL,ALL,124,124.0,108.0,124.0,0.14877717391304346,0.12916666666666665,0.16129032258064513,0.9837962962962963,,0.8513909829359514,,
yue,v18_inv4_conservative,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.1607142857142857,0.12916666666666665,0.1851851851851852,,,0.8382539682539683,,
yue,v18_inv4_conservative,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_conservative,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.3541666666666667,0.3125,0.25,,,0.6854166666666666,,
yue,v18_inv4_conservative,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_conservative,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v18_inv4_conservative,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.125,,,0.9520833333333334,,
yue,v18_inv4_conservative,MIX_MODE,sequential,32,32.0,32.0,32.0,0.020833333333333315,0.0625,0.0625,,,0.9583333333333334,,
yue,v18_inv4_conservative,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.14877717391304346,0.12916666666666665,0.16129032258064513,0.9837962962962963,,0.8513909829359514,,
yue,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v18_inv4_conservative,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.12916666666666665,,,,,,
yue,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.16666666666666663,,,,,
yue,v18_inv4_conservative,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.1333333333333333,,,,,
yue,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.20416666666666666,,,,,,,
yue,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.16666666666666663,,,,,,,
yue,v18_inv4_conservative,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
yue,v18_inv4_scalar_w30,ALL,ALL,124,124.0,108.0,124.0,0.14877717391304346,0.12916666666666665,0.12903225806451613,0.9837962962962963,,0.8610684022907902,,
yue,v18_inv4_scalar_w30,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.1607142857142857,0.12916666666666665,0.14814814814814814,,,0.8493650793650793,,
yue,v18_inv4_scalar_w30,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_scalar_w30,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.375,0.3125,0.125,,,0.7125,,
yue,v18_inv4_scalar_w30,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_scalar_w30,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v18_inv4_scalar_w30,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.020833333333333315,0.0,0.125,,,0.9520833333333334,,
yue,v18_inv4_scalar_w30,MIX_MODE,sequential,32,32.0,32.0,32.0,0.0,0.0625,0.0625,,,0.96875,,
yue,v18_inv4_scalar_w30,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.14877717391304346,0.12916666666666665,0.12903225806451613,0.9837962962962963,,0.8610684022907902,,
yue,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v18_inv4_scalar_w30,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.16666666666666663,,,,,,
yue,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.125,,,,,
yue,v18_inv4_scalar_w30,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.1333333333333333,,,,,
yue,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.24166666666666664,,,,,,,
yue,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.16666666666666663,,,,,,,
yue,v18_inv4_scalar_w30,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.03749999999999999,,,,,,,
yue,v18_inv4_local_maximin,ALL,ALL,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.09677419354838711,0.9837962962962963,,0.8707277057035998,,
yue,v18_inv4_local_maximin,AUDIO_TYPE,mixed,108,108.0,108.0,108.0,0.17261904761904762,0.10208333333333333,0.11111111111111113,,,0.8599404761904761,,
yue,v18_inv4_local_maximin,AUDIO_TYPE,music,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_local_maximin,MIX_MODE,concurrent,32,32.0,32.0,32.0,0.375,0.25,0.0625,,,0.74375,,
yue,v18_inv4_local_maximin,MIX_MODE,music_only,16,16.0,0.0,16.0,0.0,,0.0,,,,,
yue,v18_inv4_local_maximin,MIX_MODE,native_yue_vocal,12,12.0,12.0,12.0,,,0.0,,,,,
yue,v18_inv4_local_maximin,MIX_MODE,partial_overlap,32,32.0,32.0,32.0,0.125,0.0,0.0625,,,0.91875,,
yue,v18_inv4_local_maximin,MIX_MODE,sequential,32,32.0,32.0,32.0,0.020833333333333315,0.0625,0.0,,,0.9770833333333333,,
yue,v18_inv4_local_maximin,CONDITION,clean_separator_free,124,124.0,108.0,124.0,0.15964673913043476,0.10208333333333333,0.09677419354838711,0.9837962962962963,,0.8707277057035998,,
yue,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,0,54,,,,,0.09166666666666665,,,,,,
yue,v18_inv4_local_maximin,VOICE_EER_GIVEN_MUSIC_FAKE,1,54,,,,,0.09166666666666665,,,,,,
yue,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,0,48,,,,,,0.041666666666666644,,,,,
yue,v18_inv4_local_maximin,MUSIC_EER_GIVEN_VOICE_FAKE,1,60,,,,,,0.16666666666666663,,,,,
yue,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,fake_voice_real_music,54,,,,0.25833333333333336,,,,,,,
yue,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,real_voice_fake_music,48,,,,0.20833333333333337,,,,,,,
yue,v18_inv4_local_maximin,FILE_EER_REAL_REAL_VS,both_fake,54,,,,0.07499999999999998,,,,,,,
