FILE_WEIGHT,VOICE_WEIGHT,MUSIC_WEIGHT,dev_ADS,dev_DELTA,factorial_ADS,factorial_DELTA,phone_ADS,phone_DELTA,yue_ADS,yue_DELTA,MIN_DELTA,MEAN_DELTA
0.75,0.1,0.75,0.7546753246753247,0.05675324675324678,0.7840259740259741,0.03851948051948051,0.8941428571428571,0.16028571428571425,0.8707277057035998,0.042279540673211824,0.03851948051948051,0.07445949555791334
0.75,0.1,0.6,0.752961038961039,0.05503896103896111,0.7840259740259741,0.03851948051948051,0.8903928571428572,0.15653571428571433,0.8707277057035998,0.042279540673211824,0.03851948051948051,0.07309342412934194
0.6,0.25,0.75,0.7517662337662337,0.053844155844155805,0.7836363636363637,0.038129870129870125,0.8971428571428572,0.16328571428571437,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.07371000139265835
0.4,0.25,0.75,0.7508571428571428,0.052935064935064835,0.7836363636363637,0.038129870129870125,0.8942142857142859,0.16035714285714298,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.07275058580824276
0.6,0.25,0.6,0.7500519480519481,0.05212987012987014,0.7836363636363637,0.038129870129870125,0.8933928571428571,0.15953571428571423,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.0723439299640869
0.4,0.25,0.6,0.7491428571428571,0.05122077922077917,0.7836363636363637,0.038129870129870125,0.8904642857142857,0.15660714285714283,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.0713845143796713
0.3,0.25,0.75,0.7470389610389611,0.049116883116883114,0.7836363636363637,0.038129870129870125,0.8867857142857143,0.1529285714285714,0.8707458216456287,0.042297656615240764,0.038129870129870125,0.07061824532264135
0.3,0.25,0.6,0.7453246753246754,0.047402597402597446,0.7836363636363637,0.038129870129870125,0.8830357142857144,0.1491785714285715,0.8707458216456287,0.042297656615240764,0.038129870129870125,0.06925217389406996
0.25,0.25,0.75,0.7432207792207791,0.04529870129870117,0.7836363636363637,0.038129870129870125,0.8821428571428571,0.14828571428571424,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.06782363775629466
0.25,0.25,0.6,0.7415064935064934,0.0435844155844155,0.7836363636363637,0.038129870129870125,0.8783928571428572,0.14453571428571432,0.8680284303412811,0.03958026531089309,0.038129870129870125,0.06645756632772326
0.75,0.075,0.75,0.7512467532467533,0.05332467532467533,0.782883116883117,0.0373766233766234,0.8941428571428571,0.16028571428571425,0.8707277057035998,0.042279540673211824,0.0373766233766234,0.0733166384150562
0.75,0.075,0.6,0.7495324675324676,0.05161038961038966,0.782883116883117,0.0373766233766234,0.8903928571428572,0.15653571428571433,0.8707277057035998,0.042279540673211824,0.0373766233766234,0.0719505669864848
0.6,0.3,0.75,0.7551948051948052,0.05727272727272725,0.7824935064935066,0.03698701298701301,0.8976428571428572,0.1637857142857143,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07440642996408692
0.4,0.3,0.75,0.7542857142857142,0.05636363636363628,0.7824935064935066,0.03698701298701301,0.8947142857142858,0.16085714285714292,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07344701437967133
0.6,0.2,0.75,0.7517662337662337,0.053844155844155805,0.7824935064935066,0.03698701298701301,0.8956428571428572,0.1617857142857143,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07304928710694406
0.6,0.3,0.6,0.7534805194805195,0.055558441558441585,0.7824935064935066,0.03698701298701301,0.8938928571428573,0.1600357142857144,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07304035853551552
0.4,0.2,0.75,0.7508571428571428,0.052935064935064835,0.7824935064935066,0.03698701298701301,0.8927142857142858,0.15885714285714292,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07208987152252846
0.4,0.3,0.6,0.7525714285714286,0.054649350649350614,0.7824935064935066,0.03698701298701301,0.8909642857142857,0.15710714285714278,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07208094295109987
0.6,0.2,0.6,0.7500519480519481,0.05212987012987014,0.7824935064935066,0.03698701298701301,0.8918928571428573,0.1580357142857144,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07168321567837266
0.3,0.3,0.75,0.7504675324675324,0.05254545454545445,0.7824935064935066,0.03698701298701301,0.8872857142857142,0.15342857142857136,0.8707458216456287,0.042297656615240764,0.03698701298701301,0.0713146738940699
0.4,0.2,0.6,0.7491428571428571,0.05122077922077917,0.7824935064935066,0.03698701298701301,0.8889642857142857,0.15510714285714278,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.07072380009395701
0.3,0.2,0.75,0.7470389610389611,0.049116883116883114,0.7824935064935066,0.03698701298701301,0.8852857142857142,0.15142857142857136,0.8707458216456287,0.042297656615240764,0.03698701298701301,0.06995753103692706
0.3,0.3,0.6,0.7487532467532467,0.05083116883116878,0.7824935064935066,0.03698701298701301,0.8835357142857143,0.14967857142857144,0.8707458216456287,0.042297656615240764,0.03698701298701301,0.0699486024654985
0.3,0.2,0.6,0.7453246753246754,0.047402597402597446,0.7824935064935066,0.03698701298701301,0.8815357142857143,0.14767857142857144,0.8707458216456287,0.042297656615240764,0.03698701298701301,0.06859145960835566
0.25,0.3,0.75,0.7466493506493506,0.04872727272727262,0.7824935064935066,0.03698701298701301,0.8826428571428573,0.1487857142857144,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.06852006632772328
0.25,0.2,0.75,0.7432207792207791,0.04529870129870117,0.7824935064935066,0.03698701298701301,0.8806428571428573,0.1467857142857144,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.06716292347058042
0.25,0.3,0.6,0.7449350649350649,0.04701298701298695,0.7824935064935066,0.03698701298701301,0.8788928571428571,0.14503571428571427,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.06715399489915183
0.25,0.2,0.6,0.7415064935064934,0.0435844155844155,0.7824935064935066,0.03698701298701301,0.8768928571428571,0.14303571428571427,0.8680284303412811,0.03958026531089309,0.03698701298701301,0.06579685204200897
0.75,0.3,0.75,0.7581038961038961,0.060181818181818114,0.7863116883116883,0.04080519480519473,0.8976428571428572,0.1637857142857143,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07540890031981809
0.75,0.25,0.75,0.7546753246753247,0.05675324675324678,0.7874545454545454,0.041948051948051845,0.8971428571428572,0.16328571428571437,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07471247174838955
0.5,0.3,0.75,0.7581038961038961,0.060181818181818114,0.7834025974025973,0.03789610389610376,0.8964285714285716,0.1625714285714287,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07437805616397394
0.75,0.2,0.75,0.7546753246753247,0.05675324675324678,0.7863116883116883,0.04080519480519473,0.8956428571428572,0.1617857142857143,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07405175746267526
0.75,0.3,0.6,0.7563896103896104,0.058467532467532446,0.7863116883116883,0.04080519480519473,0.8938928571428573,0.1600357142857144,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07404282889124669
0.5,0.25,0.75,0.7546753246753247,0.05675324675324678,0.7845454545454544,0.03903896103896087,0.8959285714285714,0.16207142857142853,0.8653110390369332,0.0368628740065452,0.0368628740065452,0.07368162759254535
