GROUP,VALUE,BASE_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
ALL,ALL,0.0,400,400,350,350,0.28181818181818186,0.24,0.2857142857142857,0.9928,0.9989142857142856,0.7253766233766233,0.9958571428571428,0.7524246753246753
ALL,ALL,0.025,400,400,350,350,0.28,0.24,0.2857142857142857,0.9928,0.9989142857142856,0.7262857142857143,0.9958571428571428,0.7532428571428572
ALL,ALL,0.05,400,400,350,350,0.27236363636363636,0.24,0.28,0.9928,0.9989142857142856,0.7318181818181818,0.9958571428571428,0.758222077922078
ALL,ALL,0.075,400,400,350,350,0.27236363636363636,0.24,0.28,0.9928,0.9989142857142856,0.7318181818181818,0.9958571428571428,0.758222077922078
ALL,ALL,0.1,400,400,350,350,0.27236363636363636,0.24,0.28,0.9928,0.9989142857142856,0.7318181818181818,0.9958571428571428,0.758222077922078
ALL,ALL,0.15,400,400,350,350,0.28,0.24,0.28,0.9928,0.9989142857142856,0.728,0.9958571428571428,0.7547857142857143
ALL,ALL,0.2,400,400,350,350,0.28,0.24,0.28,0.9928,0.9989142857142856,0.728,0.9958571428571428,0.7547857142857143
MIX_MODE,concurrent,0.0,100,100,100,100,0.43999999999999995,0.31999999999999995,0.28,,,0.632,,
MIX_MODE,concurrent,0.025,100,100,100,100,0.44666666666666666,0.31999999999999995,0.28,,,0.6286666666666667,,
MIX_MODE,concurrent,0.05,100,100,100,100,0.48,0.31999999999999995,0.28,,,0.612,,
MIX_MODE,concurrent,0.075,100,100,100,100,0.48,0.31999999999999995,0.28,,,0.612,,
MIX_MODE,concurrent,0.1,100,100,100,100,0.47333333333333333,0.31999999999999995,0.28,,,0.6153333333333333,,
MIX_MODE,concurrent,0.15,100,100,100,100,0.43999999999999995,0.31999999999999995,0.28,,,0.632,,
MIX_MODE,concurrent,0.2,100,100,100,100,0.43999999999999995,0.31999999999999995,0.28,,,0.632,,
MIX_MODE,music_only,0.0,50,50,0,50,0.19999999999999998,,0.19999999999999998,,,,,
