DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.31054545454545457,0.31999999999999995,0.28,0.6967272727272728
phone_factorial_1200_v1,clean,0.34171428571428575,0.24250000000000002,0.3125,0.6868928571428572
yue_cross_component_audit_v1,clean,0.21807065217391303,0.25,0.12903225806451613,0.8022549964936887
