EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,LOSS_COMPONENT,LOSS_FILE,LOSS_LOCAL,LOSS_PRESENCE,LOSS_GLOBAL_PRESENCE,LOSS_COMPONENT_CONSISTENCY,LOSS_CHANNEL_CONSISTENCY
0,1.451978087425232,0.5914774305555556,0.6470173611111112,0.5359375,0.7210325598716736,0.6921110153198242,0.7295691967010498,0.7001635432243347,0.6483553647994995,0.004360262304544449,0.002197373891249299
5,0.9622385501861572,0.6974259259259259,0.7281851851851853,0.6666666666666666,0.477695107460022,0.5035763382911682,0.6060411930084229,0.30972182750701904,0.22771093249320984,0.020124711096286774,0.006300712004303932
10,0.7878443002700806,0.7281440972222222,0.7510798611111111,0.7052083333333333,0.3814281225204468,0.3967468738555908,0.5457828044891357,0.2824398875236511,0.18665656447410583,0.048062846064567566,0.012325769290328026
15,0.6509532928466797,0.749765625,0.76421875,0.7353125,0.31267255544662476,0.32260921597480774,0.4530540406703949,0.25172609090805054,0.16474464535713196,0.04190516844391823,0.012420134618878365
20,0.5306604504585266,0.7614722222222222,0.780611111111111,0.7423333333333334,0.251656711101532,0.2498217076063156,0.37606722116470337,0.24778491258621216,0.14437101781368256,0.047375183552503586,0.01252627931535244
25,0.43276745080947876,0.7745815972222222,0.7944965277777777,0.7546666666666667,0.20341892540454865,0.19300109148025513,0.3061925768852234,0.2362993210554123,0.1311197578907013,0.04638940840959549,0.011869306676089764
30,0.3508303761482239,0.7815104166666667,0.8046875,0.7583333333333333,0.15855738520622253,0.14724354445934296,0.2620677649974823,0.22201809287071228,0.1250155121088028,0.041421592235565186,0.010792078450322151
35,0.285291463136673,0.7748379629629629,0.8071203703703703,0.7425555555555555,0.12692582607269287,0.1123824492096901,0.20918649435043335,0.21202167868614197,0.11425834894180298,0.037342000752687454,0.009357789531350136
40,0.23250699043273926,0.7790538194444444,0.8101076388888888,0.748,0.09933273494243622,0.08490189909934998,0.17356160283088684,0.2042500525712967,0.10618221759796143,0.03221246600151062,0.007680664770305157
45,0.19128882884979248,0.7738472222222221,0.8080277777777778,0.7396666666666666,0.07715503871440887,0.06589455157518387,0.1445656269788742,0.1972043663263321,0.0989188477396965,0.025978686287999153,0.006266245152801275
50,0.15967042744159698,0.7841388888888889,0.8176111111111113,0.7506666666666666,0.0620911568403244,0.052323117852211,0.11680810153484344,0.1866438388824463,0.09137904644012451,0.02165769226849079,0.005122585222125053
55,0.13450773060321808,0.7868015046296297,0.8163807870370371,0.7572222222222222,0.04970593750476837,0.04248771071434021,0.09599675238132477,0.1779385358095169,0.08294406533241272,0.017609944567084312,0.004263683222234249
60,0.11396132409572601,0.7894548611111112,0.816576388888889,0.7623333333333333,0.03998532146215439,0.03422136977314949,0.07936301827430725,0.16796474158763885,0.07633938640356064,0.014347946271300316,0.003789406269788742
65,0.0976698026061058,0.7843842592592593,0.8166574074074074,0.7521111111111111,0.03187873587012291,0.0282009057700634,0.06736505776643753,0.16046616435050964,0.06973876804113388,0.011103808879852295,0.003186118323355913
70,0.08769481629133224,0.7904091435185185,0.8179293981481481,0.7628888888888888,0.028868522495031357,0.02478034235537052,0.05330469086766243,0.15390589833259583,0.06453421711921692,0.010940631851553917,0.003439332125708461
75,0.08152802288532257,0.7876423611111112,0.816951388888889,0.7583333333333334,0.025840213522315025,0.02193281427025795,0.054527271538972855,0.14591506123542786,0.059508465230464935,0.00973263569176197,0.002760480623692274
80,0.06960851699113846,0.7885885416666666,0.8175104166666666,0.7596666666666666,0.020734254270792007,0.018102599307894707,0.04114368185400963,0.1398373246192932,0.0550340935587883,0.007774053607136011,0.0030631995759904385
85,0.060585275292396545,0.7836782407407408,0.8161342592592593,0.7512222222222222,0.01658105105161667,0.015415921807289124,0.03484521433711052,0.13174420595169067,0.05040772259235382,0.005384306889027357,0.002621725667268038
90,0.0551534965634346,0.7851932870370371,0.8169421296296298,0.7534444444444444,0.014281367883086205,0.013978537172079086,0.031424473971128464,0.12524858117103577,0.04681190103292465,0.004947425797581673,0.0021767006255686283
95,0.05035214498639107,0.7880798611111111,0.8178263888888889,0.7583333333333333,0.012138428166508675,0.01310213003307581,0.028243396431207657,0.1189216822385788,0.04361242800951004,0.0037613704334944487,0.00221680523827672
