candidate,axis,group,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
eat_adapted,DURATION|MIX_MODE|CHANNEL,10|sparse_voice|opus_nb_8k,40,40,40,40,0.4,0.44999999999999996,0.44999999999999996,,,0.5750000000000001,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|concurrent|clean,40,40,40,40,0.09999999999999999,0.09999999999999999,0.09999999999999999,,,0.9,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|concurrent|g711_ulaw,40,40,40,40,0.19999999999999998,0.15000000000000002,0.15000000000000002,,,0.8250000000000001,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|concurrent|opus_nb_8k,40,40,40,40,0.30000000000000004,0.30000000000000004,0.4,,,0.6699999999999999,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_music|clean,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_music|g711_ulaw,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_music|opus_nb_8k,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_voice|clean,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_voice|g711_ulaw,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|fake_voice|opus_nb_8k,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_music|clean,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_music|g711_ulaw,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_music|opus_nb_8k,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_voice|clean,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_voice|g711_ulaw,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|real_voice|opus_nb_8k,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_music_first|clean,40,40,40,40,0.016666666666666663,0.0,0.0,,,0.9916666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_music_first|g711_ulaw,40,40,40,40,0.18333333333333332,0.09999999999999999,0.15000000000000002,,,0.8433333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_music_first|opus_nb_8k,40,40,40,40,0.18333333333333332,0.0,0.44999999999999996,,,0.7733333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_voice_first|clean,40,40,40,40,0.016666666666666663,0.09999999999999999,0.0,,,0.9716666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_voice_first|g711_ulaw,40,40,40,40,0.18333333333333332,0.19999999999999998,0.09999999999999999,,,0.8383333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sequential_voice_first|opus_nb_8k,40,40,40,40,0.19999999999999998,0.09999999999999999,0.4,,,0.76,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_music|clean,40,40,40,40,0.31666666666666665,0.09999999999999999,0.44999999999999996,,,0.6866666666666668,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_music|g711_ulaw,40,40,40,40,0.31666666666666665,0.09999999999999999,0.44999999999999996,,,0.6866666666666668,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_music|opus_nb_8k,40,40,40,40,0.4,0.25,0.44999999999999996,,,0.615,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_voice|clean,40,40,40,40,0.30000000000000004,0.44999999999999996,0.09999999999999999,,,0.73,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_voice|g711_ulaw,40,40,40,40,0.31666666666666665,0.44999999999999996,0.19999999999999998,,,0.6916666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,30|sparse_voice|opus_nb_8k,40,40,40,40,0.48333333333333334,0.5,0.4,,,0.5383333333333333,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|concurrent|clean,40,40,40,40,0.08333333333333333,0.050000000000000024,0.0,,,0.9483333333333333,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|concurrent|g711_ulaw,40,40,40,40,0.09999999999999999,0.15000000000000002,0.0,,,0.9199999999999999,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|concurrent|opus_nb_8k,40,40,40,40,0.21666666666666665,0.25,0.25,,,0.7666666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_music|clean,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_music|g711_ulaw,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_music|opus_nb_8k,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_voice|clean,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_voice|g711_ulaw,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|fake_voice|opus_nb_8k,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_music|clean,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_music|g711_ulaw,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_music|opus_nb_8k,10,10,0,10,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_voice|clean,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_voice|g711_ulaw,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|real_voice|opus_nb_8k,10,10,10,0,,,,,,,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_music_first|clean,40,40,40,40,0.0,0.0,0.0,,,1.0,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_music_first|g711_ulaw,40,40,40,40,0.18333333333333332,0.09999999999999999,0.15000000000000002,,,0.8433333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_music_first|opus_nb_8k,40,40,40,40,0.19999999999999998,0.0,0.4,,,0.78,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_voice_first|clean,40,40,40,40,0.0,0.0,0.0,,,1.0,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_voice_first|g711_ulaw,40,40,40,40,0.11666666666666665,0.0,0.09999999999999999,,,0.9116666666666666,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sequential_voice_first|opus_nb_8k,40,40,40,40,0.30000000000000004,0.0,0.35,,,0.7450000000000001,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_music|clean,40,40,40,40,0.2833333333333333,0.050000000000000024,0.44999999999999996,,,0.7133333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_music|g711_ulaw,40,40,40,40,0.38333333333333336,0.19999999999999998,0.5,,,0.6183333333333334,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_music|opus_nb_8k,40,40,40,40,0.4,0.25,0.5,,,0.6,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_voice|clean,40,40,40,40,0.21666666666666665,0.5,0.0,,,0.7916666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_voice|g711_ulaw,40,40,40,40,0.21666666666666665,0.5,0.0,,,0.7916666666666667,,
eat_adapted,DURATION|MIX_MODE|CHANNEL,60|sparse_voice|opus_nb_8k,40,40,40,40,0.30000000000000004,0.55,0.25,,,0.6649999999999999,,
