DATASET,N,VOICE_EER,MUSIC_EER,FILE_EER,ADS
factorial_eval_1200_v2_dev,400,0.36,0.2857142857142857,0.29527272727272724,0.6946493506493507
factorial_eval_1200_v2_holdout,400,0.36,0.28,0.27236363636363636,0.7078181818181818
phone_factorial_1200_v1,1200,0.17500000000000002,0.1725,0.17757142857142857,0.8244642857142856
yue_cross_component_audit_v1,124,0.23124999999999996,0.19354838709677422,0.21807065217391303,0.7866501577840113
suno_vocals_v1,13,,,,
suno_vocals_codec_stress_v1,65,,,,
