EPOCH,TRAIN_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7762857606074561,0.7576108766233767,0.8241827922077922,0.6910389610389611
1,0.32023845155911945,0.7732067099567099,0.8233744588744589,0.723038961038961
2,0.2017865443796468,0.7605058982683983,0.819453354978355,0.7015584415584416
3,0.1512022064370246,0.7692728354978355,0.824493722943723,0.714051948051948
4,0.12976543255653117,0.7687934523809523,0.8227297619047619,0.7148571428571429
5,0.09912064238422853,0.7609105519480519,0.8225743506493506,0.6992467532467532
6,0.09631402390591938,0.7657023268398269,0.8275604978354979,0.7038441558441558
7,0.08833910692826005,0.7536215909090909,0.8150613636363635,0.6921818181818182
8,0.08232064785412942,0.7522712662337663,0.8001529220779222,0.7043896103896103
9,0.077282673839274,0.7642050324675325,0.8156308441558441,0.7127792207792207
10,0.07799019939637532,0.7738431818181818,0.8273227272727273,0.7203636363636363
11,0.07989680763345464,0.7453553571428573,0.8101392857142858,0.6805714285714286
12,0.0664852058823489,0.7548132575757577,0.8174446969696971,0.6921818181818182
13,0.06582550764758072,0.7603130952380952,0.8183404761904761,0.7022857142857143
14,0.05558977420356102,0.778928354978355,0.8193372294372295,0.7385194805194805
15,0.06003009334729379,0.7816926948051949,0.820710064935065,0.7426753246753247
16,0.06310243202384813,0.7824455086580087,0.8166832251082251,0.7482077922077922
17,0.05526671930147689,0.7861042748917748,0.8236111471861471,0.7485974025974026
18,0.049889144084867706,0.7842476190476191,0.8296380952380952,0.7388571428571429
19,0.05109642036087765,0.7764962662337662,0.820602922077922,0.7323896103896104
20,0.051723249160907474,0.7843678030303031,0.8254628787878788,0.7432727272727273
21,0.05256561184461954,0.7653026515151515,0.8149689393939396,0.7156363636363636
22,0.04667940706677415,0.7776875,0.819375,0.736
23,0.04686911253007186,0.7751403138528138,0.8207481601731601,0.7295324675324675
24,0.04608674947260965,0.7653847943722943,0.8197046536796536,0.7110649350649351
25,0.04053430706391145,0.7647505952380952,0.8192154761904762,0.7102857142857142
26,0.05038865502320938,0.770616341991342,0.8250248917748918,0.7162077922077922
27,0.04110278317810499,0.7682536255411255,0.825494264069264,0.7110129870129871
28,0.04627826323367061,0.7668008658008658,0.8208225108225109,0.7127792207792207
29,0.042820765677570975,0.7850034632034631,0.8288900432900432,0.7411168831168831
30,0.04290275417833926,0.7620842532467532,0.8260905844155844,0.6980779220779221
31,0.04204278814740639,0.7741758658008658,0.8235725108225109,0.7247792207792207
32,0.043517670039933155,0.7638455086580087,0.8234832251082251,0.7042077922077923
