EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.5032153724585676,0.7220335497835498,0.7155673701298703,0.6567792207792208
2,0.24936277245395275,0.7839710626674912,0.7658468013468013,0.7116363636363636
4,0.20559810686090682,0.7804258529169243,0.7776678992303993,0.6984935064935065
6,0.16666723253004226,0.7832206632653063,0.7753343253968255,0.7217142857142858
8,0.15677348020703952,0.7578947253143682,0.7796455928330928,0.6912207792207792
10,0.1326558199363926,0.7978926381158524,0.8003019781144781,0.7129090909090909
12,0.13038163690564938,0.7920223665223665,0.7939427008177008,0.7213506493506494
14,0.11576404043502508,0.8038541666666666,0.8004117063492063,0.7314285714285714
16,0.11267484950375474,0.76890376984127,0.7917556216931217,0.6737142857142857
18,0.09814790258579968,0.7730038265306123,0.7983025793650794,0.6908571428571428
20,0.0865603380054495,0.7609396129663987,0.7871505832130832,0.6723896103896103
22,0.08100690808186133,0.7819465445269016,0.7865594336219336,0.7190649350649351
24,0.08101017036530407,0.7776601731601731,0.7991756854256855,0.6952207792207792
26,0.08092771947565602,0.7954691558441558,0.8029664502164503,0.7252987012987013
28,0.07420863472704065,0.7925545634920635,0.8043078703703704,0.72
30,0.06962782378512912,0.7819819753659039,0.8013623436748437,0.6984935064935065
32,0.059560240256090614,0.7982376443001443,0.8057823172198173,0.7202077922077922
34,0.06562692729775706,0.7937995902906617,0.8011611652236653,0.7146753246753247
