EPOCH,LOSS,BASE_LOSS,CONSISTENCY_LOSS,SELECTION,MEAN_MUSIC_EER,WORST_MUSIC_EER
0,0.8298665881156921,0.8121689558029175,0.35395219922065735,0.4584651360544217,0.5030697278911564,0.5800000000000001
5,4.247344970703125,3.878232002258301,7.382262706756592,0.5503571428571429,0.4192857142857143,0.48
10,2.373044967651367,1.97059166431427,8.049065589904785,0.5395578231292517,0.41588435374149657,0.505
15,0.7994785904884338,0.6648037433624268,2.6934971809387207,0.6450340136054422,0.3136819727891157,0.39625
20,0.5332919955253601,0.4185790717601776,2.2942585945129395,0.6646938775510204,0.29061224489795917,0.38
25,0.7909035086631775,0.6280370354652405,3.257328987121582,0.6910034013605442,0.26424319727891155,0.35375
30,0.39455628395080566,0.2945711314678192,1.9997031688690186,0.7077380952380953,0.23577380952380952,0.34875
35,0.43319281935691833,0.3234768211841583,2.1943199634552,0.7208163265306122,0.22461734693877553,0.33375
40,0.35430869460105896,0.2639633119106293,1.8069077730178833,0.7216836734693878,0.23413265306122447,0.3225
45,0.3285623788833618,0.23963846266269684,1.7784783840179443,0.7253741496598639,0.23425170068027207,0.31499999999999995
50,0.261787474155426,0.18899685144424438,1.4558123350143433,0.7282142857142857,0.23607142857142857,0.3075
55,0.25905823707580566,0.18834340572357178,1.4142967462539673,0.7310204081632654,0.23545918367346938,0.3025
60,0.24287062883377075,0.1763998121023178,1.3294161558151245,0.7356462585034014,0.2287074829931973,0.30000000000000004
65,0.2230219542980194,0.16487844288349152,1.1628700494766235,0.7319047619047618,0.23119047619047622,0.30500000000000005
70,0.21142078936100006,0.15693041682243347,1.089807391166687,0.7328741496598639,0.23425170068027215,0.30000000000000004
75,0.2035956084728241,0.15271104872226715,1.0176910161972046,0.7339965986394558,0.23075680272108842,0.30125
80,0.19722887873649597,0.148100346326828,0.9825706481933594,0.7343027210884354,0.2326445578231293,0.29874999999999996
85,0.1916782110929489,0.14470069110393524,0.9395503997802734,0.7368027210884354,0.2301445578231293,0.29625
90,0.18688780069351196,0.1411585956811905,0.9145839810371399,0.741156462585034,0.226437074829932,0.29125
95,0.18269866704940796,0.13823090493679047,0.8893551230430603,0.7414540816326531,0.22709183673469388,0.29000000000000004
100,0.17882181704044342,0.1353887915611267,0.868660569190979,0.7421513605442177,0.22569727891156463,0.29000000000000004
105,0.17507337033748627,0.1326417475938797,0.8486324548721313,0.7474489795918366,0.22510204081632654,0.28
110,0.17155387997627258,0.13006918132305145,0.8296939730644226,0.7484821428571429,0.22303571428571428,0.28
115,0.16838616132736206,0.12766730785369873,0.8143770694732666,0.7486989795918367,0.22260204081632654,0.28
120,0.165411114692688,0.1252652108669281,0.8029179573059082,0.748609693877551,0.22278061224489795,0.28
