SPLIT,EVAL_CELL,N,FILE_FAKE_PROB_Q10,FILE_FAKE_PROB_MEDIAN,FILE_FAKE_PROB_Q90,VOICE_FAKE_PROB_Q10,VOICE_FAKE_PROB_MEDIAN,VOICE_FAKE_PROB_Q90,MUSIC_FAKE_PROB_Q10,MUSIC_FAKE_PROB_MEDIAN,MUSIC_FAKE_PROB_Q90,VOICE_PRESENT_PROB_Q10,VOICE_PRESENT_PROB_MEDIAN,VOICE_PRESENT_PROB_Q90,MUSIC_PRESENT_PROB_Q10,MUSIC_PRESENT_PROB_MEDIAN,MUSIC_PRESENT_PROB_Q90
all,concurrent__voice_fake__music_fake,25,0.1885245785012299,0.6100751547985805,0.9342123388591332,0.25119146254424674,0.8674134945981541,0.9728601976107922,0.11586563124192636,0.4809674117637618,0.623919572689304,0.11524048890000002,0.6105589867,0.8051890731,0.70615124702,0.8705130816,0.9175346613400001
all,concurrent__voice_fake__music_real,25,0.03420785243739227,0.3135763479495698,0.827241853144043,0.058151192460555404,0.8506224584704557,0.95809759990815,0.0076339830570202015,0.1046039770651102,0.40511371198194857,0.17548624576000005,0.5744946003,0.7777349114800001,0.8115761399,0.8808624148,0.91986595394
all,concurrent__voice_real__music_fake,25,0.14469489193058618,0.5669240325770162,0.7875680521970244,0.007948950304897605,0.5816476788464742,0.9086420195914975,0.11904380339024723,0.3743624810480343,0.7125621545044315,0.27459305526000005,0.6767566204,0.8378080487199999,0.5475404620000001,0.8727535009,0.92381705046
all,concurrent__voice_real__music_real,25,0.06511224716261564,0.4286545696631372,0.8900513189365913,0.00160140315435756,0.514742205427173,0.8983907442303888,0.007880967558622423,0.1897183248252914,0.4865992829605235,0.35653352144,0.7195736766,0.83924564126,0.7538479566399999,0.8713593483,0.92408472304
all,music_only__music_fake,25,0.2496342351973493,0.6820757056922251,0.8406639311035634,0.34129229144459,0.8472382500538059,0.9827045758180135,0.2319946697315097,0.6185692759152441,0.819399238108651,0.030904254699999998,0.0525495857,0.16871832010000004,0.7696993708400001,0.9012128115,0.93990952966
all,music_only__music_real,25,0.11013081054039342,0.3333242617270984,0.561090079349103,0.03009840629391019,0.6521957431566279,0.8824770807699412,0.020132304810662544,0.2407156904552235,0.478482223673363,0.02356092334,0.0417702608,0.13883359132000003,0.6087991714200001,0.8405728936,0.90644373894
all,partial_overlap__voice_fake__music_fake,25,0.4143264049124045,0.8050946412840743,0.9731974958047805,0.6866660195492459,0.8697452193639341,0.9640559540747443,0.2920647988765887,0.5640969743641064,0.8842607761634119,0.52565033434,0.7364904284,0.84407161474,0.78298356534,0.8856488466,0.92685595746
all,partial_overlap__voice_fake__music_real,25,0.5804417885252146,0.8747289230915753,0.9522463560001454,0.6920855726086023,0.8782616582522397,0.9557105912415946,0.0788249584901229,0.3760809796056615,0.572711576288207,0.63098305468,0.7880802751,0.8288999795800001,0.7608789921,0.8712516427,0.91674979922
all,partial_overlap__voice_real__music_fake,25,0.5938007796347662,0.8328551045436082,0.8884520762622694,0.4378250437109368,0.6763711804553695,0.9185318209046108,0.23506668329733035,0.5997785993242287,0.8664288332651296,0.56936433314,0.7469850183,0.8590859532,0.7819234252,0.8930764198,0.9265933871200001
all,partial_overlap__voice_real__music_real,25,0.21545041766959758,0.557774984847693,0.8610804276268527,0.17878376874944268,0.7156051723564966,0.9153387961271063,0.08302448313645512,0.2272958337366216,0.7056168459199239,0.46220415232,0.7738624215,0.85841037034,0.8138306141,0.8771158457,0.91268571614
all,sequential__voice_fake__music_fake,25,0.8096792905870149,0.9402121417177568,0.986369174170591,0.8068739296347482,0.9142688712713124,0.9808473760595867,0.47723025827612225,0.6780612786461575,0.836066158582877,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
all,sequential__voice_fake__music_real,25,0.7138966378620722,0.8641955891089654,0.9553381978184243,0.6333993343327741,0.8735491288693206,0.9430465649325599,0.2769978400839693,0.5008749575472093,0.7374024540460531,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
all,sequential__voice_real__music_fake,25,0.5003088397449682,0.7824105396780755,0.8738320459338088,0.310647324330669,0.5779494404115061,0.8289350815183041,0.4357968406568542,0.6263493884295989,0.8181700871813071,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
all,sequential__voice_real__music_real,25,0.46491732611642855,0.6959634135405804,0.822579207920742,0.2948251709210205,0.6584914954491157,0.8094769622633282,0.24005193530863977,0.441838531778214,0.6772811415504452,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
all,voice_only__voice_fake,25,0.8790474737173191,0.9863395935816174,0.9995910390037893,0.8592407702893103,0.988362170387545,0.9995044375772981,0.38816682708572514,0.5762366525301161,0.6998976715984532,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
all,voice_only__voice_real,25,0.0013282268272994202,0.0847236503472213,0.2048462838920299,0.00019235256183082003,0.0047501514601553,0.14171611058696837,0.2818708118123796,0.4290071926347996,0.79348105404587,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
holdout,concurrent__voice_fake__music_fake,25,0.1885245785012299,0.6100751547985805,0.9342123388591332,0.25119146254424674,0.8674134945981541,0.9728601976107922,0.11586563124192636,0.4809674117637618,0.623919572689304,0.11524048890000002,0.6105589867,0.8051890731,0.70615124702,0.8705130816,0.9175346613400001
holdout,concurrent__voice_fake__music_real,25,0.03420785243739227,0.3135763479495698,0.827241853144043,0.058151192460555404,0.8506224584704557,0.95809759990815,0.0076339830570202015,0.1046039770651102,0.40511371198194857,0.17548624576000005,0.5744946003,0.7777349114800001,0.8115761399,0.8808624148,0.91986595394
holdout,concurrent__voice_real__music_fake,25,0.14469489193058618,0.5669240325770162,0.7875680521970244,0.007948950304897605,0.5816476788464742,0.9086420195914975,0.11904380339024723,0.3743624810480343,0.7125621545044315,0.27459305526000005,0.6767566204,0.8378080487199999,0.5475404620000001,0.8727535009,0.92381705046
holdout,concurrent__voice_real__music_real,25,0.06511224716261564,0.4286545696631372,0.8900513189365913,0.00160140315435756,0.514742205427173,0.8983907442303888,0.007880967558622423,0.1897183248252914,0.4865992829605235,0.35653352144,0.7195736766,0.83924564126,0.7538479566399999,0.8713593483,0.92408472304
holdout,music_only__music_fake,25,0.2496342351973493,0.6820757056922251,0.8406639311035634,0.34129229144459,0.8472382500538059,0.9827045758180135,0.2319946697315097,0.6185692759152441,0.819399238108651,0.030904254699999998,0.0525495857,0.16871832010000004,0.7696993708400001,0.9012128115,0.93990952966
holdout,music_only__music_real,25,0.11013081054039342,0.3333242617270984,0.561090079349103,0.03009840629391019,0.6521957431566279,0.8824770807699412,0.020132304810662544,0.2407156904552235,0.478482223673363,0.02356092334,0.0417702608,0.13883359132000003,0.6087991714200001,0.8405728936,0.90644373894
holdout,partial_overlap__voice_fake__music_fake,25,0.4143264049124045,0.8050946412840743,0.9731974958047805,0.6866660195492459,0.8697452193639341,0.9640559540747443,0.2920647988765887,0.5640969743641064,0.8842607761634119,0.52565033434,0.7364904284,0.84407161474,0.78298356534,0.8856488466,0.92685595746
holdout,partial_overlap__voice_fake__music_real,25,0.5804417885252146,0.8747289230915753,0.9522463560001454,0.6920855726086023,0.8782616582522397,0.9557105912415946,0.0788249584901229,0.3760809796056615,0.572711576288207,0.63098305468,0.7880802751,0.8288999795800001,0.7608789921,0.8712516427,0.91674979922
holdout,partial_overlap__voice_real__music_fake,25,0.5938007796347662,0.8328551045436082,0.8884520762622694,0.4378250437109368,0.6763711804553695,0.9185318209046108,0.23506668329733035,0.5997785993242287,0.8664288332651296,0.56936433314,0.7469850183,0.8590859532,0.7819234252,0.8930764198,0.9265933871200001
holdout,partial_overlap__voice_real__music_real,25,0.21545041766959758,0.557774984847693,0.8610804276268527,0.17878376874944268,0.7156051723564966,0.9153387961271063,0.08302448313645512,0.2272958337366216,0.7056168459199239,0.46220415232,0.7738624215,0.85841037034,0.8138306141,0.8771158457,0.91268571614
holdout,sequential__voice_fake__music_fake,25,0.8096792905870149,0.9402121417177568,0.986369174170591,0.8068739296347482,0.9142688712713124,0.9808473760595867,0.47723025827612225,0.6780612786461575,0.836066158582877,0.74582382444,0.8102165461,0.88022345308,0.5737859129800001,0.8696696162,0.92012598516
holdout,sequential__voice_fake__music_real,25,0.7138966378620722,0.8641955891089654,0.9553381978184243,0.6333993343327741,0.8735491288693206,0.9430465649325599,0.2769978400839693,0.5008749575472093,0.7374024540460531,0.74451011416,0.8122286201,0.8817800879600001,0.78613692522,0.8496869206,0.91902586222
holdout,sequential__voice_real__music_fake,25,0.5003088397449682,0.7824105396780755,0.8738320459338088,0.310647324330669,0.5779494404115061,0.8289350815183041,0.4357968406568542,0.6263493884295989,0.8181700871813071,0.6827286720200001,0.8271025419,0.87401112316,0.695883441,0.8802365065,0.91503160002
holdout,sequential__voice_real__music_real,25,0.46491732611642855,0.6959634135405804,0.822579207920742,0.2948251709210205,0.6584914954491157,0.8094769622633282,0.24005193530863977,0.441838531778214,0.6772811415504452,0.74611947538,0.8334299326,0.86303174498,0.80312353374,0.8819506168,0.93399968148
holdout,voice_only__voice_fake,25,0.8790474737173191,0.9863395935816174,0.9995910390037893,0.8592407702893103,0.988362170387545,0.9995044375772981,0.38816682708572514,0.5762366525301161,0.6998976715984532,0.6962343454600001,0.7941350937,0.88132447004,0.029847275080000003,0.0384371094,0.049476876100000004
holdout,voice_only__voice_real,25,0.0013282268272994202,0.0847236503472213,0.2048462838920299,0.00019235256183082003,0.0047501514601553,0.14171611058696837,0.2818708118123796,0.4290071926347996,0.79348105404587,0.63368778226,0.8318300247,0.88481827978,0.037395280600000004,0.0499385558,0.11813236774000002
