CHANNEL,N,FILE_N,FILE_EER,VOICE_N,VOICE_EER,MUSIC_N,MUSIC_EER,VOICE_PRESENCE_AUC,MUSIC_PRESENCE_AUC,ADS,CPS,CPS_DEFINED,TOTAL
clean,48,48,0.18055555555555552,48,0.08333333333333334,48,0.16666666666666663,,,0.8430555555555556,,False,
g711_ulaw,48,48,0.3194444444444444,48,0.125,48,0.20833333333333337,,,0.7527777777777778,,False,
g722_wb,48,48,0.25,48,0.041666666666666644,48,0.16666666666666663,,,0.8166666666666667,,False,
opus_nb_8k,48,48,0.41666666666666663,48,0.41666666666666663,48,0.29166666666666663,,,0.6208333333333333,,False,
transcode_g711_opus,48,48,0.33333333333333337,48,0.375,48,0.20833333333333337,,,0.6958333333333333,,False,
