DATASET,ID,WINDOW_COUNT,MEDIAN,MEAN,MAX,TOP3,LME_T2,LME_T5,Q75,WINDOW_SCORES
factorial_eval_1200_v2,factorial_0065,5,0.0101968050003051,0.0337610483169555,0.0926693081855773,0.0555048783620198,0.0351894388167684,0.0373923732862003,0.063648521900177,"[0.0020551085472106934,0.010196805000305176,0.00023549795150756836,0.09266930818557739,0.063648521900177]"
factorial_eval_1200_v2,factorial_0066,2,0.0029955804347991,0.0029955804347991,0.0048031210899353,0.0029955804347991,0.0029988476309027,0.0030037483316576,0.0038993507623672,"[0.004803121089935303,0.001188039779663086]"
factorial_eval_1200_v2,factorial_0067,2,0.9988008439540864,0.9988008439540864,0.9988415837287904,0.9988008439540864,0.9988008456138155,0.9988008481034092,0.9988212138414384,"[0.9988415837287903,0.9987601041793823]"
factorial_eval_1200_v2,factorial_0068,2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,"[0.5,0.5]"
factorial_eval_1200_v2,factorial_0069,2,0.250402420759201,0.250402420759201,0.5,0.250402420759201,0.3102738360919361,0.3772096782162715,0.3752012103796005,"[0.5,0.0008048415184020996]"
factorial_eval_1200_v2,factorial_0070,2,0.4956734776496887,0.4956734776496887,0.6505491733551025,0.4956734776496887,0.5192859278205977,0.5504585806333998,0.5731113255023956,"[0.6505491733551025,0.3407977819442749]"
factorial_eval_1200_v2,factorial_0071,4,0.030817300081253,0.0488102287054061,0.1283601522445678,0.0633315841356913,0.0512589735536424,0.0551323735694496,0.0690502524375915,"[0.005246162414550781,0.04928028583526611,0.01235431432723999,0.12836015224456787]"
factorial_eval_1200_v2,factorial_0072,3,0.0002698302268981,0.0004960695902506,0.0009732246398925,0.0004960695902506,0.0004961835482594,0.0004963545529039,0.0006215274333953,"[0.00026983022689819336,0.00024515390396118164,0.0009732246398925781]"
factorial_eval_1200_v2,factorial_0073,2,0.9988008439540864,0.9988008439540864,0.9988415837287904,0.9988008439540864,0.9988008456138155,0.9988008481034092,0.9988212138414384,"[0.9988415837287903,0.9987601041793823]"
factorial_eval_1200_v2,factorial_0074,3,0.001409113407135,0.0020706256230672,0.004112422466278,0.0020706256230672,0.0020727974363878,0.0020760597860873,0.0027607679367065,"[0.004112422466278076,0.0006903409957885742,0.0014091134071350098]"
factorial_eval_1200_v2,factorial_0075,3,0.0002172589302062,0.0002788702646891,0.0005506873130798,0.0002788702646891,0.0002789108893373,0.0002789718350996,0.000383973121643,"[6.866455078125e-05,0.00021725893020629883,0.000550687313079834]"
factorial_eval_1200_v2,factorial_0076,4,0.9986583590507508,0.9984778463840484,0.999010682106018,0.9987758000691732,0.9984781583790066,0.9984786260604468,0.9989143460988998,"[0.9975839853286743,0.9990106821060181,0.9988822340965271,0.9984344840049744]"
factorial_eval_1200_v2,factorial_0077,4,0.9942513704299928,0.945925697684288,0.9997794032096864,0.996094048023224,0.9529810850155264,0.9616664684798392,0.999180108308792,"[0.7954206466674805,0.989522397518158,0.9997794032096863,0.9989803433418274]"
factorial_eval_1200_v2,factorial_0078,4,0.0094673633575439,0.0308165699243545,0.1042695641517639,0.0410680969556172,0.0327199915370627,0.0357705304525289,0.039419874548912,"[6.198883056640625e-05,0.017803311347961426,0.10426956415176392,0.0011314153671264648]"
factorial_eval_1200_v2,factorial_0079,4,0.9999989867210388,0.9999980330467224,0.9999998807907104,0.9999992847442628,0.999998033051856,0.9999980330595566,0.9999997913837432,"[0.9999998807907104,0.9999942779541016,0.9999982118606567,0.9999997615814209]"
factorial_eval_1200_v2,factorial_0080,4,0.6661019027233124,0.595915824174881,0.986331582069397,0.7728451291720072,0.7362125344004297,0.8492427753678161,0.9807158857584,"[0.0651279091835022,0.986331582069397,0.35335981845855713,0.9788439869880676]"
factorial_eval_1200_v2,factorial_0081,3,0.0007362961769104,0.0005870461463928,0.0009829998016357,0.0005870461463928,0.0005872048922098,0.0005874429302216,0.000859647989273,"[4.184246063232422e-05,0.0009829998016357422,0.0007362961769104004]"
factorial_eval_1200_v2,factorial_0082,4,0.8383781611919403,0.7594946771860123,0.9991623163223268,0.8919728795687357,0.817403942137021,0.8740939406547319,0.9779687076807022,"[0.9991623163223267,0.7058521509170532,0.3620600700378418,0.9709041714668274]"
factorial_eval_1200_v2,factorial_0083,3,0.9992855191230774,0.9994432330131532,0.9999524354934692,0.9994432330131532,0.9994433689336508,0.9994435728848448,0.9996189773082732,"[0.9999524354934692,0.9990917444229126,0.9992855191230774]"
factorial_eval_1200_v2,factorial_0084,2,0.963377058506012,0.963377058506012,0.9976487755775452,0.963377058506012,0.9645506905349408,0.9662991760045756,0.9805129170417786,"[0.9976487755775452,0.9291053414344788]"
factorial_eval_1200_v2,factorial_0085,3,0.9999991655349731,0.9999990860621134,0.9999998807907104,0.9999990860621134,0.9999990860625808,0.999999086063282,0.9999995231628418,"[0.9999982118606567,0.9999998807907104,0.9999991655349731]"
factorial_eval_1200_v2,factorial_0086,4,0.3647826910018921,0.4422273635864258,0.8475514054298401,0.5257055958112081,0.5111728058707461,0.6119904840085102,0.5468738526105881,"[0.4466480016708374,0.19179266691207886,0.2829173803329468,0.8475514054298401]"
factorial_eval_1200_v2,factorial_0087,3,0.1302723288536071,0.2365399400393168,0.579282283782959,0.2365399400393168,0.3015314264209115,0.389443951934535,0.3547773063182831,"[0.579282283782959,0.13027232885360718,6.520748138427734e-05]"
factorial_eval_1200_v2,factorial_0088,4,0.9993205964565276,0.9992273896932602,0.9996950626373292,0.9994454185167948,0.9992275739801458,0.9992278503131476,0.9995578229427338,"[0.9991291165351868,0.9985733032226562,0.9996950626373291,0.9995120763778687]"
factorial_eval_1200_v2,factorial_0089,2,0.9389516413211824,0.9389516413211824,0.9868581295013428,0.9389516413211824,0.9412431700564668,0.9446351791025231,0.9629048854112624,"[0.9868581295013428,0.8910451531410217]"
factorial_eval_1200_v2,factorial_0090,3,0.4979643821716308,0.5014011263847351,0.9994716048240662,0.5014011263847351,0.6542617112928293,0.7967013665197156,0.7487179934978485,"[0.9994716048240662,0.006767392158508301,0.49796438217163086]"
factorial_eval_1200_v2,factorial_0091,4,0.9999927878379822,0.9999932944774628,0.9999977350234984,0.9999944368998208,0.999993294485459,0.9999932944974536,0.9999940693378448,"[0.9999977350234985,0.9999927282333374,0.999992847442627,0.9999898672103882]"
factorial_eval_1200_v2,factorial_0092,2,0.0372901856899261,0.0372901856899261,0.0503583550453186,0.0372901856899261,0.0374609433005677,0.0377168248611025,0.0438242703676223,"[0.050358355045318604,0.02422201633453369]"
factorial_eval_1200_v2,factorial_0093,3,0.1609306335449218,0.2731459140777588,0.6584515571594238,0.2731459140777588,0.355792316051659,0.4614464306117353,0.4096910953521728,"[0.6584515571594238,0.16093063354492188,5.555152893066406e-05]"
factorial_eval_1200_v2,factorial_0094,4,0.9995197653770448,0.9969299137592316,0.9999896287918092,0.9996763865152994,0.9969525656863062,0.9969862334741698,0.9999142587184906,"[0.9886904954910278,0.9991503953933716,0.9999896287918091,0.9998891353607178]"
factorial_eval_1200_v2,factorial_0095,4,1.0,0.9999999701976776,1.0,1.0,0.9999999701976804,0.9999999701976844,1.0,"[1.0,1.0,0.9999998807907104,1.0]"
factorial_eval_1200_v2,factorial_0096,3,0.1968505978584289,0.2452020843823751,0.4957993030548095,0.2452020843823751,0.2814916131962131,0.3328444427113017,0.3463249504566192,"[0.19685059785842896,0.04295635223388672,0.49579930305480957]"
factorial_eval_1200_v2,factorial_0097,3,0.9999940395355223,0.9999945958455404,0.9999979734420776,0.9999945958455404,0.9999945958520996,0.9999945958619382,0.9999960064888,"[0.999991774559021,0.9999979734420776,0.9999940395355225]"
factorial_eval_1200_v2,factorial_0098,3,0.0637288093566894,0.2972725828488667,0.8270890712738037,0.2972725828488667,0.449180088298208,0.6148399820508554,0.4454089403152466,"[0.0009998679161071777,0.06372880935668945,0.8270890712738037]"
factorial_eval_1200_v2,factorial_0099,4,0.0024870932102203,0.0049251914024353,0.013584554195404,0.0061862468719482,0.0049508271496587,0.004989627942793,0.0057879090309143,"[0.0011420249938964844,0.0017851591110229492,0.013584554195404053,0.0031890273094177246]"
factorial_eval_1200_v2,factorial_0100,2,0.0674199759960174,0.0674199759960174,0.134463369846344,0.0674199759960174,0.0719013879630445,0.0784526645123816,0.1009416729211807,"[0.00037658214569091797,0.134463369846344]"
factorial_eval_1200_v2,factorial_0101,2,0.7302807569503784,0.7302807569503784,0.999451220035553,0.7302807569503784,0.7994825970596094,0.873935380759409,0.8648659884929657,"[0.46111029386520386,0.999451220035553]"
factorial_eval_1200_v2,factorial_0102,2,0.2203081250190735,0.2203081250190735,0.3033720850944519,0.2203081250190735,0.2271762415933614,0.237082973706155,0.2618401050567627,"[0.3033720850944519,0.13724416494369507]"
factorial_eval_1200_v2,factorial_0103,3,0.9997158646583556,0.9820654392242432,0.9998043179512024,0.9820654392242432,0.9826840659795272,0.9835819895898408,0.999760091304779,"[0.9466761350631714,0.9997158646583557,0.9998043179512024]"
factorial_eval_1200_v2,factorial_0104,2,0.0009828805923461,0.0009828805923461,0.0014441609382629,0.0009828805923461,0.0009830933718735,0.0009834125407683,0.0012135207653045,"[0.0014441609382629395,0.0005216002464294434]"
factorial_eval_1200_v2,factorial_0105,3,5.0067901611328125e-06,7.271766662597656e-06,1.2874603271484377e-05,7.271766662597656e-06,7.271782550350959e-06,7.271806382116782e-06,8.940696716308594e-06,"[3.933906555175781e-06,5.0067901611328125e-06,1.2874603271484375e-05]"
factorial_eval_1200_v2,factorial_0106,2,0.0017874240875244,0.0017874240875244,0.0025171637535095,0.0017874240875244,0.0017879566073154,0.0017887553845207,0.0021522939205169,"[0.0010576844215393066,0.0025171637535095215]"
factorial_eval_1200_v2,factorial_0107,2,0.0740734338760376,0.0740734338760376,0.0998325943946838,0.0740734338760376,0.074736674915683,0.0757277037110054,0.0869530141353607,"[0.04831427335739136,0.09983259439468384]"
factorial_eval_1200_v2,factorial_0108,2,0.2414347827434539,0.2414347827434539,0.4826544523239136,0.2414347827434539,0.2974954523172488,0.3611904907546903,0.3620446175336838,"[0.4826544523239136,0.00021511316299438477]"
factorial_eval_1200_v2,factorial_0109,3,0.9964391589164734,0.9941062728563944,0.9973994493484496,0.9941062728563944,0.994122223897066,0.994146040750573,0.9969193041324615,"[0.9884802103042603,0.9973994493484497,0.9964391589164734]"
factorial_eval_1200_v2,factorial_0110,2,0.0797671973705291,0.0797671973705291,0.1572728753089904,0.0797671973705291,0.0857504234409529,0.0944235299111767,0.1185200363397598,"[0.15727287530899048,0.002261519432067871]"
factorial_eval_1200_v2,factorial_0111,2,0.0003370642662048,0.0003370642662048,0.0005834102630615,0.0003370642662048,0.0003371249525525,0.0003372159820418,0.0004602372646331,"[0.0005834102630615234,9.071826934814453e-05]"
factorial_eval_1200_v2,factorial_0112,3,0.001438558101654,0.0019327799479166,0.0035880208015441,0.0019327799479166,0.0019342245942759,0.0019363939245279,0.0025132894515991,"[0.0014385581016540527,0.0035880208015441895,0.0007717609405517578]"
factorial_eval_1200_v2,factorial_0113,3,0.1537582874298095,0.2515414953231811,0.5614801049232483,0.2515414953231811,0.3045150253778559,0.3788392851325456,0.3576191961765289,"[0.5614801049232483,0.039386093616485596,0.15375828742980957]"
factorial_eval_1200_v2,factorial_0114,2,0.1802678108215332,0.1802678108215332,0.3543426394462585,0.1802678108215332,0.2099767993675249,0.2480330534200339,0.2673052251338959,"[0.35434263944625854,0.006192982196807861]"
factorial_eval_1200_v2,factorial_0115,3,0.5,0.6663552323977152,0.9990656971931458,0.6663552323977152,0.7258781582025595,0.8098769353555977,0.7495328485965729,"[0.9990656971931458,0.5,0.5]"
factorial_eval_1200_v2,factorial_0116,2,0.001013159751892,0.001013159751892,0.0014314651489257,0.001013159751892,0.0010133347312768,0.0010135972000861,0.0012223124504089,"[0.0005948543548583984,0.0014314651489257812]"
factorial_eval_1200_v2,factorial_0117,2,0.0001196861267089,0.0001196861267089,0.0001560449600219,0.0001196861267089,0.0001196874486737,0.0001196894316208,0.0001378655433654,"[0.00015604496002197266,8.33272933959961e-05]"
factorial_eval_1200_v2,factorial_0118,2,0.942854017019272,0.942854017019272,0.9975554943084716,0.942854017019272,0.9458403185730568,0.9502431989700848,0.9702047556638718,"[0.888152539730072,0.9975554943084717]"
factorial_eval_1200_v2,factorial_0119,3,0.1974072456359863,0.4128979841868083,0.8618195652961731,0.4128979841868083,0.5219489647031758,0.6554533219575653,0.5296134054660797,"[0.19740724563598633,0.8618195652961731,0.17946714162826538]"
factorial_eval_1200_v2,factorial_0120,2,0.0009958148002624,0.0009958148002624,0.0015038251876831,0.0009958148002624,0.0009960728747717,0.0009964599859529,0.0012498199939727,"[0.0015038251876831055,0.0004878044128417969]"
factorial_eval_1200_v2,factorial_0121,3,0.9999175071716307,0.9998414119084676,0.999923586845398,0.9998414119084676,0.9998414244386964,0.999841443231564,0.9999205470085144,"[0.9999175071716309,0.999683141708374,0.999923586845398]"
factorial_eval_1200_v2,factorial_0122,2,0.4927279651165008,0.4927279651165008,0.982340693473816,0.4927279651165008,0.7017532886422964,0.8452007922781318,0.7375343292951584,"[0.003115236759185791,0.9823406934738159]"
factorial_eval_1200_v2,factorial_0123,2,3.969669342041016e-05,3.969669342041016e-05,6.723403930664062e-05,3.969669342041016e-05,3.96974517258336e-05,3.969858918394449e-05,5.346536636352539e-05,"[1.2159347534179688e-05,6.723403930664062e-05]"
factorial_eval_1200_v2,factorial_0124,2,0.2315536439418792,0.2315536439418792,0.4279879927635193,0.2315536439418792,0.2691865192474718,0.3156077010382817,0.3297708183526993,"[0.03511929512023926,0.4279879927635193]"
factorial_eval_1200_v2,factorial_0125,2,0.5177640318870544,0.5177640318870544,0.9789676070213318,0.5177640318870544,0.7057648106092114,0.8423146880047969,0.7483658194541931,"[0.0565604567527771,0.9789676070213318]"
factorial_eval_1200_v2,factorial_0126,2,0.0246887505054473,0.0246887505054473,0.0492797493934631,0.0246887505054473,0.0252932241002779,0.0261967496605478,0.0369842499494552,"[9.775161743164062e-05,0.049279749393463135]"
