MUSIC_SOURCE_ID,MUSIC_GROUP_ID,MUSIC_GENERATOR,MUSIC_ARCHIVE_MEMBER,AUDIO_SHA256,PANNS_VOCAL_MAX,PANNS_SPEECH_MAX,PANNS_ANY_VOICE_MAX,PANNS_SINGING,PANNS_MALE_SINGING,PANNS_FEMALE_SINGING,PANNS_CHILD_SINGING,PANNS_SYNTHETIC_SINGING,PANNS_CHOIR,PANNS_YODELING,PANNS_CHANT,PANNS_RAPPING,PANNS_HUMMING,PANNS_OPERA,PANNS_VOCAL_MUSIC,DEMUCS_VOCAL_TO_MIX_DB,DEMUCS_VOCAL_TO_RESIDUAL_DB,PANNS_THRESHOLD,PANNS_FLAG,DEMUCS_THRESHOLD_DB,DEMUCS_FLAG,ACOUSTIC_SCREEN_PASS,REVIEW_REASON
FM_stable_audio_open_RV05BW-2WIc,fmc:RV05BW-2WIc,stable_audio_open,unmixed_dataset/eval/FM_stable_audio_open_RV05BW-2WIc.wav,e6bff3003d8a95181da2e2e826cea3a9d65cc9a17595b8397aebbfc77eddd3be,0.011633530259132385,0.039312515407800674,0.039312515407800674,0.011633530259132385,0.0008530363556928933,0.001934726140461862,0.0008781172800809145,0.0003232582821510732,0.0018719398649409413,0.00024503658642061055,0.00041126704309135675,0.0005234365817159414,0.0004736824776045978,0.0016802416648715734,0.0011751564452424645,-45.45874924980193,-45.455146985555466,0.2,False,-1.5,False,True,
