EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.012298715132427342,0.7919011994949494,0.8436205808080808,0.7401818181818182
1,0.01057158759299745,0.7944965277777778,0.8438501984126985,0.7451428571428571
2,0.009472704106109573,0.7958402777777778,0.8442519841269842,0.7474285714285714
3,0.009235665647986722,0.7943759469696969,0.8433752705627705,0.7453766233766234
4,0.009221129931826541,0.7964469696969697,0.8456991341991342,0.7471948051948052
5,0.009042973679668725,0.7964296085858587,0.845664411976912,0.7471948051948052
6,0.008932485423506574,0.7975154671717173,0.8449270382395383,0.7501038961038962
7,0.009030048150886247,0.7954504419191919,0.8437060786435787,0.7471948051948052
8,0.00859149486975784,0.7982249579124581,0.8463460197210199,0.7501038961038962
9,0.008989921245882486,0.797304819023569,0.8456485990860991,0.7489610389610389
10,0.0088385525753999,0.7977955597643098,0.8466300805675807,0.7489610389610389
11,0.008967127581622372,0.7980062079124579,0.8459085197210198,0.7501038961038962
12,0.009090008015962357,0.7959041456228957,0.8457563431938432,0.7460519480519481
13,0.008701429474464756,0.7959886363636364,0.8459253246753247,0.7460519480519481
14,0.008724110508139463,0.795657617845118,0.8452632876382878,0.7460519480519481
15,0.008780843875509627,0.7956367845117844,0.8452216209716209,0.7460519480519481
16,0.008780123517313537,0.7965212542087543,0.8457957551707552,0.7472467532467533
17,0.008955061950899184,0.7951541456228957,0.8453992003367005,0.744909090909091
18,0.008886312897455818,0.7914880050505051,0.843937049062049,0.739038961038961
19,0.008842676521298732,0.7953208122895623,0.8445896765271765,0.7460519480519481
20,0.008569051917800878,0.7946032196969698,0.8448687770562772,0.7443376623376624
