EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS,LOSS_COMPONENT,LOSS_FILE,LOSS_LOCAL,LOSS_PRESENCE,LOSS_GLOBAL_PRESENCE,LOSS_COMPONENT_CONSISTENCY,LOSS_CHANNEL_CONSISTENCY
0,1.4518896341323853,0.5920856481481481,0.6472962962962963,0.536875,0.7210325598716736,0.6921110153198242,0.7295691967010498,0.7001635432243347,0.6483553647994995,0.004360262304544449,0.002197373891249299
5,0.9620310664176941,0.6982534722222222,0.7283819444444445,0.6681250000000001,0.4776042401790619,0.5035249590873718,0.6059818267822266,0.3097425103187561,0.22785675525665283,0.020110150799155235,0.006338153965771198
10,0.7876173853874207,0.7286545138888889,0.7515590277777777,0.70575,0.3813009262084961,0.39677518606185913,0.5453757047653198,0.2824974060058594,0.1866888701915741,0.047902897000312805,0.012443004176020622
15,0.6508069634437561,0.7497864583333333,0.7642604166666667,0.7353125,0.31262585520744324,0.3227831721305847,0.4528445303440094,0.2518334686756134,0.16477912664413452,0.041753046214580536,0.012569251470267773
20,0.5306339859962463,0.7613298611111112,0.7809930555555556,0.7416666666666667,0.2515498697757721,0.24998034536838531,0.3761982321739197,0.2478214055299759,0.14448538422584534,0.04721936210989952,0.012702062726020813
25,0.43253710865974426,0.774890625,0.7947812500000001,0.755,0.20318946242332458,0.19315917789936066,0.3059459924697876,0.23629088699817657,0.13116438686847687,0.046119093894958496,0.012044833973050117
30,0.35060420632362366,0.7816944444444445,0.8047222222222223,0.7586666666666666,0.15843918919563293,0.14729927480220795,0.2617034614086151,0.22193455696105957,0.12503503262996674,0.041207000613212585,0.010995928198099136
35,0.2850520610809326,0.7744565972222222,0.8069131944444444,0.742,0.12670229375362396,0.11246590316295624,0.2090386301279068,0.2119038999080658,0.1142544373869896,0.037083111703395844,0.009586690925061703
40,0.23226705193519592,0.7793350694444444,0.8096701388888888,0.749,0.09905855357646942,0.08494637906551361,0.1735711395740509,0.20417508482933044,0.10613177716732025,0.03191910684108734,0.007906820625066757
45,0.1910504549741745,0.7752135416666666,0.8097604166666666,0.7406666666666666,0.07695525884628296,0.06590117514133453,0.14444594085216522,0.19704970717430115,0.09888012707233429,0.025727402418851852,0.006454962305724621
50,0.1593373715877533,0.7835086805555556,0.8170173611111111,0.75,0.0618884414434433,0.05226622149348259,0.11642074584960938,0.18654197454452515,0.0912974402308464,0.021422866731882095,0.005313283763825893
55,0.13423797488212585,0.7859681712962963,0.8153807870370371,0.7565555555555555,0.04957651346921921,0.04247276857495308,0.09558957815170288,0.17773672938346863,0.08286595344543457,0.017375610768795013,0.004488693084567785
60,0.11365551501512527,0.7907534722222221,0.818173611111111,0.7633333333333333,0.03981093317270279,0.034198909997940063,0.07902826368808746,0.16783806681632996,0.07632780075073242,0.014109678566455841,0.004049571231007576
65,0.09714118391275406,0.7849641203703703,0.8178171296296295,0.7521111111111111,0.03162621334195137,0.02806852012872696,0.06669874489307404,0.16037943959236145,0.06974977999925613,0.010865418240427971,0.003466577734798193
70,0.08770103007555008,0.790546875,0.81809375,0.763,0.02897060103714466,0.024913663044571877,0.052832793444395065,0.1538834571838379,0.06459201127290726,0.010847759433090687,0.003856433555483818
75,0.08092708885669708,0.7889999999999999,0.818,0.76,0.02570827305316925,0.021862374618649483,0.052942149341106415,0.1460275650024414,0.059286825358867645,0.009589072316884995,0.0031575632747262716
80,0.06957565248012543,0.7900902777777776,0.8185138888888887,0.7616666666666666,0.020777784287929535,0.01830499805510044,0.04098053276538849,0.13945525884628296,0.055048875510692596,0.007625986821949482,0.0036045208107680082
85,0.06034214049577713,0.787751736111111,0.8181701388888888,0.7573333333333333,0.01629360020160675,0.015568732284009457,0.03554171323776245,0.13119158148765564,0.05026712641119957,0.004975678864866495,0.0030211680568754673
90,0.0549028255045414,0.7866302083333332,0.8205937499999999,0.7526666666666666,0.014183146879076958,0.013974831439554691,0.031193679198622704,0.12500403821468353,0.04687730222940445,0.004859421402215958,0.002722380217164755
95,0.05069134384393692,0.7889699074074075,0.8193842592592593,0.7585555555555555,0.012450882233679295,0.013271096162497997,0.028256405144929886,0.11906664073467255,0.043622661381959915,0.003928510472178459,0.002942455466836691
100,0.04679645225405693,0.7848055555555555,0.8172777777777779,0.7523333333333333,0.01149644237011671,0.01225295104086399,0.023374278098344803,0.11420576274394989,0.0404449999332428,0.00342570710927248,0.003191620809957385
105,0.04304645210504532,0.7850225694444444,0.8193784722222222,0.7506666666666666,0.009795352816581726,0.011234401725232601,0.022098872810602188,0.1089196503162384,0.03772124648094177,0.002597203478217125,0.0030550742521882057
110,0.03984159603714943,0.7822031249999999,0.8150729166666665,0.7493333333333333,0.008964451029896736,0.010664868168532848,0.018235374242067337,0.1037461906671524,0.03537376970052719,0.0028170007281005383,0.0030765198171138763
