epoch,loss,selection,pooled_file_eer,elapsed_seconds
2,0.7110379306286632,0.7378456588415422,0.2516851653593605,1076.1079348940402
4,0.5790274179780681,0.7576834863272861,0.22654764696353596,2171.521661557257
6,0.5024088014233712,0.7598416383447055,0.22874287054249726,3326.3131622541696
8,0.45126730643823976,0.7462096375017109,0.2369986779327659,4457.00746247638
