EPOCH,TRAIN_LOSS,BASE_LOSS,INVARIANCE_LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.7037087618670566,0.6557171265495584,0.04799163717952398,0.7354624368686868,0.7804833152958154,0.6904415584415584
1,0.2332468070882432,0.19300113554964674,0.040245671085319776,0.7493497474747475,0.7943618326118326,0.7043376623376624
2,0.14609590816767293,0.12015398214273948,0.02594192591842581,0.756719696969697,0.8023484848484848,0.7110909090909091
3,0.14111742729994844,0.11370105116053465,0.027416376487421307,0.7441591961279461,0.7938768338143337,0.6944415584415584
4,0.10906388454059972,0.08911952995596097,0.019944354299483127,0.7471720328282828,0.794733676046176,0.6996103896103897
5,0.09677520281873009,0.07790706973730963,0.01886813318204541,0.7621701388888888,0.8111974206349206,0.7131428571428572
6,0.10507604930589491,0.08512507412741159,0.019950975596463864,0.7683314393939393,0.8042732683982684,0.7323896103896104
7,0.08634182952958694,0.07044881460890967,0.015893014443715034,0.7561594065656566,0.8063967352092353,0.705922077922078
8,0.08255225051927598,0.06627430466865684,0.016277945715472093,0.7494482323232323,0.7939613997113998,0.704935064935065
9,0.07386862468271654,0.06241855684400318,0.01145006798872194,0.7517781986531986,0.8065953583453583,0.696961038961039
10,0.06997274243312472,0.05699930294228599,0.012973439419472422,0.7546739267676768,0.8089842171717171,0.7003636363636363
11,0.06555687273515666,0.05483940789882252,0.010717464759433457,0.7538355429292929,0.8031256313131312,0.7045454545454545
12,0.05864839365165879,0.04770268577193108,0.010945708165347744,0.7683131313131313,0.8061847041847042,0.7304415584415584
13,0.07062866294043178,0.05957775258959489,0.011050910236163157,0.7606025883838385,0.8038805014430016,0.7173246753246754
14,0.04356388557340672,0.03596468539685605,0.007599200219974204,0.7634942129629629,0.8058455687830688,0.7211428571428572
15,0.05496621000991659,0.04615063702735921,0.008815572774495949,0.7578910984848485,0.8095224567099567,0.7062597402597403
16,0.05995632288234427,0.049269400695537,0.010686921941669425,0.758191287878788,0.8080189393939395,0.7083636363636363
