DATASET,CHANNEL,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,clean,0.2629090909090909,0.24,0.22857142857142854,0.751974025974026
phone_factorial_1200_v1,clean,0.26757142857142857,0.28,0.3225,0.7134642857142857
yue_cross_component_audit_v1,clean,0.21807065217391303,0.25,0.20967741935483875,0.7780614481065918
