epoch,loss,selection,pooled_file_eer,elapsed_seconds
2,0.685121576731035,0.7423572573194116,0.24562458154805306,1103.5991735830903
4,0.5685896901304659,0.7645458965873241,0.22283727743174786,2269.991126837209
6,0.5010734703109847,0.7765053997130628,0.21557152906872956,3395.177555276081
8,0.44846330984364613,0.7849910037886246,0.2073157216784609,4509.276083563454
