DATASET,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,0.36,0.41714285714285715,0.36,0.6285714285714286
phone_factorial_1200_v1,0.4624285714285714,0.3125,0.36250000000000004,0.5975357142857143
yue_cross_component_audit_v1,0.25,0.48124999999999996,0.16129032258064513,0.7303629032258064
