METHOD,DATASET,FILE_EER,VOICE_EER,MUSIC_EER,ADS,DELTA_VS_UNIFORM
uniform,factorial_eval_1200_v2_holdout,0.22472727272727272,0.22857142857142854,0.23428571428571432,0.7716363636363637,0.0
uniform,phone_factorial_1200_v1,0.12585714285714283,0.245,0.05500000000000002,0.8715714285714286,0.0
uniform,yue_cross_component_audit_v1,0.1861413043478261,0.25,0.08064516129032259,0.8327357994389901,0.0
attention_router,factorial_eval_1200_v2_holdout,0.22472727272727272,0.23428571428571432,0.23428571428571432,0.7704935064935066,-0.0011428571428571122
attention_router,phone_factorial_1200_v1,0.13,0.245,0.05500000000000002,0.8695,-0.002071428571428502
attention_router,yue_cross_component_audit_v1,0.1861413043478261,0.25,0.08064516129032259,0.8327357994389901,0.0
