EPOCH,LOSS,SELECTION,MEAN_ADS,WORST_ADS
0,0.013704330085756932,0.7942521043771045,0.8442704425204427,0.7442337662337662
1,0.012210961074588146,0.7945460858585859,0.8448584054834055,0.7442337662337662
2,0.011945716184663011,0.7948055555555555,0.8444682539682541,0.7451428571428571
3,0.012141189518127036,0.7934025673400674,0.8442856541606543,0.7425194805194806
4,0.011812652233353954,0.7919451809764311,0.8442799723424724,0.7396103896103896
5,0.011441518493155216,0.7930310395622896,0.8435425986050986,0.7425194805194806
6,0.011996514649388003,0.7928861531986533,0.8444476310726312,0.7413246753246753
7,0.011923073454106108,0.7943643728956229,0.8444949795574797,0.7442337662337662
8,0.01178158468943327,0.7932879840067341,0.8440564874939875,0.7425194805194806
9,0.011816321158821278,0.7930379840067341,0.8435564874939875,0.7425194805194806
10,0.01130346585302911,0.7945900673400673,0.8449463684463684,0.7442337662337662
11,0.011913958461360728,0.7934245580808081,0.8443296356421358,0.7425194805194806
12,0.01204763745215345,0.7934280303030303,0.8443365800865802,0.7425194805194806
13,0.011716720350879305,0.7929453914141414,0.8433713023088023,0.7425194805194806
14,0.012140238043317136,0.7933585858585859,0.8441976911976913,0.7425194805194806
