GROUP,VALUE,BASE_WEIGHT,N,FILE_N,VOICE_N,MUSIC_N,FILE_EER,VOICE_EER,MUSIC_EER,VOICE_AUC,MUSIC_AUC,ADS,CPS,SCORE
ALL,ALL,0.0,1200,1200,800,800,0.2917142857142857,0.1725,0.38249999999999995,0.956603125,0.9840593750000001,0.7048928571428572,0.9703312500000001,0.7314366964285716
ALL,ALL,0.025,1200,1200,800,800,0.2817142857142857,0.1725,0.385,0.956603125,0.9840593750000001,0.7091428571428572,0.9703312500000001,0.7352616964285715
ALL,ALL,0.05,1200,1200,800,800,0.2682857142857143,0.1725,0.38,0.956603125,0.9840593750000001,0.7173571428571428,0.9703312500000001,0.7426545535714286
ALL,ALL,0.075,1200,1200,800,800,0.25414285714285717,0.1725,0.36,0.956603125,0.9840593750000001,0.7304285714285714,0.9703312500000001,0.7544188392857144
ALL,ALL,0.1,1200,1200,800,800,0.25,0.1725,0.35750000000000004,0.956603125,0.9840593750000001,0.73325,0.9703312500000001,0.756958125
ALL,ALL,0.15,1200,1200,800,800,0.24414285714285716,0.1725,0.3375,0.956603125,0.9840593750000001,0.7421785714285714,0.9703312500000001,0.7649938392857143
ALL,ALL,0.2,1200,1200,800,800,0.24585714285714283,0.1725,0.3275,0.956603125,0.9840593750000001,0.7443214285714286,0.9703312500000001,0.7669224107142858
CHANNEL,g711_ulaw,0.0,300,300,200,200,0.24685714285714283,0.09999999999999999,0.32999999999999996,0.9617,0.9845000000000002,0.7575714285714286,0.9731000000000001,0.7791242857142857
CHANNEL,g711_ulaw,0.025,300,300,200,200,0.22342857142857142,0.09999999999999999,0.31999999999999995,0.9617,0.9845000000000002,0.7722857142857142,0.9731000000000001,0.7923671428571428
CHANNEL,g711_ulaw,0.05,300,300,200,200,0.24,0.09999999999999999,0.31999999999999995,0.9617,0.9845000000000002,0.764,0.9731000000000001,0.78491
CHANNEL,g711_ulaw,0.075,300,300,200,200,0.23028571428571426,0.09999999999999999,0.31999999999999995,0.9617,0.9845000000000002,0.7688571428571429,0.9731000000000001,0.7892814285714287
CHANNEL,g711_ulaw,0.1,300,300,200,200,0.22342857142857142,0.09999999999999999,0.31999999999999995,0.9617,0.9845000000000002,0.7722857142857142,0.9731000000000001,0.7923671428571428
CHANNEL,g711_ulaw,0.15,300,300,200,200,0.21657142857142858,0.09999999999999999,0.31999999999999995,0.9617,0.9845000000000002,0.7757142857142858,0.9731000000000001,0.7954528571428573
CHANNEL,g711_ulaw,0.2,300,300,200,200,0.23028571428571426,0.09999999999999999,0.31000000000000005,0.9617,0.9845000000000002,0.7718571428571429,0.9731000000000001,0.7919814285714286
CHANNEL,g726_24k,0.0,300,300,200,200,0.21657142857142858,0.07999999999999999,0.31000000000000005,0.9618,0.9813000000000001,0.7827142857142857,0.97155,0.8015978571428571
CHANNEL,g726_24k,0.025,300,300,200,200,0.20685714285714285,0.07999999999999999,0.31000000000000005,0.9618,0.9813000000000001,0.7875714285714286,0.97155,0.8059692857142857
CHANNEL,g726_24k,0.05,300,300,200,200,0.1834285714285714,0.07999999999999999,0.29000000000000004,0.9618,0.9813000000000001,0.8052857142857143,0.97155,0.8219121428571429
CHANNEL,g726_24k,0.075,300,300,200,200,0.1834285714285714,0.07999999999999999,0.29000000000000004,0.9618,0.9813000000000001,0.8052857142857143,0.97155,0.8219121428571429
CHANNEL,g726_24k,0.1,300,300,200,200,0.17657142857142857,0.07999999999999999,0.30000000000000004,0.9618,0.9813000000000001,0.8057142857142857,0.97155,0.8222978571428572
CHANNEL,g726_24k,0.15,300,300,200,200,0.16685714285714287,0.07999999999999999,0.31000000000000005,0.9618,0.9813000000000001,0.8075714285714286,0.97155,0.8239692857142857
CHANNEL,g726_24k,0.2,300,300,200,200,0.1902857142857143,0.07999999999999999,0.30000000000000004,0.9618,0.9813000000000001,0.7988571428571428,0.97155,0.8161264285714286
CHANNEL,opus_nb_8k,0.0,300,300,200,200,0.44971428571428573,0.24,0.38,0.9662,0.9826500000000001,0.6131428571428572,0.9744250000000001,0.6492710714285715
CHANNEL,opus_nb_8k,0.025,300,300,200,200,0.44685714285714284,0.24,0.38,0.9662,0.9826500000000001,0.6145714285714285,0.9744250000000001,0.6505567857142857
CHANNEL,opus_nb_8k,0.05,300,300,200,200,0.44685714285714284,0.24,0.37,0.9662,0.9826500000000001,0.6175714285714287,0.9744250000000001,0.6532567857142858
CHANNEL,opus_nb_8k,0.075,300,300,200,200,0.44685714285714284,0.24,0.38,0.9662,0.9826500000000001,0.6145714285714285,0.9744250000000001,0.6505567857142857
CHANNEL,opus_nb_8k,0.1,300,300,200,200,0.44685714285714284,0.24,0.37,0.9662,0.9826500000000001,0.6175714285714287,0.9744250000000001,0.6532567857142858
CHANNEL,opus_nb_8k,0.15,300,300,200,200,0.43314285714285716,0.24,0.37,0.9662,0.9826500000000001,0.6244285714285714,0.9744250000000001,0.6594282142857143
CHANNEL,opus_nb_8k,0.2,300,300,200,200,0.4165714285714286,0.24,0.37,0.9662,0.9826500000000001,0.6327142857142858,0.9744250000000001,0.6668853571428572
CHANNEL,resample8k,0.0,300,300,200,200,0.24,0.050000000000000024,0.4,0.94465,0.9887999999999999,0.75,0.966725,0.7716725
CHANNEL,resample8k,0.025,300,300,200,200,0.23314285714285715,0.050000000000000024,0.4,0.94465,0.9887999999999999,0.7534285714285713,0.966725,0.7747582142857141
CHANNEL,resample8k,0.05,300,300,200,200,0.20685714285714285,0.050000000000000024,0.39,0.94465,0.9887999999999999,0.7695714285714286,0.966725,0.7892867857142858
