DATASET,FILE_EER,VOICE_EER,MUSIC_EER,ADS
factorial_eval_1200_v2_holdout,0.35054545454545455,0.4114285714285715,0.3542857142857143,0.6361558441558441
phone_factorial_1200_v1,0.46585714285714286,0.2925,0.375,0.5960714285714286
yue_cross_component_audit_v1,0.25,0.4541666666666666,0.17741935483870966,0.7309408602150538
